,Expenditure category,Date,Unadjusted CPI Index
71,Tomatoes(4),2014-01-01,335.502
72,Other fresh vegetables,2014-01-01,323.271
73,Processed fruits and vegetables(5),2014-01-01,157.654
74,Canned fruits and vegetables(5),2014-01-01,162.223
75,Canned fruits(5)(6),2014-01-01,153.622
76,Canned vegetables(5)(6),2014-01-01,171.754
77,Frozen fruits and vegetables(5),2014-01-01,146.683
78,Frozen vegetables(6),2014-01-01,201.435
79,Other processed fruits and vegetables including dried(5),2014-01-01,162.225
80,"Dried beans, peas, and lentils(4)(5)(6)",2014-01-01,195.134
81,Nonalcoholic beverages and beverage materials,2014-01-01,167.039
82,Juices and nonalcoholic drinks(5),2014-01-01,128.65
83,Carbonated drinks,2014-01-01,160.087
84,Frozen noncarbonated juices and drinks(4)(5),2014-01-01,173.073
85,Nonfrozen noncarbonated juices and drinks(4)(5),2014-01-01,118.001
86,Beverage materials including coffee and tea(5),2014-01-01,117.658
87,Coffee,2014-01-01,197.19
88,Roasted coffee(6),2014-01-01,204.316
89,Instant and freeze dried coffee(4)(6),2014-01-01,202.017
90,Other beverage materials including tea(5),2014-01-01,128.786
91,Other food at home,2014-01-01,204.575
92,Sugar and sweets(4),2014-01-01,209.895
93,Sugar and artificial sweeteners,2014-01-01,185.942
94,Candy and chewing gum(4)(5),2014-01-01,139.111
95,Other sweets(5),2014-01-01,154.837
96,Fats and oils,2014-01-01,228.464
97,Butter and margarine(5),2014-01-01,186.977
98,Butter(6),2014-01-01,202.783
99,Margarine(6),2014-01-01,291.23
100,Salad dressing(4)(5),2014-01-01,133.879
101,Other fats and oils including peanut butter(5),2014-01-01,166.391
102,Peanut butter(4)(5)(6),2014-01-01,170.904
103,Other foods,2014-01-01,217.632
104,Soups,2014-01-01,231.699
105,Frozen and freeze dried prepared foods(4),2014-01-01,164.955
106,Snacks(4),2014-01-01,242.735
107,"Spices, seasonings, condiments, sauces",2014-01-01,228.808
108,Salt and other seasonings and spices(5)(6),2014-01-01,140.459
109,"Olives, pickles, relishes(4)(5)(6)",2014-01-01,133.428
110,Sauces and gravies(5)(6),2014-01-01,132.136
111,Other condiments(6),2014-01-01,267.049
112,Baby food(4)(5),2014-01-01,151.928
113,Other miscellaneous foods(4)(5),2014-01-01,129.781
114,Prepared salads(4)(7)(6),2014-01-01,115.836
115,Food away from home(4),2014-01-01,245.481
116,Full service meals and snacks(4)(5),2014-01-01,152.967
117,Limited service meals and snacks(4)(5),2014-01-01,156.188
118,Food at employee sites and schools(5),2014-01-01,157.343
119,Food at elementary and secondary schools(8)(6),2014-01-01,131.734
120,Food from vending machines and mobile vendors(4)(5),2014-01-01,142.926
121,Other food away from home(4)(5),2014-01-01,171.15
122,,2014-01-01,
123,Energy,2014-01-01,239.551
124,Energy commodities,2014-01-01,294.165
125,Fuel oil and other fuels(4),2014-01-01,368.73
126,Fuel oil(4),2014-01-01,389.522
127,"Propane, kerosene, and firewood(4)(9)",2014-01-01,402.212
128,Motor fuel,2014-01-01,288.268
129,Gasoline (all types),2014-01-01,286.607
130,"Gasoline, unleaded regular(6)",2014-01-01,285.284
131,"Gasoline, unleaded midgrade(10)(6)",2014-01-01,296.09
132,"Gasoline, unleaded premium(6)",2014-01-01,280.037
133,Other motor fuels(5),2014-01-01,280.496
134,Energy services(11),2014-01-01,197.919
135,Electricity(11),2014-01-01,203.026
136,Utility (piped) gas service(11),2014-01-01,179.982
137,,2014-01-01,
138,All items less food and energy,2014-01-01,235.367
139,Commodities less food and energy commodities,2014-01-01,146.025
140,Household furnishings and supplies(4)(12),2014-01-01,95.553
141,Window and floor coverings and other linens(4)(5),2014-01-01,64.587
142,Floor coverings(4)(5),2014-01-01,107.235
143,Window coverings(4)(5),2014-01-01,74.224
144,Other linens(4)(5),2014-01-01,51.767
145,Furniture and bedding(4),2014-01-01,116.982
146,Bedroom furniture(4),2014-01-01,135.123
147,"Living room, kitchen, and dining room furniture(4)(5)",2014-01-01,88.748
148,Other furniture(5),2014-01-01,74.003
149,Infants' furniture(4)(8)(6),2014-01-01,
150,Appliances(5),2014-01-01,84.83
151,Major appliances(5),2014-01-01,97.473
152,Laundry equipment(6),2014-01-01,109.949
153,Other appliances(4)(5),2014-01-01,69.341
154,Other household equipment and furnishings(5),2014-01-01,61.473
155,"Clocks, lamps, and decorator items(4)",2014-01-01,50.274
156,Indoor plants and flowers(13),2014-01-01,125.417
157,Dishes and flatware(4)(5),2014-01-01,58.299
158,Nonelectric cookware and tableware(5),2014-01-01,94.442
159,"Tools, hardware, outdoor equipment and supplies(5)",2014-01-01,91.524
160,"Tools, hardware and supplies(4)(5)",2014-01-01,100.06
161,Outdoor equipment and supplies(5),2014-01-01,87.437
162,Housekeeping supplies(4),2014-01-01,188.108
163,Household cleaning products(4)(5),2014-01-01,120.625
164,Household paper products(4)(5),2014-01-01,169.684
165,Miscellaneous household products(4)(5),2014-01-01,119.28
166,Apparel,2014-01-01,124.275
167,Men's and boys' apparel,2014-01-01,118.994
168,Men's apparel,2014-01-01,122.711
169,"Men's suits, sport coats, and outerwear",2014-01-01,114.38
170,Men's furnishings,2014-01-01,157.01
171,Men's shirts and sweaters(5),2014-01-01,80.731
172,Men's pants and shorts,2014-01-01,113.065
173,Boys' apparel,2014-01-01,104.351
174,Women's and girls' apparel,2014-01-01,110.597
175,Women's apparel,2014-01-01,113.686
176,Women's outerwear,2014-01-01,105.873
177,Women's dresses,2014-01-01,116.122
178,Women's suits and separates(5),2014-01-01,82.848
179,"Women's underwear, nightwear, sportswear and accessories(5)",2014-01-01,104.409
180,Girls' apparel,2014-01-01,95.908
181,Footwear,2014-01-01,130.519
182,Men's footwear(4),2014-01-01,137.111
183,Boys' and girls' footwear,2014-01-01,139.999
184,Women's footwear,2014-01-01,121.228
185,Infants' and toddlers' apparel,2014-01-01,115.721
186,Jewelry and watches(9),2014-01-01,164.886
187,Watches(4)(9),2014-01-01,119.996
188,Jewelry(9),2014-01-01,173.191
189,Transportation commodities less motor fuel(12),2014-01-01,105.961
190,New vehicles,2014-01-01,145.88
191,New cars and trucks(5)(6),2014-01-01,101.097
192,New cars(6),2014-01-01,144.556
193,New trucks(14)(6),2014-01-01,152.676
194,Used cars and trucks,2014-01-01,147.386
195,Motor vehicle parts and equipment(4),2014-01-01,145.438
196,Tires(4),2014-01-01,129.289
197,Vehicle accessories other than tires(4)(5),2014-01-01,163.234
198,Vehicle parts and equipment other than tires(4)(6),2014-01-01,154.005
199,"Motor oil, coolant, and fluids(4)(6)",2014-01-01,362.337
200,Medical care commodities,2014-01-01,336.756
201,Medicinal drugs(4)(12),2014-01-01,109.726
202,Prescription drugs,2014-01-01,446.766
203,Nonprescription drugs(4)(12),2014-01-01,98.389
204,Medical equipment and supplies(4)(12),2014-01-01,100.345
205,Recreation commodities(12),2014-01-01,92.016
206,Video and audio products(12),2014-01-01,70.222
207,Televisions,2014-01-01,4.27
208,Other video equipment(4)(5),2014-01-01,10.683
209,Audio equipment,2014-01-01,39.431
210,"Audio discs, tapes and other media(4)(5)",2014-01-01,90.293
211,Pets and pet products(4),2014-01-01,199.514
212,Pet food(4)(5)(6),2014-01-01,153.301
213,"Purchase of pets, pet supplies, accessories(4)(5)(6)",2014-01-01,113.961
214,Sporting goods(4),2014-01-01,116.839
215,Sports vehicles including bicycles(4),2014-01-01,149.704
216,Sports equipment,2014-01-01,87.906
217,Photographic equipment and supplies,2014-01-01,58.218
218,Film and photographic supplies(4)(5)(6),2014-01-01,111.758
219,Photographic equipment(5)(6),2014-01-01,24.714
220,Recreational reading materials(4),2014-01-01,233.894
221,Newspapers and magazines(4)(5),2014-01-01,155.656
222,Recreational books(4)(5),2014-01-01,100.793
223,Other recreational goods(5),2014-01-01,50.153
224,Toys,2014-01-01,48.78
225,"Toys, games, hobbies and playground equipment(5)(6)",2014-01-01,56.017
226,"Sewing machines, fabric and supplies(4)(5)",2014-01-01,97.963
227,Music instruments and accessories(5),2014-01-01,97.528
228,Education and communication commodities(12),2014-01-01,88.394
229,Educational books and supplies,2014-01-01,601.006
230,College textbooks(4)(15)(6),2014-01-01,203.786
231,Information technology commodities(12),2014-01-01,73.266
232,Personal computers and peripheral equipment(7),2014-01-01,54.611
233,Computer software and accessories(4)(5),2014-01-01,37.261
234,"Telephone hardware, calculators, and other consumer information items(4)(5)",2014-01-01,28.955
235,Alcoholic beverages,2014-01-01,236.34
236,Alcoholic beverages at home,2014-01-01,197.05
237,"Beer, ale, and other malt beverages at home",2014-01-01,214.182
238,Distilled spirits at home(4),2014-01-01,192.558
239,Whiskey at home(6),2014-01-01,204.24
240,"Distilled spirits, excluding whiskey, at home(4)(6)",2014-01-01,186.661
241,Wine at home,2014-01-01,168.733
242,Alcoholic beverages away from home(4),2014-01-01,320.439
243,"Beer, ale, and other malt beverages away from home(4)(5)(6)",2014-01-01,159.134
244,Wine away from home(4)(5)(6),2014-01-01,172.908
245,Distilled spirits away from home(4)(5)(6),2014-01-01,169.223
246,Other goods(12),2014-01-01,106.164
247,Tobacco and smoking products(4),2014-01-01,896.539
248,Cigarettes(4)(5),2014-01-01,365.523
249,Tobacco products other than cigarettes(4)(5),2014-01-01,239.402
250,Personal care products(4),2014-01-01,162.744
251,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",2014-01-01,103.623
252,"Cosmetics, perfume, bath, nail preparations and implements(4)",2014-01-01,187.071
253,Miscellaneous personal goods(5),2014-01-01,84.079
254,"Stationery, stationery supplies, gift wrap(6)",2014-01-01,154.867
255,Infants' equipment(4)(8)(6),2014-01-01,86.531
256,Services less energy services,2014-01-01,289.779
257,Shelter,2014-01-01,266.754
258,Rent of shelter(16),2014-01-01,277.878
259,Rent of primary residence(11),2014-01-01,272.317
260,Lodging away from home(5),2014-01-01,136.139
261,"Housing at school, excluding board(11)(16)",2014-01-01,489.347
262,Other lodging away from home including hotels and motels,2014-01-01,277.054
263,Owners' equivalent rent of residences(11)(16),2014-01-01,274.74
264,Owners' equivalent rent of primary residence(11)(16),2014-01-01,274.713
265,Tenants' and household insurance(4)(5),2014-01-01,138.189
266,Water and sewer and trash collection services(5),2014-01-01,201.169
267,Water and sewerage maintenance(11),2014-01-01,458.119
268,Garbage and trash collection(4)(14),2014-01-01,422.44
269,Household operations(4)(5),2014-01-01,159.202
270,Domestic services(4)(5),2014-01-01,152.759
271,Gardening and lawncare services(4)(5),2014-01-01,
272,"Moving, storage, freight expense(5)",2014-01-01,129.457
273,Repair of household items(4)(5),2014-01-01,208.952
274,Medical care services,2014-01-01,459.618
275,Professional services,2014-01-01,352.384
276,Physicians' services(11),2014-01-01,356.796
277,Dental services(11),2014-01-01,436.941
278,Eyeglasses and eye care(4)(9),2014-01-01,181.386
279,Services by other medical professionals(11)(9),2014-01-01,225.034
280,Hospital and related services,2014-01-01,718.3
281,Hospital services(11)(17),2014-01-01,272.485
282,Inpatient hospital services(11)(17)(6),2014-01-01,267.917
283,Outpatient hospital services(11)(9)(6),2014-01-01,615.04
284,Nursing homes and adult day services(11)(17),2014-01-01,197.139
285,Care of invalids and elderly at home(4)(8),2014-01-01,115.366
286,Health insurance(4)(8),2014-01-01,122.575
287,Transportation services,2014-01-01,280.687
288,Leased cars and trucks(15),2014-01-01,84.909
289,Car and truck rental(5),2014-01-01,126.21
290,Motor vehicle maintenance and repair(4),2014-01-01,263.718
291,Motor vehicle body work(4),2014-01-01,274.568
292,Motor vehicle maintenance and servicing(4),2014-01-01,238.69
293,Motor vehicle repair(4)(5),2014-01-01,162.758
294,Motor vehicle insurance,2014-01-01,429.585
295,Motor vehicle fees(4)(5),2014-01-01,176.39
296,State motor vehicle registration and license fees(4)(11)(5),2014-01-01,168.961
297,Parking and other fees(5),2014-01-01,189.008
298,Parking fees and tolls(4)(5)(6),2014-01-01,208.701
299,Automobile service clubs(4)(5)(6),2014-01-01,126.301
300,Public transportation,2014-01-01,266.949
301,Airline fare,2014-01-01,291.836
302,Other intercity transportation,2014-01-01,153.291
303,Intercity bus fare(4)(7)(6),2014-01-01,
304,Intercity train fare(7)(6),2014-01-01,108.243
305,Ship fare(4)(5)(6),2014-01-01,62.057
306,Intracity transportation(4),2014-01-01,295.777
307,Intracity mass transit(4)(12)(6),2014-01-01,116.872
308,Recreation services(12),2014-01-01,108.621
309,Video and audio services(12),2014-01-01,110.145
310,Cable and satellite television and radio service(14),2014-01-01,409.656
311,"Video discs and other media, including rental of video and audio(4)(5)",2014-01-01,74.172
312,Video discs and other media(4)(5)(6),2014-01-01,43.791
313,Rental of video or audio discs and other media(4)(5)(6),2014-01-01,116.169
314,Pet services including veterinary(5),2014-01-01,215.22
315,Pet services(4)(5)(6),2014-01-01,175.311
316,Veterinarian services(5)(6),2014-01-01,223.983
317,Photographers and film processing(4)(5),2014-01-01,119.86
318,Photographer fees(4)(5)(6),2014-01-01,126.951
319,Film processing(4)(5)(6),2014-01-01,115.767
320,Other recreation services(5),2014-01-01,152.307
321,Club dues and fees for participant sports and group exercises(5),2014-01-01,129.356
322,Admissions(4),2014-01-01,341.377
323,"Admission to movies, theaters, and concerts(4)(5)(6)",2014-01-01,164.399
324,Admission to sporting events(4)(5)(6),2014-01-01,191.784
325,Fees for lessons or instructions(4)(9),2014-01-01,278.513
326,Education and communication services(12),2014-01-01,108.128
327,"Tuition, other school fees, and childcare",2014-01-01,654.979
328,College tuition and fees,2014-01-01,747.922
329,Elementary and high school tuition and fees,2014-01-01,710.416
330,Child care and nursery school(13),2014-01-01,261.567
331,Technical and business school tuition and fees(5),2014-01-01,228.408
332,Postage and delivery services(5),2014-01-01,169.189
333,Postage(4),2014-01-01,265.05
334,Delivery services(4)(5),2014-01-01,283.321
335,Telephone services(4)(5),2014-01-01,102.039
336,Wireless telephone services(4)(5),2014-01-01,58.137
337,Land-line telephone services(4)(12),2014-01-01,111.112
338,Internet services and electronic information providers(4)(5),2014-01-01,76.946
339,Other personal services(4)(12),2014-01-01,108.585
340,Personal care services(4),2014-01-01,240.668
341,Haircuts and other personal care services(4)(5),2014-01-01,146.847
342,Miscellaneous personal services,2014-01-01,385.426
343,Legal services(9),2014-01-01,315.758
344,Funeral expenses(9),2014-01-01,305.567
345,Laundry and dry cleaning services(4)(5),2014-01-01,150.574
346,Apparel services other than laundry and dry cleaning(4)(5),2014-01-01,176.316
347,Financial services(4)(9),2014-01-01,298.813
348,Checking account and other bank services(4)(5)(6),2014-01-01,147.701
349,Tax return preparation and other accounting fees(5)(6),2014-01-01,197.989
350,,2014-01-01,
351,Special aggregate indexes,2014-01-01,
352,,2014-01-01,
353,All items less food,2014-01-01,233.161
354,All items less shelter,2014-01-01,223.71
355,All items less food and shelter,2014-01-01,219.567
356,"All items less food, shelter, and energy",2014-01-01,218.112
357,"All items less food, shelter, energy, and used cars and trucks",2014-01-01,222.367
358,All items less medical care,2014-01-01,224.423
359,All items less energy,2014-01-01,235.23
360,Commodities,2014-01-01,186.152
361,"Commodities less food, energy, and used cars and trucks",2014-01-01,146.595
362,Commodities less food,2014-01-01,161.354
363,Commodities less food and beverages,2014-01-01,158.602
364,Services,2014-01-01,281.299
365,Services less rent of shelter(16),2014-01-01,307.124
366,Services less medical care services,2014-01-01,267.746
367,Durables(4),2014-01-01,110.697
368,Nondurables,2014-01-01,223.63
369,Nondurables less food,2014-01-01,209.328
370,Nondurables less food and beverages,2014-01-01,207.582
371,"Nondurables less food, beverages, and apparel",2014-01-01,264.205
372,Nondurables less food and apparel,2014-01-01,260.427
373,Housing,2014-01-01,230.256
374,Education and communication(5),2014-01-01,137.005
375,Education(5),2014-01-01,228.373
376,Communication(5),2014-01-01,82.571
377,Information and information processing(5),2014-01-01,78.809
378,"Information technology, hardware and services(18)",2014-01-01,8.389
379,Recreation(5),2014-01-01,115.275
380,Video and audio(5),2014-01-01,99.444
381,"Pets, pet products and services(5)",2014-01-01,164.944
382,Photography(5),2014-01-01,76.426
383,Food and beverages,2014-01-01,238.792
384,Domestically produced farm food,2014-01-01,242.785
385,Other services,2014-01-01,332.006
386,Apparel less footwear,2014-01-01,118.336
387,Fuels and utilities,2014-01-01,230.098
388,Household energy,2014-01-01,198.266
389,Medical care,2014-01-01,429.621
390,Transportation,2014-01-01,213.45
391,Private transportation,2014-01-01,208.925
392,New and used motor vehicles(5),2014-01-01,100.284
393,Utilities and public transportation,2014-01-01,213.203
394,Household furnishings and operations,2014-01-01,123.735
395,Other goods and services,2014-01-01,405.127
396,Personal care,2014-01-01,216.414
397,,2014-01-01,
398,All items,2014-02-01,234.781
399,Food,2014-02-01,239.608
400,Food at home,2014-02-01,236.114
401,Cereals and bakery products,2014-02-01,270.583
402,Cereals and cereal products,2014-02-01,231.63
403,Flour and prepared flour mixes,2014-02-01,254.602
404,Breakfast cereal(4),2014-02-01,226.384
405,"Rice, pasta, cornmeal(4)",2014-02-01,236.542
406,Rice(4)(5)(6),2014-02-01,170.014
407,Bakery products,2014-02-01,292.529
408,Bread(5),2014-02-01,176.254
409,White bread(4)(6),2014-02-01,322.049
410,Bread other than white(4)(6),2014-02-01,339.609
411,"Fresh biscuits, rolls, muffins(4)(5)",2014-02-01,173.913
412,"Cakes, cupcakes, and cookies",2014-02-01,272.636
413,Cookies(4)(6),2014-02-01,265.334
414,Fresh cakes and cupcakes(4)(6),2014-02-01,282.316
415,Other bakery products,2014-02-01,264.302
416,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2014-02-01,290.048
417,"Crackers, bread, and cracker products(6)",2014-02-01,307.266
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2014-02-01,270.129
419,"Meats, poultry, fish, and eggs",2014-02-01,242.386
420,"Meats, poultry, and fish",2014-02-01,242.609
421,Meats,2014-02-01,241.414
422,Beef and veal(4),2014-02-01,281.637
423,Uncooked ground beef(4),2014-02-01,258.323
424,Uncooked beef roasts(4)(5),2014-02-01,212.668
425,Uncooked beef steaks(4)(5),2014-02-01,186.82
426,Uncooked other beef and veal(4)(5),2014-02-01,201.509
427,Pork,2014-02-01,212.331
428,"Bacon, breakfast sausage, and related products(5)",2014-02-01,159.238
429,Bacon and related products(6),2014-02-01,287.435
430,Breakfast sausage and related products(5)(6),2014-02-01,148.697
431,Ham,2014-02-01,204.716
432,"Ham, excluding canned(6)",2014-02-01,229.657
433,Pork chops,2014-02-01,186.715
434,Other pork including roasts and picnics(5),2014-02-01,128.413
435,Other meats,2014-02-01,210.878
436,Frankfurters(6),2014-02-01,206.934
437,Lunchmeats(4)(5)(6),2014-02-01,136.959
438,Lamb and organ meats(4)(6),2014-02-01,310.924
439,Lamb and mutton(4)(5)(6),2014-02-01,178.935
440,Poultry,2014-02-01,233.112
441,Chicken(5),2014-02-01,149.091
442,Fresh whole chicken(4)(6),2014-02-01,244.141
443,Fresh and frozen chicken parts(4)(6),2014-02-01,223.667
444,Other poultry including turkey(5),2014-02-01,155.958
445,Fish and seafood(4),2014-02-01,283.29
446,Fresh fish and seafood(4)(5),2014-02-01,172.369
447,Processed fish and seafood(5),2014-02-01,144.91
448,Shelf stable fish and seafood(4)(6),2014-02-01,197.859
449,Frozen fish and seafood(6),2014-02-01,308.627
450,Eggs,2014-02-01,238.832
451,Dairy and related products(4),2014-02-01,220.861
452,Milk(4)(5),2014-02-01,153.782
453,Fresh whole milk(4)(6),2014-02-01,222.244
454,Fresh milk other than whole(4)(5)(6),2014-02-01,156.534
455,Cheese and related products(4),2014-02-01,224.223
456,Ice cream and related products,2014-02-01,218.833
457,Other dairy and related products(5),2014-02-01,143.08
458,Fruits and vegetables,2014-02-01,292.54
459,Fresh fruits and vegetables,2014-02-01,335.824
460,Fresh fruits,2014-02-01,351.694
461,Apples,2014-02-01,336.685
462,Bananas,2014-02-01,202.751
463,Citrus fruits(5),2014-02-01,214.846
464,"Oranges, including tangerines(6)",2014-02-01,438.847
465,Other fresh fruits(5),2014-02-01,123.04
466,Fresh vegetables,2014-02-01,317.901
467,Potatoes,2014-02-01,332.525
468,Lettuce,2014-02-01,287.712
469,Tomatoes(4),2014-02-01,333.695
470,Other fresh vegetables,2014-02-01,320.968
471,Processed fruits and vegetables(5),2014-02-01,158.321
472,Canned fruits and vegetables(5),2014-02-01,163.014
473,Canned fruits(5)(6),2014-02-01,153.839
474,Canned vegetables(5)(6),2014-02-01,173.399
475,Frozen fruits and vegetables(5),2014-02-01,147.002
476,Frozen vegetables(6),2014-02-01,201.543
477,Other processed fruits and vegetables including dried(5),2014-02-01,163.133
478,"Dried beans, peas, and lentils(4)(5)(6)",2014-02-01,196.254
479,Nonalcoholic beverages and beverage materials,2014-02-01,165.98
480,Juices and nonalcoholic drinks(5),2014-02-01,127.841
481,Carbonated drinks,2014-02-01,159.922
482,Frozen noncarbonated juices and drinks(4)(5),2014-02-01,171.879
483,Nonfrozen noncarbonated juices and drinks(4)(5),2014-02-01,116.814
484,Beverage materials including coffee and tea(5),2014-02-01,116.895
485,Coffee,2014-02-01,195.845
486,Roasted coffee(6),2014-02-01,202.644
487,Instant and freeze dried coffee(4)(6),2014-02-01,201.838
488,Other beverage materials including tea(5),2014-02-01,128.016
489,Other food at home,2014-02-01,205.554
490,Sugar and sweets(4),2014-02-01,209.741
491,Sugar and artificial sweeteners,2014-02-01,183.937
492,Candy and chewing gum(4)(5),2014-02-01,139.178
493,Other sweets(5),2014-02-01,155.589
494,Fats and oils,2014-02-01,228.377
495,Butter and margarine(5),2014-02-01,187.246
496,Butter(6),2014-02-01,205.488
497,Margarine(6),2014-02-01,287.922
498,Salad dressing(4)(5),2014-02-01,134.47
499,Other fats and oils including peanut butter(5),2014-02-01,165.682
500,Peanut butter(4)(5)(6),2014-02-01,170.096
501,Other foods,2014-02-01,219.104
502,Soups,2014-02-01,232.08
503,Frozen and freeze dried prepared foods(4),2014-02-01,165.667
504,Snacks(4),2014-02-01,243.932
505,"Spices, seasonings, condiments, sauces",2014-02-01,231.977
506,Salt and other seasonings and spices(5)(6),2014-02-01,141.802
507,"Olives, pickles, relishes(4)(5)(6)",2014-02-01,137.21
508,Sauces and gravies(5)(6),2014-02-01,134.385
509,Other condiments(6),2014-02-01,266.743
510,Baby food(4)(5),2014-02-01,153.737
511,Other miscellaneous foods(4)(5),2014-02-01,130.479
512,Prepared salads(4)(7)(6),2014-02-01,116.651
513,Food away from home(4),2014-02-01,246.187
514,Full service meals and snacks(4)(5),2014-02-01,153.597
515,Limited service meals and snacks(4)(5),2014-02-01,156.486
516,Food at employee sites and schools(5),2014-02-01,156.184
517,Food at elementary and secondary schools(8)(6),2014-02-01,131.658
518,Food from vending machines and mobile vendors(4)(5),2014-02-01,143.627
519,Other food away from home(4)(5),2014-02-01,172.126
520,,2014-02-01,
521,Energy,2014-02-01,242.041
522,Energy commodities,2014-02-01,298.403
523,Fuel oil and other fuels(4),2014-02-01,394.364
524,Fuel oil(4),2014-02-01,405.344
525,"Propane, kerosene, and firewood(4)(9)",2014-02-01,448.426
526,Motor fuel,2014-02-01,291.512
527,Gasoline (all types),2014-02-01,289.814
528,"Gasoline, unleaded regular(6)",2014-02-01,288.47
529,"Gasoline, unleaded midgrade(10)(6)",2014-02-01,300.476
530,"Gasoline, unleaded premium(6)",2014-02-01,283.0
531,Other motor fuels(5),2014-02-01,284.681
532,Energy services(11),2014-02-01,198.846
533,Electricity(11),2014-02-01,202.224
534,Utility (piped) gas service(11),2014-02-01,186.095
535,,2014-02-01,
536,All items less food and energy,2014-02-01,236.075
537,Commodities less food and energy commodities,2014-02-01,146.509
538,Household furnishings and supplies(4)(12),2014-02-01,95.475
539,Window and floor coverings and other linens(4)(5),2014-02-01,64.149
540,Floor coverings(4)(5),2014-02-01,107.517
541,Window coverings(4)(5),2014-02-01,74.528
542,Other linens(4)(5),2014-02-01,51.116
543,Furniture and bedding(4),2014-02-01,115.742
544,Bedroom furniture(4),2014-02-01,133.44
545,"Living room, kitchen, and dining room furniture(4)(5)",2014-02-01,87.377
546,Other furniture(5),2014-02-01,74.54
547,Infants' furniture(4)(8)(6),2014-02-01,
548,Appliances(5),2014-02-01,84.984
549,Major appliances(5),2014-02-01,97.785
550,Laundry equipment(6),2014-02-01,111.231
551,Other appliances(4)(5),2014-02-01,69.342
552,Other household equipment and furnishings(5),2014-02-01,61.514
