,Expenditure category,Date,Unadjusted CPI Index
85,Nonfrozen noncarbonated juices and drinks(6),2019-01-01,120.79
86,Beverage materials including coffee and tea(6),2019-01-01,116.528
87,Coffee,2019-01-01,193.793
88,Roasted coffee(7),2019-01-01,201.823
89,Instant coffee(5)(7),2019-01-01,187.873
90,Other beverage materials including tea(5)(6),2019-01-01,129.348
91,Other food at home,2019-01-01,210.006
92,Sugar and sweets(5),2019-01-01,217.745
93,Sugar and sugar substitutes,2019-01-01,184.53
94,Candy and chewing gum(5)(6),2019-01-01,148.139
95,Other sweets(6),2019-01-01,154.012
96,Fats and oils,2019-01-01,228.536
97,Butter and margarine(6),2019-01-01,207.51
98,Butter(7),2019-01-01,248.423
99,Margarine(7),2019-01-01,299.382
100,Salad dressing(6),2019-01-01,128.976
101,Other fats and oils including peanut butter(6),2019-01-01,158.394
102,Peanut butter(5)(6)(7),2019-01-01,155.843
103,Other foods,2019-01-01,223.868
104,Soups,2019-01-01,238.488
105,Frozen and freeze dried prepared foods(5),2019-01-01,164.873
106,Snacks(5),2019-01-01,251.247
107,"Spices, seasonings, condiments, sauces",2019-01-01,243.805
108,Salt and other seasonings and spices(6)(7),2019-01-01,155.35
109,"Olives, pickles, relishes(5)(6)(7)",2019-01-01,
110,Sauces and gravies(6)(7),2019-01-01,140.588
111,Other condiments(7),2019-01-01,274.456
112,Baby food(5)(6),2019-01-01,167.895
113,Other miscellaneous foods(5)(6),2019-01-01,130.856
114,Prepared salads(5)(8)(7),2019-01-01,126.934
115,Food away from home(5),2019-01-01,280.38
116,Full service meals and snacks(5)(6),2019-01-01,173.624
117,Limited service meals and snacks(5)(6),2019-01-01,179.659
118,Food at employee sites and schools(6),2019-01-01,180.342
119,Food at elementary and secondary schools(5)(9)(7),2019-01-01,148.889
120,Food from vending machines and mobile vendors(5)(6),2019-01-01,163.357
121,Other food away from home(5)(6),2019-01-01,194.422
122,,2019-01-01,
123,Energy,2019-01-01,200.563
124,Energy commodities,2019-01-01,207.727
125,Fuel oil and other fuels,2019-01-01,280.482
126,Fuel oil,2019-01-01,274.051
127,"Propane, kerosene, and firewood(10)",2019-01-01,343.256
128,Motor fuel,2019-01-01,202.818
129,Gasoline (all types),2019-01-01,201.194
130,"Gasoline, unleaded regular(7)",2019-01-01,195.946
131,"Gasoline, unleaded midgrade(11)(7)",2019-01-01,221.554
132,"Gasoline, unleaded premium(7)",2019-01-01,221.025
133,Other motor fuels(6),2019-01-01,216.239
134,Energy services,2019-01-01,204.038
135,Electricity,2019-01-01,210.92
136,Utility (piped) gas service,2019-01-01,180.106
137,,2019-01-01,
138,All items less food and energy,2019-01-01,260.122
139,Commodities less food and energy commodities,2019-01-01,143.892
140,Household furnishings and supplies(12),2019-01-01,90.692
141,Window and floor coverings and other linens(5)(6),2019-01-01,58.335
142,Floor coverings(5)(6),2019-01-01,113.14
143,Window coverings(5)(6),2019-01-01,62.984
144,Other linens(5)(6),2019-01-01,45.195
145,Furniture and bedding,2019-01-01,112.313
146,Bedroom furniture(5),2019-01-01,129.628
147,"Living room, kitchen, and dining room furniture(5)(6)",2019-01-01,86.55
148,Other furniture(5)(6),2019-01-01,67.679
149,Infants' furniture(5)(9)(7),2019-01-01,
150,Appliances(6),2019-01-01,78.616
151,Major appliances(6),2019-01-01,88.056
152,Laundry equipment(7),2019-01-01,97.235
153,Other appliances(6),2019-01-01,66.635
154,Other household equipment and furnishings(6),2019-01-01,50.85
155,"Clocks, lamps, and decorator items(5)",2019-01-01,37.267
156,Indoor plants and flowers(13),2019-01-01,130.166
157,Dishes and flatware(5)(6),2019-01-01,46.719
158,Nonelectric cookware and tableware(6),2019-01-01,83.891
159,"Tools, hardware, outdoor equipment and supplies(6)",2019-01-01,90.537
160,"Tools, hardware and supplies(5)(6)",2019-01-01,99.876
161,Outdoor equipment and supplies(6),2019-01-01,86.094
162,Housekeeping supplies(5),2019-01-01,189.417
163,Household cleaning products(5)(6),2019-01-01,120.03
164,Household paper products(5)(6),2019-01-01,173.17
165,Miscellaneous household products(5)(6),2019-01-01,120.403
166,Apparel,2019-01-01,122.422
167,Men's and boys' apparel,2019-01-01,117.188
168,Men's apparel,2019-01-01,117.153
169,"Men's suits, sport coats, and outerwear",2019-01-01,104.99
170,"Men's underwear, nightwear, swimwear, and accessories",2019-01-01,149.069
171,Men's shirts and sweaters(6),2019-01-01,73.785
172,Men's pants and shorts,2019-01-01,117.245
173,Boys' apparel,2019-01-01,114.172
174,Women's and girls' apparel,2019-01-01,104.835
175,Women's apparel,2019-01-01,107.441
176,Women's outerwear,2019-01-01,104.761
177,Women's dresses,2019-01-01,111.501
178,Women's suits and separates(6),2019-01-01,74.583
179,"Women's underwear, nightwear, swimwear, and accessories(6)",2019-01-01,102.44
180,Girls' apparel,2019-01-01,91.797
181,Footwear,2019-01-01,135.405
182,Men's footwear(5),2019-01-01,142.98
183,Boys' and girls' footwear,2019-01-01,153.994
184,Women's footwear,2019-01-01,120.971
185,Infants' and toddlers' apparel,2019-01-01,117.239
186,Jewelry and watches(10),2019-01-01,170.996
187,Watches(5)(10),2019-01-01,136.069
188,Jewelry(10),2019-01-01,173.992
189,Transportation commodities less motor fuel(12),2019-01-01,104.628
190,New vehicles,2019-01-01,147.059
191,New cars and trucks(6)(7),2019-01-01,101.918
192,New cars(7),2019-01-01,142.955
193,New trucks(14)(7),2019-01-01,156.401
194,Used cars and trucks,2019-01-01,138.8
195,Motor vehicle parts and equipment(5),2019-01-01,145.591
196,Tires(5),2019-01-01,124.369
197,Vehicle accessories other than tires(5)(6),2019-01-01,174.403
198,Vehicle parts and equipment other than tires(5)(7),2019-01-01,164.328
199,"Motor oil, coolant, and fluids(5)(7)",2019-01-01,400.581
200,Medical care commodities,2019-01-01,379.777
201,Medicinal drugs(12),2019-01-01,124.271
202,Prescription drugs,2019-01-01,525.103
203,Nonprescription drugs(5)(12),2019-01-01,96.59
204,Medical equipment and supplies(5)(12),2019-01-01,101.924
205,Recreation commodities(12),2019-01-01,80.573
206,Video and audio products(12),2019-01-01,41.313
207,Televisions,2019-01-01,1.772
208,Other video equipment(6),2019-01-01,9.624
209,Audio equipment(5),2019-01-01,27.472
210,Recorded music and music subscriptions(5)(6),2019-01-01,82.799
211,Pets and pet products(5),2019-01-01,200.421
212,Pet food(5)(6)(7),2019-01-01,151.723
213,"Purchase of pets, pet supplies, accessories(5)(6)(7)",2019-01-01,116.707
214,Sporting goods,2019-01-01,113.08
215,Sports vehicles including bicycles(5),2019-01-01,154.466
216,Sports equipment,2019-01-01,78.546
217,Photographic equipment and supplies,2019-01-01,52.769
218,Film and photographic supplies(5)(6)(7),2019-01-01,
219,Photographic equipment(6)(7),2019-01-01,22.075
220,Recreational reading materials(5),2019-01-01,256.169
221,Newspapers and magazines(5)(6),2019-01-01,186.346
222,Recreational books(5)(6),2019-01-01,97.419
223,Other recreational goods(6),2019-01-01,36.472
224,Toys,2019-01-01,32.578
225,"Toys, games, hobbies and playground equipment(6)(7)",2019-01-01,40.351
226,"Sewing machines, fabric and supplies(5)(6)",2019-01-01,102.169
227,Music instruments and accessories(5)(6),2019-01-01,98.962
228,Education and communication commodities(12),2019-01-01,73.314
229,Educational books and supplies,2019-01-01,686.211
230,College textbooks(5)(15)(7),2019-01-01,236.214
231,Information technology commodities(12),2019-01-01,53.077
232,"Computers, peripherals, and smart home assistant devices(8)",2019-01-01,40.044
233,Computer software and accessories(5)(6),2019-01-01,31.014
234,"Telephone hardware, calculators, and other consumer information items(5)(6)",2019-01-01,17.358
235,Alcoholic beverages,2019-01-01,251.688
236,Alcoholic beverages at home,2019-01-01,204.723
237,"Beer, ale, and other malt beverages at home",2019-01-01,229.684
238,Distilled spirits at home,2019-01-01,194.362
239,Whiskey at home(5)(7),2019-01-01,207.263
240,"Distilled spirits, excluding whiskey, at home(5)(7)",2019-01-01,189.766
241,Wine at home,2019-01-01,170.714
242,Alcoholic beverages away from home(5),2019-01-01,354.166
243,"Beer, ale, and other malt beverages away from home(5)(6)(7)",2019-01-01,175.305
244,Wine away from home(5)(6)(7),2019-01-01,190.953
245,Distilled spirits away from home(5)(6)(7),2019-01-01,189.292
246,Other goods(12),2019-01-01,112.542
247,Tobacco and smoking products,2019-01-01,1085.997
248,Cigarettes(6),2019-01-01,443.924
249,Tobacco products other than cigarettes(5)(6),2019-01-01,279.065
250,Personal care products(5),2019-01-01,161.397
251,"Hair, dental, shaving, and miscellaneous personal care products(5)(6)",2019-01-01,103.02
252,"Cosmetics, perfume, bath, nail preparations and implements(5)",2019-01-01,184.632
253,Miscellaneous personal goods(6),2019-01-01,71.195
254,"Stationery, stationery supplies, gift wrap(7)",2019-01-01,147.139
255,Infants' equipment(5)(9)(7),2019-01-01,71.391
256,Services less energy services,2019-01-01,332.444
257,Shelter,2019-01-01,312.696
258,Rent of shelter(16),2019-01-01,325.96
259,Rent of primary residence,2019-01-01,325.597
260,Lodging away from home(6),2019-01-01,153.869
261,"Housing at school, excluding board(16)",2019-01-01,557.738
262,Other lodging away from home including hotels and motels,2019-01-01,312.038
263,Owners' equivalent rent of residences(16),2019-01-01,320.789
264,Owners' equivalent rent of primary residence(16),2019-01-01,320.805
265,Tenants' and household insurance(5)(6),2019-01-01,151.641
266,Water and sewer and trash collection services(6),2019-01-01,241.606
267,Water and sewerage maintenance,2019-01-01,561.114
268,Garbage and trash collection(5)(14),2019-01-01,475.687
269,Household operations(5)(6),2019-01-01,191.562
270,Domestic services(5)(6),2019-01-01,169.954
271,Gardening and lawncare services(5)(6),2019-01-01,
272,"Moving, storage, freight expense(6)",2019-01-01,170.937
273,Repair of household items(5)(6),2019-01-01,257.577
274,Medical care services,2019-01-01,525.698
275,Professional services,2019-01-01,379.995
276,Physicians' services,2019-01-01,382.032
277,Dental services,2019-01-01,488.792
278,Eyeglasses and eye care(5)(10),2019-01-01,190.551
279,Services by other medical professionals(5)(10),2019-01-01,237.356
280,Hospital and related services,2019-01-01,878.079
281,Hospital services(17),2019-01-01,336.225
282,Inpatient hospital services(17)(7),2019-01-01,326.807
283,Outpatient hospital services(10)(7),2019-01-01,745.491
284,Nursing homes and adult day services(17),2019-01-01,232.793
285,Care of invalids and elderly at home(5)(9),2019-01-01,122.695
286,Health insurance(5)(9),2019-01-01,142.869
287,Transportation services,2019-01-01,322.216
288,Leased cars and trucks(5)(15),2019-01-01,89.925
289,Car and truck rental(6),2019-01-01,123.061
290,Motor vehicle maintenance and repair(5),2019-01-01,290.758
291,Motor vehicle body work(5),2019-01-01,306.554
292,Motor vehicle maintenance and servicing(5),2019-01-01,264.11
293,Motor vehicle repair(5)(6),2019-01-01,176.627
294,Motor vehicle insurance,2019-01-01,572.95
295,Motor vehicle fees(5)(6),2019-01-01,190.909
296,State motor vehicle registration and license fees(5)(6),2019-01-01,179.335
297,Parking and other fees(5)(6),2019-01-01,209.385
298,Parking fees and tolls(6)(7),2019-01-01,236.509
299,Automobile service clubs(5)(6)(7),2019-01-01,
300,Public transportation,2019-01-01,248.142
301,Airline fares,2019-01-01,248.433
302,Other intercity transportation,2019-01-01,156.605
303,Intercity bus fare(5)(8)(7),2019-01-01,140.26
304,Intercity train fare(5)(8)(7),2019-01-01,
305,Ship fare(5)(6)(7),2019-01-01,64.605
306,Intracity transportation(5),2019-01-01,320.203
307,Intracity mass transit(5)(12)(7),2019-01-01,128.408
308,Recreation services(12),2019-01-01,123.367
309,Video and audio services(12),2019-01-01,126.574
310,Cable and satellite television service(14),2019-01-01,475.061
311,"Video discs and other media, including rental of video(5)(6)",2019-01-01,74.527
312,Video discs and other media(5)(6)(7),2019-01-01,38.789
313,Rental of video discs and other media(5)(6)(7),2019-01-01,129.37
314,Pet services including veterinary(6),2019-01-01,248.788
315,Pet services(5)(6)(7),2019-01-01,195.373
316,Veterinarian services(6)(7),2019-01-01,260.653
317,Photographers and photo processing(5)(6),2019-01-01,122.532
318,Photographer fees(5)(6)(7),2019-01-01,128.145
319,Photo processing(5)(6)(7),2019-01-01,112.601
320,Other recreation services(6),2019-01-01,170.859
321,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees(5)(6)",2019-01-01,142.221
322,Admissions,2019-01-01,387.181
323,"Admission to movies, theaters, and concerts(5)(6)(7)",2019-01-01,182.806
324,Admission to sporting events(5)(6)(7),2019-01-01,231.572
325,Fees for lessons or instructions(5)(10),2019-01-01,316.052
326,Education and communication services(12),2019-01-01,110.098
327,"Tuition, other school fees, and childcare",2019-01-01,754.578
328,College tuition and fees,2019-01-01,858.041
329,Elementary and high school tuition and fees,2019-01-01,857.724
330,Child care and nursery school(13),2019-01-01,298.69
331,Technical and business school tuition and fees(6),2019-01-01,252.263
332,Postage and delivery services(6),2019-01-01,188.597
333,Postage,2019-01-01,295.431
334,Delivery services(6),2019-01-01,315.201
335,Telephone services(5)(6),2019-01-01,88.893
336,Wireless telephone services(5)(6),2019-01-01,46.465
337,Land-line telephone services(5)(12),2019-01-01,117.866
338,Internet services and electronic information providers(6),2019-01-01,77.164
339,Other personal services(5)(12),2019-01-01,123.899
340,Personal care services(5),2019-01-01,268.556
341,Haircuts and other personal care services(5)(6),2019-01-01,163.863
342,Miscellaneous personal services,2019-01-01,445.705
343,Legal services(5)(10),2019-01-01,363.948
344,Funeral expenses(5)(10),2019-01-01,334.714
345,Laundry and dry cleaning services(5)(6),2019-01-01,172.213
346,Apparel services other than laundry and dry cleaning(5)(6),2019-01-01,194.982
347,Financial services(10),2019-01-01,365.177
348,Checking account and other bank services(5)(6)(7),2019-01-01,172.297
349,Tax return preparation and other accounting fees(6)(7),2019-01-01,256.585
350,,2019-01-01,
351,Special aggregate indexes,2019-01-01,
352,,2019-01-01,
353,All items less food,2019-01-01,250.974
354,All items less shelter,2019-01-01,230.765
355,All items less food and shelter,2019-01-01,224.129
356,"All items less food, shelter, and energy",2019-01-01,230.902
357,"All items less food, shelter, energy, and used cars and trucks",2019-01-01,236.57
358,All items less medical care,2019-01-01,240.27
359,All items less energy,2019-01-01,258.855
360,Commodities,2019-01-01,181.815
361,"Commodities less food, energy, and used cars and trucks",2019-01-01,145.104
362,Commodities less food,2019-01-01,149.079
363,Commodities less food and beverages,2019-01-01,145.62
364,Services,2019-01-01,320.695
365,Services less rent of shelter(16),2019-01-01,339.422
366,Services less medical care services,2019-01-01,305.131
367,Durables,2019-01-01,104.808
368,Nondurables,2019-01-01,220.86
369,Nondurables less food,2019-01-01,191.151
370,Nondurables less food and beverages,2019-01-01,187.418
371,"Nondurables less food, beverages, and apparel",2019-01-01,232.074
372,Nondurables less food and apparel,2019-01-01,232.683
373,Housing,2019-01-01,262.284
374,Education and communication(6),2019-01-01,137.055
375,Education(6),2019-01-01,263.125
376,Communication(6),2019-01-01,73.103
377,Information and information processing(6),2019-01-01,69.184
378,"Information technology, hardware and services(18)",2019-01-01,7.457
379,Recreation(6),2019-01-01,120.265
380,Video and audio(6),2019-01-01,104.478
381,"Pets, pet products and services(6)",2019-01-01,174.918
382,Photography(6),2019-01-01,73.672
383,Food and beverages,2019-01-01,256.185
384,Domestically produced farm food,2019-01-01,248.889
385,Other services,2019-01-01,356.039
386,Apparel less footwear,2019-01-01,114.946
387,Fuels and utilities,2019-01-01,242.374
388,Household energy,2019-01-01,200.575
389,Medical care,2019-01-01,490.204
390,Transportation,2019-01-01,202.57
391,Private transportation,2019-01-01,198.551
392,New and used motor vehicles(6),2019-01-01,99.548
393,Utilities and public transportation,2019-01-01,216.114
394,Household furnishings and operations,2019-01-01,123.334
395,Other goods and services,2019-01-01,446.0
396,Personal care(5),2019-01-01,232.227
397,,2019-01-01,
398,All items,2019-02-01,252.776
399,Food,2019-02-01,257.222
400,Food at home,2019-02-01,242.057
401,Cereals and bakery products,2019-02-01,275.996
402,Cereals and cereal products,2019-02-01,226.821
403,Flour and prepared flour mixes,2019-02-01,235.755
404,Breakfast cereal(5),2019-02-01,221.578
405,"Rice, pasta, cornmeal(5)",2019-02-01,236.109
406,Rice(5)(6)(7),2019-02-01,161.631
407,Bakery products(5),2019-02-01,304.393
408,Bread(5)(6),2019-02-01,183.233
409,White bread(5)(7),2019-02-01,332.035
410,Bread other than white(5)(7),2019-02-01,356.892
411,"Fresh biscuits, rolls, muffins(6)",2019-02-01,181.409
412,"Cakes, cupcakes, and cookies",2019-02-01,291.714
413,Cookies(7),2019-02-01,273.511
414,Fresh cakes and cupcakes(5)(7),2019-02-01,314.562
415,Other bakery products,2019-02-01,268.695
416,"Fresh sweetrolls, coffeecakes, doughnuts(5)(7)",2019-02-01,309.316
417,"Crackers, bread, and cracker products(7)",2019-02-01,306.519
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(7)",2019-02-01,268.827
419,"Meats, poultry, fish, and eggs",2019-02-01,248.597
420,"Meats, poultry, and fish",2019-02-01,250.962
421,Meats,2019-02-01,251.201
422,Beef and veal,2019-02-01,302.155
423,Uncooked ground beef(5),2019-02-01,266.449
424,Uncooked beef roasts(5)(6),2019-02-01,228.25
425,Uncooked beef steaks(6),2019-02-01,203.471
426,Uncooked other beef and veal(5)(6),2019-02-01,242.825
427,Pork,2019-02-01,206.798
428,"Bacon, breakfast sausage, and related products(6)",2019-02-01,157.919
429,Bacon and related products(7),2019-02-01,295.941
430,Breakfast sausage and related products(6)(7),2019-02-01,143.05
431,Ham,2019-02-01,190.12
432,"Ham, excluding canned(7)",2019-02-01,211.373
433,Pork chops(5),2019-02-01,186.512
434,"Other pork including roasts, steaks, and ribs(6)",2019-02-01,122.984
435,Other meats,2019-02-01,225.013
436,Frankfurters(7),2019-02-01,236.069
437,Lunchmeats(6)(7),2019-02-01,143.894
438,Lamb and organ meats(5)(7),2019-02-01,
439,Lamb and mutton(5)(6)(7),2019-02-01,
440,Poultry(5),2019-02-01,232.813
441,Chicken(5)(6),2019-02-01,150.587
442,Fresh whole chicken(5)(7),2019-02-01,246.826
443,Fresh and frozen chicken parts(5)(7),2019-02-01,224.745
444,Other uncooked poultry including turkey(6),2019-02-01,148.266
445,Fish and seafood,2019-02-01,298.35
446,Fresh fish and seafood(6),2019-02-01,186.396
447,Processed fish and seafood(6),2019-02-01,148.212
448,Shelf stable fish and seafood(5)(7),2019-02-01,212.916
449,Frozen fish and seafood(7),2019-02-01,306.689
450,Eggs,2019-02-01,218.185
451,Dairy and related products,2019-02-01,216.595
452,Milk(6),2019-02-01,137.925
453,Fresh whole milk(7),2019-02-01,196.94
454,Fresh milk other than whole(6)(7),2019-02-01,142.79
455,Cheese and related products(5),2019-02-01,224.692
456,Ice cream and related products,2019-02-01,226.736
457,Other dairy and related products(5)(6),2019-02-01,147.447
458,Fruits and vegetables,2019-02-01,304.621
459,Fresh fruits and vegetables,2019-02-01,355.034
460,Fresh fruits,2019-02-01,365.288
461,Apples,2019-02-01,335.377
462,Bananas(5),2019-02-01,195.987
463,Citrus fruits(6),2019-02-01,251.445
464,"Oranges, including tangerines(7)",2019-02-01,493.842
465,Other fresh fruits(6),2019-02-01,123.936
466,Fresh vegetables,2019-02-01,342.879
467,Potatoes,2019-02-01,355.805
468,Lettuce,2019-02-01,323.848
469,Tomatoes(5),2019-02-01,343.612
470,Other fresh vegetables,2019-02-01,348.228
471,Processed fruits and vegetables(6),2019-02-01,156.276
472,Canned fruits and vegetables(6),2019-02-01,164.271
473,Canned fruits(6)(7),2019-02-01,158.787
474,Canned vegetables(6)(7),2019-02-01,173.643
475,Frozen fruits and vegetables(6),2019-02-01,143.653
476,Frozen vegetables(7),2019-02-01,197.524
477,Other processed fruits and vegetables including dried(6),2019-02-01,152.484
478,"Dried beans, peas, and lentils(5)(6)(7)",2019-02-01,178.473
479,Nonalcoholic beverages and beverage materials,2019-02-01,172.488
480,Juices and nonalcoholic drinks(6),2019-02-01,135.211
481,Carbonated drinks,2019-02-01,172.314
482,Frozen noncarbonated juices and drinks(5)(6),2019-02-01,181.473
483,Nonfrozen noncarbonated juices and drinks(6),2019-02-01,121.868
484,Beverage materials including coffee and tea(6),2019-02-01,116.486
485,Coffee,2019-02-01,193.654
486,Roasted coffee(7),2019-02-01,201.082
487,Instant coffee(5)(7),2019-02-01,189.343
488,Other beverage materials including tea(5)(6),2019-02-01,129.384
489,Other food at home,2019-02-01,211.168
490,Sugar and sweets(5),2019-02-01,218.293
491,Sugar and sugar substitutes,2019-02-01,185.657
492,Candy and chewing gum(5)(6),2019-02-01,148.168
493,Other sweets(6),2019-02-01,155.203
494,Fats and oils,2019-02-01,228.762
495,Butter and margarine(6),2019-02-01,208.816
496,Butter(7),2019-02-01,251.979
497,Margarine(7),2019-02-01,295.99
498,Salad dressing(6),2019-02-01,129.304
499,Other fats and oils including peanut butter(6),2019-02-01,157.92
500,Peanut butter(5)(6)(7),2019-02-01,156.855
501,Other foods,2019-02-01,225.412
502,Soups,2019-02-01,241.267
503,Frozen and freeze dried prepared foods(5),2019-02-01,167.445
504,Snacks(5),2019-02-01,254.084
505,"Spices, seasonings, condiments, sauces",2019-02-01,244.427
506,Salt and other seasonings and spices(6)(7),2019-02-01,157.818
507,"Olives, pickles, relishes(5)(6)(7)",2019-02-01,
508,Sauces and gravies(6)(7),2019-02-01,140.177
509,Other condiments(7),2019-02-01,277.29
510,Baby food(5)(6),2019-02-01,168.237
511,Other miscellaneous foods(5)(6),2019-02-01,130.99
512,Prepared salads(5)(8)(7),2019-02-01,126.068
513,Food away from home(5),2019-02-01,281.373
514,Full service meals and snacks(5)(6),2019-02-01,174.151
515,Limited service meals and snacks(5)(6),2019-02-01,180.525
516,Food at employee sites and schools(6),2019-02-01,180.402
517,Food at elementary and secondary schools(5)(9)(7),2019-02-01,148.726
518,Food from vending machines and mobile vendors(5)(6),2019-02-01,163.208
519,Other food away from home(5)(6),2019-02-01,194.36
520,,2019-02-01,
521,Energy,2019-02-01,202.74
522,Energy commodities,2019-02-01,213.27
523,Fuel oil and other fuels,2019-02-01,287.643
524,Fuel oil,2019-02-01,285.668
525,"Propane, kerosene, and firewood(10)",2019-02-01,343.674
526,Motor fuel,2019-02-01,208.242
527,Gasoline (all types),2019-02-01,206.749
528,"Gasoline, unleaded regular(7)",2019-02-01,201.919
529,"Gasoline, unleaded midgrade(11)(7)",2019-02-01,224.958
530,"Gasoline, unleaded premium(7)",2019-02-01,223.316
531,Other motor fuels(6),2019-02-01,214.546
532,Energy services,2019-02-01,202.69
533,Electricity,2019-02-01,210.939
534,Utility (piped) gas service,2019-02-01,174.95
535,,2019-02-01,
536,All items less food and energy,2019-02-01,261.114
537,Commodities less food and energy commodities,2019-02-01,144.609
538,Household furnishings and supplies(12),2019-02-01,91.148
539,Window and floor coverings and other linens(5)(6),2019-02-01,57.187
540,Floor coverings(5)(6),2019-02-01,112.021
541,Window coverings(5)(6),2019-02-01,63.763
542,Other linens(5)(6),2019-02-01,43.747
543,Furniture and bedding,2019-02-01,113.192
544,Bedroom furniture(5),2019-02-01,129.516
545,"Living room, kitchen, and dining room furniture(5)(6)",2019-02-01,87.085
546,Other furniture(5)(6),2019-02-01,70.147
547,Infants' furniture(5)(9)(7),2019-02-01,
548,Appliances(6),2019-02-01,78.207
549,Major appliances(6),2019-02-01,86.279
550,Laundry equipment(7),2019-02-01,93.74
551,Other appliances(6),2019-02-01,66.896
552,Other household equipment and furnishings(6),2019-02-01,51.833
553,"Clocks, lamps, and decorator items(5)",2019-02-01,38.238
554,Indoor plants and flowers(13),2019-02-01,134.126
555,Dishes and flatware(5)(6),2019-02-01,46.262
