,Expenditure category,Date,Unadjusted CPI Index
49,Processed fish and seafood(5),2015-01-01,148.602
50,Shelf stable fish and seafood(4)(6),2015-01-01,200.511
51,Frozen fish and seafood(6),2015-01-01,322.538
52,Eggs,2015-01-01,256.599
53,Dairy and related products(4),2015-01-01,227.8
54,Milk(4)(5),2015-01-01,154.769
55,Fresh whole milk(4)(6),2015-01-01,226.569
56,Fresh milk other than whole(4)(5)(6),2015-01-01,156.975
57,Cheese and related products,2015-01-01,238.322
58,Ice cream and related products,2015-01-01,223.479
59,Other dairy and related products(4)(5),2015-01-01,147.347
60,Fruits and vegetables,2015-01-01,298.781
61,Fresh fruits and vegetables,2015-01-01,345.295
62,Fresh fruits,2015-01-01,354.825
63,Apples,2015-01-01,324.679
64,Bananas,2015-01-01,200.064
65,Citrus fruits(5),2015-01-01,216.3
66,"Oranges, including tangerines(6)",2015-01-01,441.245
67,Other fresh fruits(5),2015-01-01,127.218
68,Fresh vegetables,2015-01-01,334.067
69,Potatoes,2015-01-01,328.301
70,Lettuce,2015-01-01,331.185
71,Tomatoes(4),2015-01-01,367.812
72,Other fresh vegetables,2015-01-01,329.486
73,Processed fruits and vegetables(5),2015-01-01,158.006
74,Canned fruits and vegetables(5),2015-01-01,161.96
75,Canned fruits(5)(6),2015-01-01,155.307
76,Canned vegetables(5)(6),2015-01-01,171.23
77,Frozen fruits and vegetables(5),2015-01-01,147.597
78,Frozen vegetables(6),2015-01-01,203.429
79,Other processed fruits and vegetables including dried(5),2015-01-01,163.318
80,"Dried beans, peas, and lentils(4)(5)(6)",2015-01-01,202.485
81,Nonalcoholic beverages and beverage materials,2015-01-01,168.603
82,Juices and nonalcoholic drinks(5),2015-01-01,128.675
83,Carbonated drinks,2015-01-01,160.059
84,Frozen noncarbonated juices and drinks(4)(5),2015-01-01,177.107
85,Nonfrozen noncarbonated juices and drinks(5),2015-01-01,117.961
86,Beverage materials including coffee and tea(5),2015-01-01,121.766
87,Coffee,2015-01-01,209.121
88,Roasted coffee(6),2015-01-01,217.931
89,Instant and freeze dried coffee(4)(6),2015-01-01,207.862
90,Other beverage materials including tea(5),2015-01-01,128.175
91,Other food at home,2015-01-01,207.218
92,Sugar and sweets(4),2015-01-01,214.024
93,Sugar and artificial sweeteners,2015-01-01,187.669
94,Candy and chewing gum(4)(5),2015-01-01,143.191
95,Other sweets(5),2015-01-01,154.934
96,Fats and oils,2015-01-01,230.228
97,Butter and margarine(5),2015-01-01,203.476
98,Butter(6),2015-01-01,242.299
99,Margarine(6),2015-01-01,290.079
100,Salad dressing(5),2015-01-01,131.069
101,Other fats and oils including peanut butter(5),2015-01-01,161.881
102,Peanut butter(4)(5)(6),2015-01-01,162.152
103,Other foods,2015-01-01,220.336
104,Soups,2015-01-01,228.042
105,Frozen and freeze dried prepared foods(4),2015-01-01,168.74
106,Snacks(4),2015-01-01,245.162
107,"Spices, seasonings, condiments, sauces",2015-01-01,233.085
108,Salt and other seasonings and spices(5)(6),2015-01-01,143.842
109,"Olives, pickles, relishes(4)(5)(6)",2015-01-01,133.972
110,Sauces and gravies(5)(6),2015-01-01,136.354
111,Other condiments(6),2015-01-01,270.133
112,Baby food(4)(5),2015-01-01,154.858
113,Other miscellaneous foods(4)(5),2015-01-01,130.909
114,Prepared salads(4)(7)(6),2015-01-01,119.828
115,Food away from home(4),2015-01-01,253.037
116,Full service meals and snacks(4)(5),2015-01-01,157.604
117,Limited service meals and snacks(4)(5),2015-01-01,161.489
118,Food at employee sites and schools(5),2015-01-01,160.254
119,Food at elementary and secondary schools(8)(6),2015-01-01,134.805
120,Food from vending machines and mobile vendors(4)(5),2015-01-01,145.366
121,Other food away from home(4)(5),2015-01-01,174.953
122,,2015-01-01,
123,Energy,2015-01-01,192.619
124,Energy commodities,2015-01-01,192.221
125,Fuel oil and other fuels(4),2015-01-01,276.782
126,Fuel oil(4),2015-01-01,273.718
127,"Propane, kerosene, and firewood(4)(9)",2015-01-01,332.189
128,Motor fuel,2015-01-01,186.763
129,Gasoline (all types),2015-01-01,185.142
130,"Gasoline, unleaded regular(6)",2015-01-01,182.025
131,"Gasoline, unleaded midgrade(10)(6)",2015-01-01,195.549
132,"Gasoline, unleaded premium(6)",2015-01-01,192.399
133,Other motor fuels(5),2015-01-01,212.73
134,Energy services(11),2015-01-01,201.594
135,Electricity(11),2015-01-01,208.172
136,Utility (piped) gas service(11),2015-01-01,179.184
137,,2015-01-01,
138,All items less food and energy,2015-01-01,239.248
139,Commodities less food and energy commodities,2015-01-01,144.865
140,Household furnishings and supplies(12),2015-01-01,93.524
141,Window and floor coverings and other linens(4)(5),2015-01-01,61.987
142,Floor coverings(4)(5),2015-01-01,108.67
143,Window coverings(4)(5),2015-01-01,70.957
144,Other linens(4)(5),2015-01-01,49.019
145,Furniture and bedding(4),2015-01-01,114.451
146,Bedroom furniture(4),2015-01-01,129.445
147,"Living room, kitchen, and dining room furniture(4)(5)",2015-01-01,87.41
148,Other furniture(5),2015-01-01,74.201
149,Infants' furniture(4)(8)(6),2015-01-01,
150,Appliances(5),2015-01-01,80.657
151,Major appliances(5),2015-01-01,89.976
152,Laundry equipment(6),2015-01-01,100.748
153,Other appliances(4)(5),2015-01-01,68.449
154,Other household equipment and furnishings(5),2015-01-01,59.468
155,"Clocks, lamps, and decorator items(4)",2015-01-01,48.094
156,Indoor plants and flowers(13),2015-01-01,127.4
157,Dishes and flatware(4)(5),2015-01-01,54.467
158,Nonelectric cookware and tableware(5),2015-01-01,90.524
159,"Tools, hardware, outdoor equipment and supplies(5)",2015-01-01,90.977
160,"Tools, hardware and supplies(4)(5)",2015-01-01,100.851
161,Outdoor equipment and supplies(5),2015-01-01,86.33
162,Housekeeping supplies(4),2015-01-01,185.978
163,Household cleaning products(5),2015-01-01,118.204
164,Household paper products(4)(5),2015-01-01,167.89
165,Miscellaneous household products(4)(5),2015-01-01,119.191
166,Apparel,2015-01-01,122.527
167,Men's and boys' apparel,2015-01-01,116.422
168,Men's apparel,2015-01-01,119.726
169,"Men's suits, sport coats, and outerwear",2015-01-01,108.185
170,Men's furnishings,2015-01-01,150.084
171,Men's shirts and sweaters(5),2015-01-01,76.344
172,Men's pants and shorts,2015-01-01,119.665
173,Boys' apparel,2015-01-01,103.126
174,Women's and girls' apparel,2015-01-01,107.439
175,Women's apparel,2015-01-01,109.688
176,Women's outerwear,2015-01-01,112.412
177,Women's dresses,2015-01-01,113.656
178,Women's suits and separates(5),2015-01-01,76.461
179,"Women's underwear, nightwear, sportswear and accessories(5)",2015-01-01,103.976
180,Girls' apparel,2015-01-01,96.576
181,Footwear,2015-01-01,133.855
182,Men's footwear(4),2015-01-01,137.304
183,Boys' and girls' footwear,2015-01-01,147.543
184,Women's footwear,2015-01-01,124.585
185,Infants' and toddlers' apparel,2015-01-01,116.701
186,Jewelry and watches(9),2015-01-01,160.314
187,Watches(4)(9),2015-01-01,122.792
188,Jewelry(9),2015-01-01,166.069
189,Transportation commodities less motor fuel(12),2015-01-01,105.018
190,New vehicles,2015-01-01,146.558
191,New cars and trucks(5)(6),2015-01-01,101.61
192,New cars(6),2015-01-01,144.319
193,New trucks(14)(6),2015-01-01,154.385
194,Used cars and trucks,2015-01-01,141.461
195,Motor vehicle parts and equipment(4),2015-01-01,144.913
196,Tires(4),2015-01-01,127.601
197,Vehicle accessories other than tires(4)(5),2015-01-01,165.674
198,Vehicle parts and equipment other than tires(4)(6),2015-01-01,155.505
199,"Motor oil, coolant, and fluids(4)(6)",2015-01-01,371.064
200,Medical care commodities,2015-01-01,349.98
201,Medicinal drugs(4)(12),2015-01-01,114.289
202,Prescription drugs,2015-01-01,471.754
203,Nonprescription drugs(4)(12),2015-01-01,97.337
204,Medical equipment and supplies(4)(12),2015-01-01,99.305
205,Recreation commodities(12),2015-01-01,89.431
206,Video and audio products(12),2015-01-01,62.974
207,Televisions,2015-01-01,3.557
208,Other video equipment(4)(5),2015-01-01,10.809
209,Audio equipment,2015-01-01,36.303
210,"Audio discs, tapes and other media(4)(5)",2015-01-01,87.807
211,Pets and pet products(4),2015-01-01,198.967
212,Pet food(4)(5)(6),2015-01-01,152.653
213,"Purchase of pets, pet supplies, accessories(4)(5)(6)",2015-01-01,114.105
214,Sporting goods(4),2015-01-01,114.59
215,Sports vehicles including bicycles(4),2015-01-01,148.459
216,Sports equipment,2015-01-01,85.404
217,Photographic equipment and supplies,2015-01-01,55.739
218,Film and photographic supplies(4)(5)(6),2015-01-01,128.155
219,Photographic equipment(5)(6),2015-01-01,22.92
220,Recreational reading materials(4),2015-01-01,238.816
221,Newspapers and magazines(4)(5),2015-01-01,162.801
222,Recreational books(4)(5),2015-01-01,99.869
223,Other recreational goods(5),2015-01-01,48.027
224,Toys,2015-01-01,46.206
225,"Toys, games, hobbies and playground equipment(5)(6)",2015-01-01,54.686
226,"Sewing machines, fabric and supplies(4)(5)",2015-01-01,95.419
227,Music instruments and accessories(5),2015-01-01,98.6
228,Education and communication commodities(12),2015-01-01,84.469
229,Educational books and supplies,2015-01-01,640.246
230,College textbooks(4)(15)(6),2015-01-01,218.918
231,Information technology commodities(12),2015-01-01,66.572
232,Personal computers and peripheral equipment(7),2015-01-01,48.913
233,Computer software and accessories(4)(5),2015-01-01,36.585
234,"Telephone hardware, calculators, and other consumer information items(4)(5)",2015-01-01,25.886
235,Alcoholic beverages,2015-01-01,238.718
236,Alcoholic beverages at home,2015-01-01,197.257
237,"Beer, ale, and other malt beverages at home",2015-01-01,214.536
238,Distilled spirits at home(4),2015-01-01,193.425
239,Whiskey at home(4)(6),2015-01-01,208.393
240,"Distilled spirits, excluding whiskey, at home(6)",2015-01-01,186.808
241,Wine at home,2015-01-01,168.627
242,Alcoholic beverages away from home(4),2015-01-01,327.871
243,"Beer, ale, and other malt beverages away from home(4)(5)(6)",2015-01-01,162.022
244,Wine away from home(4)(5)(6),2015-01-01,177.032
245,Distilled spirits away from home(4)(5)(6),2015-01-01,173.567
246,Other goods(12),2015-01-01,107.788
247,Tobacco and smoking products,2015-01-01,917.733
248,Cigarettes(5),2015-01-01,374.647
249,Tobacco products other than cigarettes(4)(5),2015-01-01,240.945
250,Personal care products(4),2015-01-01,164.83
251,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",2015-01-01,104.149
252,"Cosmetics, perfume, bath, nail preparations and implements(4)",2015-01-01,191.029
253,Miscellaneous personal goods(5),2015-01-01,83.59
254,"Stationery, stationery supplies, gift wrap(6)",2015-01-01,153.677
255,Infants' equipment(4)(8)(6),2015-01-01,85.436
256,Services less energy services,2015-01-01,296.979
257,Shelter,2015-01-01,274.589
258,Rent of shelter(16),2015-01-01,285.955
259,Rent of primary residence(11),2015-01-01,281.572
260,Lodging away from home(5),2015-01-01,145.132
261,"Housing at school, excluding board(11)(16)",2015-01-01,502.796
262,Other lodging away from home including hotels and motels,2015-01-01,298.098
263,Owners' equivalent rent of residences(11)(16),2015-01-01,281.98
264,Owners' equivalent rent of primary residence(11)(16),2015-01-01,281.951
265,Tenants' and household insurance(4)(5),2015-01-01,145.942
266,Water and sewer and trash collection services(5),2015-01-01,210.243
267,Water and sewerage maintenance(11),2015-01-01,483.308
268,Garbage and trash collection(4)(14),2015-01-01,427.734
269,Household operations(4)(5),2015-01-01,164.053
270,Domestic services(4)(5),2015-01-01,155.294
271,Gardening and lawncare services(4)(5),2015-01-01,168.632
272,"Moving, storage, freight expense(5)",2015-01-01,133.244
273,Repair of household items(4)(5),2015-01-01,218.228
274,Medical care services,2015-01-01,470.03
275,Professional services,2015-01-01,358.397
276,Physicians' services(11),2015-01-01,362.74
277,Dental services(11),2015-01-01,446.342
278,Eyeglasses and eye care(4)(9),2015-01-01,183.874
279,Services by other medical professionals(11)(9),2015-01-01,227.603
280,Hospital and related services,2015-01-01,747.609
281,Hospital services(11)(17),2015-01-01,284.225
282,Inpatient hospital services(11)(17)(6),2015-01-01,279.45
283,Outpatient hospital services(11)(9)(6),2015-01-01,642.399
284,Nursing homes and adult day services(11)(17),2015-01-01,203.869
285,Care of invalids and elderly at home(4)(8),2015-01-01,117.466
286,Health insurance(4)(8),2015-01-01,121.929
287,Transportation services,2015-01-01,286.644
288,Leased cars and trucks(15),2015-01-01,85.608
289,Car and truck rental(5),2015-01-01,128.033
290,Motor vehicle maintenance and repair(4),2015-01-01,268.869
291,Motor vehicle body work(4),2015-01-01,279.72
292,Motor vehicle maintenance and servicing(4),2015-01-01,242.394
293,Motor vehicle repair(4)(5),2015-01-01,166.498
294,Motor vehicle insurance,2015-01-01,451.007
295,Motor vehicle fees(4)(5),2015-01-01,176.586
296,State motor vehicle registration and license fees(4)(11)(5),2015-01-01,166.988
297,Parking and other fees(5),2015-01-01,192.314
298,Parking fees and tolls(4)(5)(6),2015-01-01,213.412
299,Automobile service clubs(4)(5)(6),2015-01-01,125.771
300,Public transportation,2015-01-01,262.179
301,Airline fare,2015-01-01,283.152
302,Other intercity transportation,2015-01-01,150.847
303,Intercity bus fare(4)(7)(6),2015-01-01,
304,Intercity train fare(4)(7)(6),2015-01-01,109.946
305,Ship fare(4)(5)(6),2015-01-01,61.369
306,Intracity transportation(4),2015-01-01,299.962
307,Intracity mass transit(4)(12)(6),2015-01-01,118.21
308,Recreation services(12),2015-01-01,110.334
309,Video and audio services(12),2015-01-01,112.13
310,Cable and satellite television and radio service(14),2015-01-01,418.208
311,"Video discs and other media, including rental of video and audio(4)(5)",2015-01-01,72.237
312,Video discs and other media(4)(5)(6),2015-01-01,41.052
313,Rental of video or audio discs and other media(4)(5)(6),2015-01-01,119.038
314,Pet services including veterinary(5),2015-01-01,221.546
315,Pet services(4)(5)(6),2015-01-01,178.426
316,Veterinarian services(5)(6),2015-01-01,231.113
317,Photographers and film processing(4)(5),2015-01-01,122.402
318,Photographer fees(4)(5)(6),2015-01-01,128.385
319,Film processing(4)(5)(6),2015-01-01,120.34
320,Other recreation services(5),2015-01-01,153.908
321,Club dues and fees for participant sports and group exercises(5),2015-01-01,130.186
322,Admissions(4),2015-01-01,344.509
323,"Admission to movies, theaters, and concerts(4)(5)(6)",2015-01-01,164.704
324,Admission to sporting events(4)(5)(6),2015-01-01,198.621
325,Fees for lessons or instructions(4)(9),2015-01-01,284.068
326,Education and communication services(12),2015-01-01,109.127
327,"Tuition, other school fees, and childcare",2015-01-01,678.031
328,College tuition and fees,2015-01-01,775.175
329,Elementary and high school tuition and fees,2015-01-01,738.567
330,Child care and nursery school(13),2015-01-01,269.541
331,Technical and business school tuition and fees(5),2015-01-01,232.985
332,Postage and delivery services(5),2015-01-01,174.946
333,Postage(4),2015-01-01,274.517
334,Delivery services(5),2015-01-01,288.754
335,Telephone services(4)(5),2015-01-01,99.442
336,Wireless telephone services(4)(5),2015-01-01,55.614
337,Land-line telephone services(4)(12),2015-01-01,112.316
338,Internet services and electronic information providers(5),2015-01-01,78.324
339,Other personal services(4)(12),2015-01-01,110.88
340,Personal care services(4),2015-01-01,244.145
341,Haircuts and other personal care services(4)(5),2015-01-01,148.968
342,Miscellaneous personal services,2015-01-01,395.041
343,Legal services(9),2015-01-01,319.39
344,Funeral expenses(4)(9),2015-01-01,309.704
345,Laundry and dry cleaning services(4)(5),2015-01-01,153.905
346,Apparel services other than laundry and dry cleaning(4)(5),2015-01-01,179.854
347,Financial services(4)(9),2015-01-01,315.814
348,Checking account and other bank services(4)(5)(6),2015-01-01,147.859
349,Tax return preparation and other accounting fees(5)(6),2015-01-01,216.493
350,,2015-01-01,
351,Special aggregate indexes,2015-01-01,
352,,2015-01-01,
353,All items less food,2015-01-01,231.711
354,All items less shelter,2015-01-01,220.322
355,All items less food and shelter,2015-01-01,213.576
356,"All items less food, shelter, and energy",2015-01-01,219.704
357,"All items less food, shelter, energy, and used cars and trucks",2015-01-01,224.394
358,All items less medical care,2015-01-01,223.721
359,All items less energy,2015-01-01,239.67
360,Commodities,2015-01-01,178.576
361,"Commodities less food, energy, and used cars and trucks",2015-01-01,145.868
362,Commodities less food,2015-01-01,148.26
363,Commodities less food and beverages,2015-01-01,145.124
364,Services,2015-01-01,288.178
365,Services less rent of shelter(16),2015-01-01,313.112
366,Services less medical care services,2015-01-01,274.345
367,Durables,2015-01-01,108.474
368,Nondurables,2015-01-01,213.108
369,Nondurables less food,2015-01-01,184.946
370,Nondurables less food and beverages,2015-01-01,181.619
371,"Nondurables less food, beverages, and apparel",2015-01-01,222.554
372,Nondurables less food and apparel,2015-01-01,222.9
373,Housing,2015-01-01,235.485
374,Education and communication(5),2015-01-01,137.604
375,Education(5),2015-01-01,236.82
376,Communication(5),2015-01-01,80.667
377,Information and information processing(5),2015-01-01,76.822
378,"Information technology, hardware and services(18)",2015-01-01,8.181
379,Recreation(5),2015-01-01,115.288
380,Video and audio(5),2015-01-01,99.144
381,"Pets, pet products and services(5)",2015-01-01,166.468
382,Photography(5),2015-01-01,75.631
383,Food and beverages,2015-01-01,246.1
384,Domestically produced farm food,2015-01-01,251.845
385,Other services,2015-01-01,336.331
386,Apparel less footwear,2015-01-01,115.448
387,Fuels and utilities,2015-01-01,232.309
388,Household energy,2015-01-01,198.143
389,Medical care,2015-01-01,440.969
390,Transportation,2015-01-01,190.871
391,Private transportation,2015-01-01,185.461
392,New and used motor vehicles(5),2015-01-01,99.498
393,Utilities and public transportation,2015-01-01,214.665
394,Household furnishings and operations,2015-01-01,122.351
395,Other goods and services,2015-01-01,412.545
396,Personal care,2015-01-01,220.071
397,,2015-01-01,
398,All items,2015-02-01,234.722
399,Food,2015-02-01,246.68
400,Food at home,2015-02-01,242.906
401,Cereals and bakery products,2015-02-01,273.052
402,Cereals and cereal products,2015-02-01,233.18
403,Flour and prepared flour mixes,2015-02-01,252.521
404,Breakfast cereal(4),2015-02-01,227.634
405,"Rice, pasta, cornmeal(4)",2015-02-01,239.943
406,Rice(4)(5)(6),2015-02-01,168.56
407,Bakery products,2015-02-01,295.545
408,Bread(5),2015-02-01,177.64
409,White bread(4)(6),2015-02-01,319.578
410,Bread other than white(4)(6),2015-02-01,344.87
411,"Fresh biscuits, rolls, muffins(4)(5)",2015-02-01,177.275
412,"Cakes, cupcakes, and cookies",2015-02-01,277.96
413,Cookies(4)(6),2015-02-01,269.929
414,Fresh cakes and cupcakes(4)(6),2015-02-01,288.126
415,Other bakery products,2015-02-01,264.547
416,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2015-02-01,285.134
417,"Crackers, bread, and cracker products(6)",2015-02-01,306.065
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2015-02-01,270.535
419,"Meats, poultry, fish, and eggs",2015-02-01,260.863
420,"Meats, poultry, and fish",2015-02-01,260.965
421,Meats,2015-02-01,267.185
422,Beef and veal(4),2015-02-01,324.308
423,Uncooked ground beef(4),2015-02-01,303.062
424,Uncooked beef roasts(4)(5),2015-02-01,239.587
425,Uncooked beef steaks(4)(5),2015-02-01,210.841
426,Uncooked other beef and veal(4)(5),2015-02-01,239.223
427,Pork,2015-02-01,224.759
428,"Bacon, breakfast sausage, and related products(5)",2015-02-01,160.277
429,Bacon and related products(6),2015-02-01,284.602
430,Breakfast sausage and related products(5)(6),2015-02-01,153.401
431,Ham,2015-02-01,225.557
432,"Ham, excluding canned(6)",2015-02-01,253.101
433,Pork chops,2015-02-01,201.93
434,Other pork including roasts and picnics(5),2015-02-01,140.548
435,Other meats,2015-02-01,228.357
436,Frankfurters(6),2015-02-01,230.848
437,Lunchmeats(5)(6),2015-02-01,147.495
438,Lamb and organ meats(4)(6),2015-02-01,327.701
439,Lamb and mutton(4)(5)(6),2015-02-01,176.461
440,Poultry,2015-02-01,239.28
441,Chicken(4)(5),2015-02-01,153.809
442,Fresh whole chicken(4)(6),2015-02-01,258.439
443,Fresh and frozen chicken parts(4)(6),2015-02-01,227.781
444,Other poultry including turkey(5),2015-02-01,156.716
445,Fish and seafood(4),2015-02-01,287.652
446,Fresh fish and seafood(5),2015-02-01,175.29
447,Processed fish and seafood(5),2015-02-01,146.903
448,Shelf stable fish and seafood(4)(6),2015-02-01,199.755
449,Frozen fish and seafood(6),2015-02-01,316.874
450,Eggs,2015-02-01,259.024
451,Dairy and related products(4),2015-02-01,225.535
452,Milk(4)(5),2015-02-01,149.66
453,Fresh whole milk(4)(6),2015-02-01,217.891
454,Fresh milk other than whole(4)(5)(6),2015-02-01,152.556
455,Cheese and related products,2015-02-01,237.47
456,Ice cream and related products,2015-02-01,225.501
457,Other dairy and related products(4)(5),2015-02-01,147.462
458,Fruits and vegetables,2015-02-01,295.686
459,Fresh fruits and vegetables,2015-02-01,339.855
460,Fresh fruits,2015-02-01,352.512
461,Apples,2015-02-01,326.073
462,Bananas,2015-02-01,200.159
463,Citrus fruits(5),2015-02-01,215.076
464,"Oranges, including tangerines(6)",2015-02-01,437.107
465,Other fresh fruits(5),2015-02-01,125.566
466,Fresh vegetables,2015-02-01,325.328
467,Potatoes,2015-02-01,324.271
468,Lettuce,2015-02-01,331.517
469,Tomatoes(4),2015-02-01,337.283
470,Other fresh vegetables,2015-02-01,323.989
471,Processed fruits and vegetables(5),2015-02-01,159.351
472,Canned fruits and vegetables(5),2015-02-01,164.133
473,Canned fruits(5)(6),2015-02-01,157.289
474,Canned vegetables(5)(6),2015-02-01,173.156
475,Frozen fruits and vegetables(5),2015-02-01,147.501
476,Frozen vegetables(6),2015-02-01,202.213
477,Other processed fruits and vegetables including dried(5),2015-02-01,164.81
478,"Dried beans, peas, and lentils(4)(5)(6)",2015-02-01,207.19
479,Nonalcoholic beverages and beverage materials,2015-02-01,168.901
480,Juices and nonalcoholic drinks(5),2015-02-01,129.015
481,Carbonated drinks,2015-02-01,161.333
482,Frozen noncarbonated juices and drinks(4)(5),2015-02-01,177.15
483,Nonfrozen noncarbonated juices and drinks(5),2015-02-01,117.83
484,Beverage materials including coffee and tea(5),2015-02-01,121.692
485,Coffee,2015-02-01,207.111
486,Roasted coffee(6),2015-02-01,214.529
487,Instant and freeze dried coffee(4)(6),2015-02-01,212.393
488,Other beverage materials including tea(5),2015-02-01,130.003
489,Other food at home,2015-02-01,208.954
490,Sugar and sweets(4),2015-02-01,216.65
491,Sugar and artificial sweeteners,2015-02-01,189.741
492,Candy and chewing gum(4)(5),2015-02-01,145.625
493,Other sweets(5),2015-02-01,154.782
494,Fats and oils,2015-02-01,229.317
495,Butter and margarine(5),2015-02-01,199.317
496,Butter(6),2015-02-01,233.471
497,Margarine(6),2015-02-01,290.458
498,Salad dressing(5),2015-02-01,132.454
499,Other fats and oils including peanut butter(5),2015-02-01,161.792
500,Peanut butter(4)(5)(6),2015-02-01,163.984
501,Other foods,2015-02-01,222.457
502,Soups,2015-02-01,231.363
503,Frozen and freeze dried prepared foods(4),2015-02-01,168.853
504,Snacks(4),2015-02-01,251.885
505,"Spices, seasonings, condiments, sauces",2015-02-01,235.317
506,Salt and other seasonings and spices(5)(6),2015-02-01,145.347
507,"Olives, pickles, relishes(4)(5)(6)",2015-02-01,136.118
508,Sauces and gravies(5)(6),2015-02-01,136.608
509,Other condiments(6),2015-02-01,275.028
510,Baby food(4)(5),2015-02-01,154.493
511,Other miscellaneous foods(4)(5),2015-02-01,131.244
512,Prepared salads(4)(7)(6),2015-02-01,121.121
513,Food away from home(4),2015-02-01,253.719
514,Full service meals and snacks(4)(5),2015-02-01,157.885
515,Limited service meals and snacks(4)(5),2015-02-01,161.996
516,Food at employee sites and schools(5),2015-02-01,160.342
517,Food at elementary and secondary schools(8)(6),2015-02-01,134.824
518,Food from vending machines and mobile vendors(4)(5),2015-02-01,145.363
519,Other food away from home(4)(5),2015-02-01,176.589
520,,2015-02-01,
521,Energy,2015-02-01,196.597
522,Energy commodities,2015-02-01,201.485
523,Fuel oil and other fuels(4),2015-02-01,278.792
524,Fuel oil(4),2015-02-01,279.04
525,"Propane, kerosene, and firewood(4)(9)",2015-02-01,329.195
526,Motor fuel,2015-02-01,196.272
527,Gasoline (all types),2015-02-01,194.883
528,"Gasoline, unleaded regular(6)",2015-02-01,191.924
529,"Gasoline, unleaded midgrade(10)(6)",2015-02-01,208.303
530,"Gasoline, unleaded premium(6)",2015-02-01,200.073
531,Other motor fuels(5),2015-02-01,205.669
532,Energy services(11),2015-02-01,200.685
533,Electricity(11),2015-02-01,208.696
534,Utility (piped) gas service(11),2015-02-01,173.978
535,,2015-02-01,
536,All items less food and energy,2015-02-01,240.083
537,Commodities less food and energy commodities,2015-02-01,145.761
538,Household furnishings and supplies(12),2015-02-01,93.688
539,Window and floor coverings and other linens(4)(5),2015-02-01,61.756
540,Floor coverings(4)(5),2015-02-01,108.478
541,Window coverings(4)(5),2015-02-01,70.77
542,Other linens(4)(5),2015-02-01,48.792
543,Furniture and bedding(4),2015-02-01,113.972
544,Bedroom furniture(4),2015-02-01,127.863
545,"Living room, kitchen, and dining room furniture(4)(5)",2015-02-01,86.957
546,Other furniture(5),2015-02-01,75.321
547,Infants' furniture(4)(8)(6),2015-02-01,
548,Appliances(5),2015-02-01,80.778
549,Major appliances(5),2015-02-01,90.152
550,Laundry equipment(6),2015-02-01,101.992
551,Other appliances(4)(5),2015-02-01,68.518
552,Other household equipment and furnishings(5),2015-02-01,59.79
553,"Clocks, lamps, and decorator items(4)",2015-02-01,48.006
