,Area,Date,Unadjusted CPI Index
169,West - Size Class A,2018-04-01,270.283
170,West - Size Class B/C(3),2018-04-01,152.35
171,Mountain(4),2018-04-01,101.8
172,Pacific(4),2018-04-01,101.831
173,Size classes,2018-04-01,
174,Size Class A(5),2018-04-01,230.596
175,Size Class B/C(3),2018-04-01,152.744
176,Selected local areas,2018-04-01,
177,"Chicago-Naperville-Elgin, IL-IN-WI",2018-04-01,237.94
178,"Los Angeles-Long Beach-Anaheim, CA",2018-04-01,265.095
179,"New York-Newark-Jersey City, NY-NJ-PA",2018-04-01,272.95
180,"Atlanta-Sandy Springs-Roswell, GA",2018-04-01,237.417
181,"Baltimore-Columbia-Towson, MD(6)",2018-04-01,252.185
182,"Detroit-Warren-Dearborn, MI",2018-04-01,231.784
183,"Houston-The Woodlands-Sugar Land, TX",2018-04-01,225.116
184,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-04-01,264.696
185,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-04-01,251.85
186,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-04-01,138.406
187,"San Francisco-Oakland-Hayward, CA",2018-04-01,283.422
188,"Seattle-Tacoma-Bellevue, WA",2018-04-01,270.309
189,"St. Louis, MO-IL",2018-04-01,228.689
190,Urban Alaska,2018-04-01,222.485
191,"Boston-Cambridge-Newton, MA-NH",2018-04-01,
192,"Dallas-Fort Worth-Arlington, TX",2018-04-01,
193,"Denver-Aurora-Lakewood, CO",2018-04-01,
194,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-04-01,
195,"Riverside-San Bernardino-Ontario, CA(4)",2018-04-01,
196,"San Diego-Carlsbad, CA",2018-04-01,
197,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-04-01,
198,Urban Hawaii,2018-04-01,
199,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-04-01,
200,U.S. city average,2018-05-01,251.588
201,Region and area size(2),2018-05-01,
202,Northeast,2018-05-01,265.84
203,Northeast - Size Class A,2018-05-01,268.295
204,Northeast - Size Class B/C(3),2018-05-01,157.068
205,New England(4),2018-05-01,102.252
206,Middle Atlantic(4),2018-05-01,101.824
207,Midwest,2018-05-01,235.065
208,Midwest - Size Class A,2018-05-01,235.884
209,Midwest - Size Class B/C(3),2018-05-01,150.217
210,East North Central(4),2018-05-01,101.892
211,West North Central(4),2018-05-01,102.099
212,South,2018-05-01,243.279
213,South - Size Class A,2018-05-01,247.37
214,South - Size Class B/C(3),2018-05-01,153.842
215,South Atlantic(4),2018-05-01,102.105
216,East South Central(4),2018-05-01,102.112
217,West South Central(4),2018-05-01,101.748
218,West,2018-05-01,263.24
219,West - Size Class A,2018-05-01,271.302
220,West - Size Class B/C(3),2018-05-01,153.201
221,Mountain(4),2018-05-01,102.497
222,Pacific(4),2018-05-01,102.214
223,Size classes,2018-05-01,
224,Size Class A(5),2018-05-01,231.48
225,Size Class B/C(3),2018-05-01,153.421
226,Selected local areas,2018-05-01,
227,"Chicago-Naperville-Elgin, IL-IN-WI",2018-05-01,238.91
228,"Los Angeles-Long Beach-Anaheim, CA",2018-05-01,266.148
229,"New York-Newark-Jersey City, NY-NJ-PA",2018-05-01,274.001
230,"Atlanta-Sandy Springs-Roswell, GA",2018-05-01,
231,"Baltimore-Columbia-Towson, MD(6)",2018-05-01,
232,"Detroit-Warren-Dearborn, MI",2018-05-01,
233,"Houston-The Woodlands-Sugar Land, TX",2018-05-01,
234,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-05-01,
235,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-05-01,
236,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-05-01,
237,"San Francisco-Oakland-Hayward, CA",2018-05-01,
238,"Seattle-Tacoma-Bellevue, WA",2018-05-01,
239,"St. Louis, MO-IL",2018-05-01,
240,Urban Alaska,2018-05-01,
241,"Boston-Cambridge-Newton, MA-NH",2018-05-01,274.668
242,"Dallas-Fort Worth-Arlington, TX",2018-05-01,234.034
243,"Denver-Aurora-Lakewood, CO",2018-05-01,262.15
244,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-05-01,245.593
245,"Riverside-San Bernardino-Ontario, CA(4)",2018-05-01,102.929
246,"San Diego-Carlsbad, CA",2018-05-01,289.243
247,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-05-01,224.027
248,Urban Hawaii,2018-05-01,276.359
249,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-05-01,261.77
250,U.S. city average,2018-06-01,251.989
251,Region and area size(2),2018-06-01,
252,Northeast,2018-06-01,265.95
253,Northeast - Size Class A,2018-06-01,268.504
254,Northeast - Size Class B/C(3),2018-06-01,157.058
255,New England(4),2018-06-01,102.169
256,Middle Atlantic(4),2018-06-01,101.911
257,Midwest,2018-06-01,235.455
258,Midwest - Size Class A,2018-06-01,236.586
259,Midwest - Size Class B/C(3),2018-06-01,150.338
260,East North Central(4),2018-06-01,101.984
261,West North Central(4),2018-06-01,102.429
262,South,2018-06-01,243.77
263,South - Size Class A,2018-06-01,248.166
264,South - Size Class B/C(3),2018-06-01,154.051
265,South Atlantic(4),2018-06-01,102.244
266,East South Central(4),2018-06-01,102.204
267,West South Central(4),2018-06-01,102.133
268,West,2018-06-01,263.732
269,West - Size Class A,2018-06-01,271.724
270,West - Size Class B/C(3),2018-06-01,153.546
271,Mountain(4),2018-06-01,102.597
272,Pacific(4),2018-06-01,102.439
273,Size classes,2018-06-01,
274,Size Class A(5),2018-06-01,231.957
275,Size Class B/C(3),2018-06-01,153.607
276,Selected local areas,2018-06-01,
277,"Chicago-Naperville-Elgin, IL-IN-WI",2018-06-01,238.54
278,"Los Angeles-Long Beach-Anaheim, CA",2018-06-01,265.522
279,"New York-Newark-Jersey City, NY-NJ-PA",2018-06-01,274.17
280,"Atlanta-Sandy Springs-Roswell, GA",2018-06-01,240.376
281,"Baltimore-Columbia-Towson, MD(6)",2018-06-01,254.354
282,"Detroit-Warren-Dearborn, MI",2018-06-01,234.695
283,"Houston-The Woodlands-Sugar Land, TX",2018-06-01,227.393
284,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-06-01,265.973
285,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-06-01,252.386
286,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-06-01,139.861
287,"San Francisco-Oakland-Hayward, CA",2018-06-01,286.062
288,"Seattle-Tacoma-Bellevue, WA",2018-06-01,272.395
289,"St. Louis, MO-IL",2018-06-01,230.762
290,Urban Alaska,2018-06-01,228.555
291,"Boston-Cambridge-Newton, MA-NH",2018-06-01,
292,"Dallas-Fort Worth-Arlington, TX",2018-06-01,
293,"Denver-Aurora-Lakewood, CO",2018-06-01,
294,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-06-01,
295,"Riverside-San Bernardino-Ontario, CA(4)",2018-06-01,
296,"San Diego-Carlsbad, CA",2018-06-01,
297,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-06-01,
298,Urban Hawaii,2018-06-01,
299,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-06-01,
300,U.S. city average,2018-07-01,252.006
301,Region and area size(2),2018-07-01,
302,Northeast,2018-07-01,265.83
303,Northeast - Size Class A,2018-07-01,268.588
304,Northeast - Size Class B/C(3),2018-07-01,156.833
305,New England(4),2018-07-01,102.2
306,Middle Atlantic(4),2018-07-01,101.838
307,Midwest,2018-07-01,235.346
308,Midwest - Size Class A,2018-07-01,236.35
309,Midwest - Size Class B/C(3),2018-07-01,150.321
310,East North Central(4),2018-07-01,101.849
311,West North Central(4),2018-07-01,102.563
312,South,2018-07-01,243.776
313,South - Size Class A,2018-07-01,248.047
314,South - Size Class B/C(3),2018-07-01,154.097
315,South Atlantic(4),2018-07-01,102.288
316,East South Central(4),2018-07-01,102.203
317,West South Central(4),2018-07-01,102.059
318,West,2018-07-01,263.971
319,West - Size Class A,2018-07-01,272.296
320,West - Size Class B/C(3),2018-07-01,153.464
321,Mountain(4),2018-07-01,102.451
322,Pacific(4),2018-07-01,102.619
323,Size classes,2018-07-01,
324,Size Class A(5),2018-07-01,232.058
325,Size Class B/C(3),2018-07-01,153.57
326,Selected local areas,2018-07-01,
327,"Chicago-Naperville-Elgin, IL-IN-WI",2018-07-01,237.87
328,"Los Angeles-Long Beach-Anaheim, CA",2018-07-01,266.007
329,"New York-Newark-Jersey City, NY-NJ-PA",2018-07-01,274.073
330,"Atlanta-Sandy Springs-Roswell, GA",2018-07-01,
331,"Baltimore-Columbia-Towson, MD(6)",2018-07-01,
332,"Detroit-Warren-Dearborn, MI",2018-07-01,
333,"Houston-The Woodlands-Sugar Land, TX",2018-07-01,
334,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-07-01,
335,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-07-01,
336,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-07-01,
337,"San Francisco-Oakland-Hayward, CA",2018-07-01,
338,"Seattle-Tacoma-Bellevue, WA",2018-07-01,
339,"St. Louis, MO-IL",2018-07-01,
340,Urban Alaska,2018-07-01,
341,"Boston-Cambridge-Newton, MA-NH",2018-07-01,275.402
342,"Dallas-Fort Worth-Arlington, TX",2018-07-01,233.57
343,"Denver-Aurora-Lakewood, CO",2018-07-01,261.707
344,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-07-01,246.346
345,"Riverside-San Bernardino-Ontario, CA(4)",2018-07-01,103.139
346,"San Diego-Carlsbad, CA",2018-07-01,295.185
347,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-07-01,224.608
348,Urban Hawaii,2018-07-01,277.389
349,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-07-01,262.016
350,U.S. city average,2018-08-01,252.146
351,Region and area size(2),2018-08-01,
352,Northeast,2018-08-01,266.425
353,Northeast - Size Class A,2018-08-01,268.968
354,Northeast - Size Class B/C(3),2018-08-01,157.35
355,New England(4),2018-08-01,102.132
356,Middle Atlantic(4),2018-08-01,102.17
357,Midwest,2018-08-01,235.276
358,Midwest - Size Class A,2018-08-01,236.118
359,Midwest - Size Class B/C(3),2018-08-01,150.343
360,East North Central(4),2018-08-01,101.8
361,West North Central(4),2018-08-01,102.573
362,South,2018-08-01,243.605
363,South - Size Class A,2018-08-01,247.946
364,South - Size Class B/C(3),2018-08-01,153.964
365,South Atlantic(4),2018-08-01,102.263
366,East South Central(4),2018-08-01,101.993
367,West South Central(4),2018-08-01,101.97
368,West,2018-08-01,264.395
369,West - Size Class A,2018-08-01,272.606
370,West - Size Class B/C(3),2018-08-01,153.797
371,Mountain(4),2018-08-01,102.488
372,Pacific(4),2018-08-01,102.831
373,Size classes,2018-08-01,
374,Size Class A(5),2018-08-01,232.158
375,Size Class B/C(3),2018-08-01,153.671
376,Selected local areas,2018-08-01,
377,"Chicago-Naperville-Elgin, IL-IN-WI",2018-08-01,238.098
378,"Los Angeles-Long Beach-Anaheim, CA",2018-08-01,266.665
379,"New York-Newark-Jersey City, NY-NJ-PA",2018-08-01,274.441
380,"Atlanta-Sandy Springs-Roswell, GA",2018-08-01,241.026
381,"Baltimore-Columbia-Towson, MD(6)",2018-08-01,254.648
382,"Detroit-Warren-Dearborn, MI",2018-08-01,233.221
383,"Houston-The Woodlands-Sugar Land, TX",2018-08-01,226.307
384,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-08-01,265.062
385,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-08-01,253.085
386,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-08-01,139.554
387,"San Francisco-Oakland-Hayward, CA",2018-08-01,287.664
388,"Seattle-Tacoma-Bellevue, WA",2018-08-01,271.625
389,"St. Louis, MO-IL",2018-08-01,230.388
390,Urban Alaska,2018-08-01,228.716
391,"Boston-Cambridge-Newton, MA-NH",2018-08-01,
392,"Dallas-Fort Worth-Arlington, TX",2018-08-01,
393,"Denver-Aurora-Lakewood, CO",2018-08-01,
394,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-08-01,
395,"Riverside-San Bernardino-Ontario, CA(4)",2018-08-01,
396,"San Diego-Carlsbad, CA",2018-08-01,
397,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-08-01,
398,Urban Hawaii,2018-08-01,
399,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-08-01,
400,U.S. city average,2018-09-01,252.439
401,Region and area size(2),2018-09-01,
402,Northeast,2018-09-01,266.709
403,Northeast - Size Class A,2018-09-01,269.993
404,Northeast - Size Class B/C(3),2018-09-01,156.961
405,New England(4),2018-09-01,102.549
406,Middle Atlantic(4),2018-09-01,102.17
407,Midwest,2018-09-01,235.524
408,Midwest - Size Class A,2018-09-01,236.394
409,Midwest - Size Class B/C(3),2018-09-01,150.49
410,East North Central(4),2018-09-01,101.977
411,West North Central(4),2018-09-01,102.534
412,South,2018-09-01,243.64
413,South - Size Class A,2018-09-01,248.162
414,South - Size Class B/C(3),2018-09-01,153.924
415,South Atlantic(4),2018-09-01,102.348
416,East South Central(4),2018-09-01,101.879
417,West South Central(4),2018-09-01,101.916
418,West,2018-09-01,265.105
419,West - Size Class A,2018-09-01,273.414
420,West - Size Class B/C(3),2018-09-01,154.158
421,Mountain(4),2018-09-01,102.812
422,Pacific(4),2018-09-01,103.09
423,Size classes,2018-09-01,
424,Size Class A(5),2018-09-01,232.691
425,Size Class B/C(3),2018-09-01,153.705
426,Selected local areas,2018-09-01,
427,"Chicago-Naperville-Elgin, IL-IN-WI",2018-09-01,238.957
428,"Los Angeles-Long Beach-Anaheim, CA",2018-09-01,268.032
429,"New York-Newark-Jersey City, NY-NJ-PA",2018-09-01,275.455
430,"Atlanta-Sandy Springs-Roswell, GA",2018-09-01,
431,"Baltimore-Columbia-Towson, MD(6)",2018-09-01,
432,"Detroit-Warren-Dearborn, MI",2018-09-01,
433,"Houston-The Woodlands-Sugar Land, TX",2018-09-01,
434,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-09-01,
435,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-09-01,
436,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-09-01,
437,"San Francisco-Oakland-Hayward, CA",2018-09-01,
438,"Seattle-Tacoma-Bellevue, WA",2018-09-01,
439,"St. Louis, MO-IL",2018-09-01,
440,Urban Alaska,2018-09-01,
441,"Boston-Cambridge-Newton, MA-NH",2018-09-01,278.663
442,"Dallas-Fort Worth-Arlington, TX",2018-09-01,234.563
443,"Denver-Aurora-Lakewood, CO",2018-09-01,263.723
444,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-09-01,247.165
445,"Riverside-San Bernardino-Ontario, CA(4)",2018-09-01,103.241
446,"San Diego-Carlsbad, CA",2018-09-01,295.883
447,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-09-01,225.874
448,Urban Hawaii,2018-09-01,279.113
449,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-09-01,263.056
450,U.S. city average,2018-10-01,252.885
451,Region and area size(2),2018-10-01,
452,Northeast,2018-10-01,266.464
453,Northeast - Size Class A,2018-10-01,269.832
454,Northeast - Size Class B/C(3),2018-10-01,156.752
455,New England(4),2018-10-01,102.463
456,Middle Atlantic(4),2018-10-01,102.074
457,Midwest,2018-10-01,235.68
458,Midwest - Size Class A,2018-10-01,236.409
459,Midwest - Size Class B/C(3),2018-10-01,150.648
460,East North Central(4),2018-10-01,101.982
461,West North Central(4),2018-10-01,102.732
462,South,2018-10-01,244.163
463,South - Size Class A,2018-10-01,248.56
464,South - Size Class B/C(3),2018-10-01,154.301
465,South Atlantic(4),2018-10-01,102.542
466,East South Central(4),2018-10-01,102.217
467,West South Central(4),2018-10-01,102.124
468,West,2018-10-01,266.195
469,West - Size Class A,2018-10-01,274.63
470,West - Size Class B/C(3),2018-10-01,154.729
471,Mountain(4),2018-10-01,103.126
472,Pacific(4),2018-10-01,103.553
473,Size classes,2018-10-01,
474,Size Class A(5),2018-10-01,233.086
475,Size Class B/C(3),2018-10-01,153.986
476,Selected local areas,2018-10-01,
477,"Chicago-Naperville-Elgin, IL-IN-WI",2018-10-01,238.892
478,"Los Angeles-Long Beach-Anaheim, CA",2018-10-01,269.482
479,"New York-Newark-Jersey City, NY-NJ-PA",2018-10-01,275.101
480,"Atlanta-Sandy Springs-Roswell, GA",2018-10-01,238.673
481,"Baltimore-Columbia-Towson, MD(6)",2018-10-01,255.14
482,"Detroit-Warren-Dearborn, MI",2018-10-01,233.134
483,"Houston-The Woodlands-Sugar Land, TX",2018-10-01,228.07
484,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-10-01,267.28
485,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-10-01,253.04
486,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-10-01,140.517
487,"San Francisco-Oakland-Hayward, CA",2018-10-01,289.673
488,"Seattle-Tacoma-Bellevue, WA",2018-10-01,272.805
489,"St. Louis, MO-IL",2018-10-01,230.552
490,Urban Alaska,2018-10-01,228.17
491,"Boston-Cambridge-Newton, MA-NH",2018-10-01,
492,"Dallas-Fort Worth-Arlington, TX",2018-10-01,
493,"Denver-Aurora-Lakewood, CO",2018-10-01,
494,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-10-01,
495,"Riverside-San Bernardino-Ontario, CA(4)",2018-10-01,
496,"San Diego-Carlsbad, CA",2018-10-01,
497,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-10-01,
498,Urban Hawaii,2018-10-01,
499,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-10-01,
500,U.S. city average,2018-11-01,252.038
501,Region and area size(2),2018-11-01,
502,Northeast,2018-11-01,265.487
503,Northeast - Size Class A,2018-11-01,268.903
504,Northeast - Size Class B/C(3),2018-11-01,156.131
505,New England(4),2018-11-01,102.132
506,Middle Atlantic(4),2018-11-01,101.683
507,Midwest,2018-11-01,234.292
508,Midwest - Size Class A,2018-11-01,234.752
509,Midwest - Size Class B/C(3),2018-11-01,149.87
510,East North Central(4),2018-11-01,101.569
511,West North Central(4),2018-11-01,101.738
512,South,2018-11-01,243.484
513,South - Size Class A,2018-11-01,248.04
514,South - Size Class B/C(3),2018-11-01,153.813
515,South Atlantic(4),2018-11-01,102.391
516,East South Central(4),2018-11-01,101.814
517,West South Central(4),2018-11-01,101.65
518,West,2018-11-01,265.658
519,West - Size Class A,2018-11-01,273.769
520,West - Size Class B/C(3),2018-11-01,154.625
521,Mountain(4),2018-11-01,103.042
522,Pacific(4),2018-11-01,103.299
523,Size classes,2018-11-01,
524,Size Class A(5),2018-11-01,232.255
525,Size Class B/C(3),2018-11-01,153.497
526,Selected local areas,2018-11-01,
527,"Chicago-Naperville-Elgin, IL-IN-WI",2018-11-01,237.511
528,"Los Angeles-Long Beach-Anaheim, CA",2018-11-01,268.56
