,Expenditure category,Date,Unadjusted CPI Index
264,Household operations(4)(5),2022-01-01,
265,Domestic services(4)(5),2022-01-01,199.826
266,Gardening and lawncare services(4)(5),2022-01-01,
267,"Moving, storage, freight expense(4)(5)",2022-01-01,197.574
268,Repair of household items(4)(5),2022-01-01,
269,Medical care services,2022-01-01,584.111
270,Professional services,2022-01-01,406.197
271,Physicians' services(4),2022-01-01,408.335
272,Dental services,2022-01-01,528.62
273,Eyeglasses and eye care(4)(9),2022-01-01,196.673
274,Services by other medical professionals(4)(9),2022-01-01,256.437
275,Hospital and related services,2022-01-01,970.276
276,Hospital services(17),2022-01-01,371.646
277,Inpatient hospital services(17)(6),2022-01-01,360.567
278,Outpatient hospital services(9)(6),2022-01-01,803.413
279,Nursing homes and adult day services(17),2022-01-01,255.351
280,Care of invalids and elderly at home(4)(8),2022-01-01,138.372
281,Health insurance(4)(8),2022-01-01,180.07
282,Transportation services,2022-01-01,328.665
283,Leased cars and trucks(4)(14),2022-01-01,
284,Car and truck rental(5),2022-01-01,172.565
285,Motor vehicle maintenance and repair(4),2022-01-01,325.448
286,Motor vehicle body work(4),2022-01-01,365.007
287,Motor vehicle maintenance and servicing(4),2022-01-01,296.122
288,Motor vehicle repair(4)(5),2022-01-01,195.474
289,Motor vehicle insurance,2022-01-01,574.042
290,Motor vehicle fees(4)(5),2022-01-01,199.71
291,State motor vehicle registration and license fees(4)(5),2022-01-01,186.969
292,Parking and other fees(4)(5),2022-01-01,219.91
293,Parking fees and tolls(5)(6),2022-01-01,253.695
294,Public transportation,2022-01-01,226.308
295,Airline fares,2022-01-01,210.762
296,Other intercity transportation,2022-01-01,156.059
297,Ship fare(4)(5)(6),2022-01-01,62.592
298,Intracity transportation(4),2022-01-01,326.681
299,Intracity mass transit(4)(11)(6),2022-01-01,128.279
300,Recreation services(11),2022-01-01,133.348
301,Video and audio services(11),2022-01-01,139.028
302,Cable and satellite television service(13),2022-01-01,529.522
303,"Video discs and other media, including rental of video(4)(5)",2022-01-01,65.304
304,Video discs and other media(4)(5)(6),2022-01-01,31.121
305,Rental of video discs and other media(4)(5)(6),2022-01-01,140.977
306,Pet services including veterinary(5),2022-01-01,284.202
307,Pet services(4)(5)(6),2022-01-01,216.063
308,Veterinarian services(5)(6),2022-01-01,299.474
309,Photographers and photo processing(4)(5),2022-01-01,125.879
310,Other recreation services(5),2022-01-01,180.003
311,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees(4)(5)",2022-01-01,148.622
312,Admissions(4),2022-01-01,406.999
313,"Admission to movies, theaters, and concerts(4)(5)(6)",2022-01-01,200.342
314,Admission to sporting events(4)(5)(6),2022-01-01,229.761
315,Fees for lessons or instructions(4)(9),2022-01-01,344.338
316,Education and communication services(11),2022-01-01,116.784
317,"Tuition, other school fees, and childcare",2022-01-01,798.643
318,College tuition and fees,2022-01-01,895.257
319,Elementary and high school tuition and fees,2022-01-01,922.401
320,Day care and preschool(12),2022-01-01,323.184
321,Technical and business school tuition and fees(4)(5),2022-01-01,263.766
322,Postage and delivery services(5),2022-01-01,215.705
323,Postage,2022-01-01,337.645
324,Delivery services(5),2022-01-01,364.446
325,Telephone services(4)(5),2022-01-01,94.778
326,Wireless telephone services(4)(5),2022-01-01,48.073
327,Residential telephone services(4)(11),2022-01-01,140.232
328,Internet services and electronic information providers(4)(5),2022-01-01,80.549
329,Other personal services(4)(11),2022-01-01,136.598
330,Personal care services(4),2022-01-01,306.709
331,Haircuts and other personal care services(4)(5),2022-01-01,187.143
332,Miscellaneous personal services(4),2022-01-01,479.831
333,Legal services(4)(9),2022-01-01,381.584
334,Funeral expenses(4)(9),2022-01-01,353.787
335,Laundry and dry cleaning services(4)(5),2022-01-01,198.762
336,Apparel services other than laundry and dry cleaning(4)(5),2022-01-01,219.913
337,Financial services(4)(9),2022-01-01,382.021
338,Checking account and other bank services(4)(5)(6),2022-01-01,171.626
339,Tax return preparation and other accounting fees(4)(5)(6),2022-01-01,279.941
340,,2022-01-01,
341,Special aggregate indexes,2022-01-01,
342,,2022-01-01,
343,All items less food,2022-01-01,279.782
344,All items less shelter,2022-01-01,260.156
345,All items less food and shelter,2022-01-01,252.505
346,"All items less food, shelter, and energy",2022-01-01,254.448
347,"All items less food, shelter, energy, and used cars and trucks",2022-01-01,254.861
348,All items less medical care,2022-01-01,268.947
349,All items less energy,2022-01-01,285.779
350,Commodities,2022-01-01,210.918
351,"Commodities less food, energy, and used cars and trucks",2022-01-01,156.318
352,Commodities less food,2022-01-01,175.53
353,Commodities less food and beverages,2022-01-01,172.227
354,Services,2022-01-01,349.753
355,Services less rent of shelter(16),2022-01-01,367.891
356,Services less medical care services,2022-01-01,332.001
357,Durables,2022-01-01,127.345
358,Nondurables,2022-01-01,250.951
359,Nondurables less food,2022-01-01,218.295
360,Nondurables less food and beverages,2022-01-01,215.316
361,"Nondurables less food, beverages, and apparel",2022-01-01,276.866
362,Nondurables less food and apparel,2022-01-01,274.509
363,Housing,2022-01-01,289.889
364,Education and communication(5),2022-01-01,143.876
365,Education(5),2022-01-01,278.087
366,Communication(5),2022-01-01,76.292
367,Information and information processing(5),2022-01-01,71.991
368,"Information technology, hardware and services(18)",2022-01-01,7.425
369,Recreation(5),2022-01-01,127.937
370,Video and audio(5),2022-01-01,111.376
371,"Pets, pet products and services(5)",2022-01-01,190.444
372,Photography(5),2022-01-01,78.317
373,Food and beverages,2022-01-01,288.264
374,Domestically produced farm food(4),2022-01-01,279.808
375,Other services,2022-01-01,382.052
376,Apparel less footwear,2022-01-01,115.394
377,Fuels and utilities,2022-01-01,278.758
378,Household energy,2022-01-01,233.373
379,Medical care,2022-01-01,535.048
380,Transportation,2022-01-01,248.424
381,Private transportation,2022-01-01,248.995
382,New and used motor vehicles(5),2022-01-01,126.211
383,Utilities and public transportation,2022-01-01,235.419
384,Household furnishings and operations,2022-01-01,139.162
385,Other goods and services,2022-01-01,490.856
386,Personal care(4),2022-01-01,249.954
387,,2022-01-01,
388,All items,2022-02-01,283.716
389,Food,2022-02-01,292.794
390,Food at home,2022-02-01,274.568
391,Cereals and bakery products,2022-02-01,306.193
392,Cereals and cereal products,2022-02-01,249.59
393,Flour and prepared flour mixes,2022-02-01,266.133
394,Breakfast cereal(4),2022-02-01,240.812
395,"Rice, pasta, cornmeal",2022-02-01,259.56
396,Rice(4)(5)(6),2022-02-01,174.179
397,Bakery products(4),2022-02-01,339.033
398,Bread(4)(5),2022-02-01,203.586
399,White bread(4)(6),2022-02-01,367.584
400,Bread other than white(4)(6),2022-02-01,399.72
401,"Fresh biscuits, rolls, muffins(5)",2022-02-01,202.667
402,"Cakes, cupcakes, and cookies(4)",2022-02-01,319.043
403,Cookies(4)(6),2022-02-01,299.803
404,Fresh cakes and cupcakes(4)(6),2022-02-01,338.044
405,Other bakery products,2022-02-01,303.535
406,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2022-02-01,360.943
407,"Crackers, bread, and cracker products(6)",2022-02-01,357.617
408,"Frozen and refrigerated bakery products, pies, tarts, turnovers(4)(6)",2022-02-01,291.714
409,"Meats, poultry, fish, and eggs",2022-02-01,301.24
410,"Meats, poultry, and fish",2022-02-01,305.641
411,Meats,2022-02-01,313.597
412,Beef and veal,2022-02-01,388.888
413,Uncooked ground beef(4),2022-02-01,329.701
414,Uncooked beef roasts(4)(5),2022-02-01,313.372
415,Uncooked beef steaks(5),2022-02-01,261.646
416,Uncooked other beef and veal(4)(5),2022-02-01,328.8
417,Pork,2022-02-01,260.08
418,"Bacon, breakfast sausage, and related products(5)",2022-02-01,196.697
419,Bacon and related products(6),2022-02-01,376.427
420,Breakfast sausage and related products(5)(6),2022-02-01,172.019
421,Ham,2022-02-01,237.715
422,"Ham, excluding canned(6)",2022-02-01,264.851
423,Pork chops(4),2022-02-01,232.694
424,"Other pork including roasts, steaks, and ribs(5)",2022-02-01,160.293
425,Other meats,2022-02-01,261.316
426,Frankfurters(6),2022-02-01,265.434
427,Lunchmeats(4)(5)(6),2022-02-01,168.398
428,Poultry(4),2022-02-01,274.557
429,Chicken(4)(5),2022-02-01,177.293
430,Fresh whole chicken(4)(6),2022-02-01,285.084
431,Fresh and frozen chicken parts(4)(6),2022-02-01,267.655
432,Other uncooked poultry including turkey(5),2022-02-01,175.812
433,Fish and seafood,2022-02-01,344.518
434,Fresh fish and seafood(4)(5),2022-02-01,219.198
435,Processed fish and seafood(5),2022-02-01,167.968
436,Shelf stable fish and seafood(6),2022-02-01,231.568
437,Frozen fish and seafood(6),2022-02-01,357.658
438,Eggs(4),2022-02-01,243.365
439,Dairy and related products,2022-02-01,242.386
440,Milk(5),2022-02-01,165.941
441,Fresh whole milk(6),2022-02-01,241.365
442,Fresh milk other than whole(5)(6),2022-02-01,170.004
443,Cheese and related products(4),2022-02-01,247.864
444,Ice cream and related products,2022-02-01,240.373
445,Other dairy and related products(4)(5),2022-02-01,160.351
446,Fruits and vegetables,2022-02-01,333.675
447,Fresh fruits and vegetables,2022-02-01,386.178
448,Fresh fruits,2022-02-01,408.722
449,Apples,2022-02-01,356.638
450,Bananas(4),2022-02-01,203.153
451,Citrus fruits(5),2022-02-01,295.623
452,"Oranges, including tangerines(6)",2022-02-01,566.731
453,Other fresh fruits(5),2022-02-01,139.851
454,Fresh vegetables,2022-02-01,360.989
455,Potatoes,2022-02-01,381.098
456,Lettuce(4),2022-02-01,371.389
457,Tomatoes,2022-02-01,353.178
458,Other fresh vegetables,2022-02-01,359.581
459,Processed fruits and vegetables(5),2022-02-01,175.719
460,Canned fruits and vegetables(5),2022-02-01,185.295
461,Canned fruits(5)(6),2022-02-01,176.105
462,Canned vegetables(5)(6),2022-02-01,198.153
463,Frozen fruits and vegetables(5),2022-02-01,162.581
464,Frozen vegetables(6),2022-02-01,216.969
465,Other processed fruits and vegetables including dried(5),2022-02-01,168.941
466,"Dried beans, peas, and lentils(4)(5)(6)",2022-02-01,208.282
467,Nonalcoholic beverages and beverage materials,2022-02-01,192.21
468,Juices and nonalcoholic drinks(5),2022-02-01,151.438
469,Carbonated drinks,2022-02-01,195.887
470,Frozen noncarbonated juices and drinks(4)(5),2022-02-01,187.086
471,Nonfrozen noncarbonated juices and drinks(5),2022-02-01,135.224
472,Beverage materials including coffee and tea(5),2022-02-01,128.086
473,Coffee,2022-02-01,215.997
474,Roasted coffee(6),2022-02-01,226.913
475,Instant coffee(4)(6),2022-02-01,198.52
476,Other beverage materials including tea(4)(5),2022-02-01,138.445
477,Other food at home,2022-02-01,237.143
478,Sugar and sweets(4),2022-02-01,247.832
479,Sugar and sugar substitutes,2022-02-01,219.558
480,Candy and chewing gum(4)(5),2022-02-01,168.711
481,Other sweets(5),2022-02-01,169.445
482,Fats and oils,2022-02-01,260.676
483,Butter and margarine(5),2022-02-01,225.344
484,Butter(6),2022-02-01,262.486
485,Margarine(4)(6),2022-02-01,346.195
486,Salad dressing(5),2022-02-01,145.227
487,Other fats and oils including peanut butter(5),2022-02-01,187.245
488,Peanut butter(4)(5)(6),2022-02-01,184.416
489,Other foods,2022-02-01,252.102
490,Soups,2022-02-01,275.822
491,Frozen and freeze dried prepared foods,2022-02-01,190.449
492,Snacks(4),2022-02-01,280.691
493,"Spices, seasonings, condiments, sauces",2022-02-01,267.198
494,Salt and other seasonings and spices(5)(6),2022-02-01,170.132
495,"Olives, pickles, relishes(4)(5)(6)",2022-02-01,159.751
496,Sauces and gravies(5)(6),2022-02-01,154.5
497,Other condiments(6),2022-02-01,301.418
498,Baby food(4)(5),2022-02-01,187.551
499,Other miscellaneous foods(5),2022-02-01,148.522
500,Prepared salads(7)(6),2022-02-01,143.791
501,Food away from home(4),2022-02-01,320.88
502,Full service meals and snacks(4)(5),2022-02-01,199.077
503,Limited service meals and snacks(4)(5),2022-02-01,212.755
504,Food at employee sites and schools(4)(5),2022-02-01,82.066
505,Food at elementary and secondary schools(4)(8)(6),2022-02-01,47.935
506,Food from vending machines and mobile vendors(4)(5),2022-02-01,183.891
507,Other food away from home(4)(5),2022-02-01,213.474
508,,2022-02-01,
509,Energy,2022-02-01,267.771
510,Energy commodities,2022-02-01,313.522
511,Fuel oil and other fuels,2022-02-01,386.315
512,Fuel oil(4),2022-02-01,384.179
513,"Propane, kerosene, and firewood(9)",2022-02-01,459.742
514,Motor fuel,2022-02-01,307.422
515,Gasoline (all types),2022-02-01,305.959
516,"Gasoline, unleaded regular(6)",2022-02-01,300.917
517,"Gasoline, unleaded midgrade(10)(6)",2022-02-01,327.39
518,"Gasoline, unleaded premium(6)",2022-02-01,315.323
519,Other motor fuels(4)(5),2022-02-01,285.424
520,Energy services,2022-02-01,235.017
521,Electricity,2022-02-01,236.453
522,Utility (piped) gas service,2022-02-01,226.491
523,,2022-02-01,
524,All items less food and energy,2022-02-01,288.059
525,Commodities less food and energy commodities,2022-02-01,164.559
526,Household furnishings and supplies(11),2022-02-01,102.571
527,Window and floor coverings and other linens(4)(5),2022-02-01,59.851
528,Floor coverings(4)(5),2022-02-01,124.41
529,Window coverings(4)(5),2022-02-01,69.563
530,Other linens(4)(5),2022-02-01,44.096
531,Furniture and bedding(4),2022-02-01,134.841
532,Bedroom furniture(4),2022-02-01,146.628
533,"Living room, kitchen, and dining room furniture(4)(5)",2022-02-01,106.967
534,Other furniture(5),2022-02-01,84.401
535,Appliances(5),2022-02-01,88.934
536,Major appliances(5),2022-02-01,104.657
537,Laundry equipment(4)(6),2022-02-01,121.596
538,Other appliances(4)(5),2022-02-01,73.742
539,Other household equipment and furnishings(5),2022-02-01,55.764
540,"Clocks, lamps, and decorator items(4)",2022-02-01,41.495
541,Indoor plants and flowers(12),2022-02-01,150.389
542,Dishes and flatware(4)(5),2022-02-01,48.195
543,Nonelectric cookware and tableware(4)(5),2022-02-01,84.351
544,"Tools, hardware, outdoor equipment and supplies(5)",2022-02-01,102.933
545,"Tools, hardware and supplies(4)(5)",2022-02-01,110.452
546,Outdoor equipment and supplies(5),2022-02-01,99.452
547,Housekeeping supplies(4),2022-02-01,209.758
548,Household cleaning products(4)(5),2022-02-01,135.277
549,Household paper products(4)(5),2022-02-01,203.326
550,Miscellaneous household products(4)(5),2022-02-01,125.223
551,Apparel,2022-02-01,127.868
552,Men's and boys' apparel,2022-02-01,124.996
