,Expenditure category,Date,Unadjusted CPI Index
360,Commodities,2017-01-01,180.298
361,"Commodities less food, energy, and used cars and trucks",2017-01-01,145.843
362,Commodities less food,2017-01-01,149.911
363,Commodities less food and beverages,2017-01-01,146.651
364,Services,2017-01-01,304.503
365,Services less rent of shelter(16),2017-01-01,326.442
366,Services less medical care services,2017-01-01,289.474
367,Durables,2017-01-01,106.147
368,Nondurables,2017-01-01,217.486
369,Nondurables less food,2017-01-01,191.415
370,Nondurables less food and beverages,2017-01-01,188.117
371,"Nondurables less food, beverages, and apparel",2017-01-01,232.809
372,Nondurables less food and apparel,2017-01-01,232.728
373,Housing,2017-01-01,247.942
374,Education and communication(5),2017-01-01,139.041
375,Education(5),2017-01-01,251.122
376,Communication(5),2017-01-01,78.19
377,Information and information processing(5),2017-01-01,74.362
378,"Information technology, hardware and services(18)",2017-01-01,7.718
379,Recreation(5),2017-01-01,117.337
380,Video and audio(5),2017-01-01,101.682
381,"Pets, pet products and services(5)",2017-01-01,170.008
382,Photography(5),2017-01-01,75.74
383,Food and beverages,2017-01-01,248.074
384,Domestically produced farm food,2017-01-01,245.249
385,Other services,2017-01-01,348.418
386,Apparel less footwear,2017-01-01,115.754
387,Fuels and utilities,2017-01-01,232.516
388,Household energy,2017-01-01,193.787
389,Medical care,2017-01-01,471.7
390,Transportation,2017-01-01,199.292
391,Private transportation,2017-01-01,194.508
392,New and used motor vehicles(5),2017-01-01,99.15
393,Utilities and public transportation,2017-01-01,215.708
394,Household furnishings and operations,2017-01-01,121.43
395,Other goods and services,2017-01-01,427.621
396,Personal care,2017-01-01,226.017
397,,2017-01-01,
398,All items,2017-02-01,243.603
399,Food,2017-02-01,248.791
400,Food at home,2017-02-01,237.918
401,Cereals and bakery products,2017-02-01,271.708
402,Cereals and cereal products,2017-02-01,229.221
403,Flour and prepared flour mixes,2017-02-01,237.603
404,Breakfast cereal(4),2017-02-01,226.17
405,"Rice, pasta, cornmeal(4)",2017-02-01,236.109
406,Rice(4)(5)(6),2017-02-01,161.925
407,Bakery products(4),2017-02-01,295.878
408,Bread(4)(5),2017-02-01,178.627
409,White bread(4)(6),2017-02-01,325.544
410,Bread other than white(4)(6),2017-02-01,343.371
411,"Fresh biscuits, rolls, muffins(5)",2017-02-01,172.86
412,"Cakes, cupcakes, and cookies",2017-02-01,282.395
413,Cookies(6),2017-02-01,266.285
414,Fresh cakes and cupcakes(4)(6),2017-02-01,303.881
415,Other bakery products,2017-02-01,263.872
416,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2017-02-01,293.917
417,"Crackers, bread, and cracker products(6)",2017-02-01,303.157
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2017-02-01,265.572
419,"Meats, poultry, fish, and eggs",2017-02-01,243.057
420,"Meats, poultry, and fish",2017-02-01,245.648
421,Meats,2017-02-01,246.58
422,Beef and veal,2017-02-01,291.384
423,Uncooked ground beef(4),2017-02-01,257.226
424,Uncooked beef roasts(4)(5),2017-02-01,214.434
425,Uncooked beef steaks(5),2017-02-01,199.057
426,Uncooked other beef and veal(4)(5),2017-02-01,229.261
427,Pork,2017-02-01,206.227
428,"Bacon, breakfast sausage, and related products(5)",2017-02-01,154.876
429,Bacon and related products(6),2017-02-01,286.254
430,Breakfast sausage and related products(5)(6),2017-02-01,142.561
431,Ham,2017-02-01,192.939
432,"Ham, excluding canned(6)",2017-02-01,213.75
433,Pork chops(4),2017-02-01,182.17
434,Other pork including roasts and picnics(5),2017-02-01,126.619
435,Other meats,2017-02-01,223.678
436,Frankfurters(6),2017-02-01,225.119
437,Lunchmeats(5)(6),2017-02-01,145.15
438,Lamb and organ meats(4)(6),2017-02-01,316.737
439,Lamb and mutton(4)(5)(6),2017-02-01,162.312
440,Poultry(4),2017-02-01,228.979
441,Chicken(4)(5),2017-02-01,146.181
442,Fresh whole chicken(4)(6),2017-02-01,243.119
443,Fresh and frozen chicken parts(4)(6),2017-02-01,216.687
444,Other poultry including turkey(5),2017-02-01,154.421
445,Fish and seafood,2017-02-01,287.281
446,Fresh fish and seafood(5),2017-02-01,178.073
447,Processed fish and seafood(5),2017-02-01,143.651
448,Shelf stable fish and seafood(4)(6),2017-02-01,197.747
449,Frozen fish and seafood(6),2017-02-01,306.706
450,Eggs,2017-02-01,209.845
451,Dairy and related products,2017-02-01,220.552
452,Milk(4)(5),2017-02-01,142.193
453,Fresh whole milk(6),2017-02-01,205.774
454,Fresh milk other than whole(5)(6),2017-02-01,144.95
455,Cheese and related products,2017-02-01,230.23
456,Ice cream and related products,2017-02-01,226.873
457,Other dairy and related products(4)(5),2017-02-01,148.447
458,Fruits and vegetables,2017-02-01,292.222
459,Fresh fruits and vegetables,2017-02-01,336.477
460,Fresh fruits,2017-02-01,353.25
461,Apples,2017-02-01,332.585
462,Bananas(4),2017-02-01,198.605
463,Citrus fruits(5),2017-02-01,231.147
464,"Oranges, including tangerines(6)",2017-02-01,464.961
465,Other fresh fruits(5),2017-02-01,120.579
466,Fresh vegetables,2017-02-01,317.645
467,Potatoes,2017-02-01,337.684
468,Lettuce,2017-02-01,287.138
469,Tomatoes(4),2017-02-01,323.958
470,Other fresh vegetables,2017-02-01,322.054
471,Processed fruits and vegetables(5),2017-02-01,156.685
472,Canned fruits and vegetables(5),2017-02-01,160.71
473,Canned fruits(5)(6),2017-02-01,158.356
474,Canned vegetables(5)(6),2017-02-01,167.207
475,Frozen fruits and vegetables(5),2017-02-01,147.662
476,Frozen vegetables(6),2017-02-01,202.286
477,Other processed fruits and vegetables including dried(5),2017-02-01,159.394
478,"Dried beans, peas, and lentils(4)(5)(6)",2017-02-01,195.573
479,Nonalcoholic beverages and beverage materials,2017-02-01,169.451
480,Juices and nonalcoholic drinks(5),2017-02-01,130.494
481,Carbonated drinks,2017-02-01,164.325
482,Frozen noncarbonated juices and drinks(4)(5),2017-02-01,180.541
483,Nonfrozen noncarbonated juices and drinks(5),2017-02-01,118.663
484,Beverage materials including coffee and tea(5),2017-02-01,119.497
485,Coffee,2017-02-01,199.984
486,Roasted coffee(6),2017-02-01,209.167
487,Instant coffee(4)(6),2017-02-01,199.995
488,Other beverage materials including tea(4)(5),2017-02-01,131.16
489,Other food at home,2017-02-01,208.914
490,Sugar and sweets(4),2017-02-01,213.745
491,Sugar and artificial sweeteners,2017-02-01,186.465
492,Candy and chewing gum(4)(5),2017-02-01,142.968
493,Other sweets(5),2017-02-01,156.113
494,Fats and oils,2017-02-01,226.134
495,Butter and margarine(5),2017-02-01,202.728
496,Butter(6),2017-02-01,233.948
497,Margarine(6),2017-02-01,301.813
498,Salad dressing(5),2017-02-01,129.849
499,Other fats and oils including peanut butter(5),2017-02-01,156.504
500,Peanut butter(4)(5)(6),2017-02-01,153.651
501,Other foods,2017-02-01,223.505
502,Soups,2017-02-01,240.471
503,Frozen and freeze dried prepared foods(4),2017-02-01,167.437
504,Snacks(4),2017-02-01,249.815
505,"Spices, seasonings, condiments, sauces",2017-02-01,240.415
506,Salt and other seasonings and spices(5)(6),2017-02-01,151.88
507,"Olives, pickles, relishes(4)(5)(6)",2017-02-01,134.23
508,Sauces and gravies(5)(6),2017-02-01,137.676
509,Other condiments(6),2017-02-01,280.831
510,Baby food(4)(5),2017-02-01,158.869
511,Other miscellaneous foods(4)(5),2017-02-01,131.514
512,Prepared salads(4)(7)(6),2017-02-01,127.464
513,Food away from home(4),2017-02-01,266.626
514,Full service meals and snacks(4)(5),2017-02-01,165.849
515,Limited service meals and snacks(4)(5),2017-02-01,170.057
516,Food at employee sites and schools(5),2017-02-01,172.843
517,Food at elementary and secondary schools(4)(8)(6),2017-02-01,143.794
518,Food from vending machines and mobile vendors(4)(5),2017-02-01,153.557
519,Other food away from home(4)(5),2017-02-01,183.254
520,,2017-02-01,
521,Energy,2017-02-01,198.195
522,Energy commodities,2017-02-01,206.984
523,Fuel oil and other fuels,2017-02-01,257.706
524,Fuel oil(4),2017-02-01,242.467
525,"Propane, kerosene, and firewood(9)",2017-02-01,329.927
526,Motor fuel,2017-02-01,202.912
527,Gasoline (all types),2017-02-01,201.957
528,"Gasoline, unleaded regular(6)",2017-02-01,197.76
529,"Gasoline, unleaded midgrade(10)(6)",2017-02-01,218.284
530,"Gasoline, unleaded premium(6)",2017-02-01,214.214
531,Other motor fuels(5),2017-02-01,184.968
532,Energy services(11),2017-02-01,198.82
533,Electricity(11),2017-02-01,206.416
534,Utility (piped) gas service(11),2017-02-01,172.967
535,,2017-02-01,
536,All items less food and energy,2017-02-01,251.143
537,Commodities less food and energy commodities,2017-02-01,145.14
538,Household furnishings and supplies(12),2017-02-01,91.247
539,Window and floor coverings and other linens(4)(5),2017-02-01,59.194
540,Floor coverings(4)(5),2017-02-01,108.572
541,Window coverings(4)(5),2017-02-01,69.255
542,Other linens(4)(5),2017-02-01,45.705
543,Furniture and bedding,2017-02-01,111.744
544,Bedroom furniture(4),2017-02-01,127.476
545,"Living room, kitchen, and dining room furniture(4)(5)",2017-02-01,85.654
546,Other furniture(5),2017-02-01,70.506
547,Infants' furniture(4)(8)(6),2017-02-01,
548,Appliances(5),2017-02-01,75.557
549,Major appliances(5),2017-02-01,81.137
550,Laundry equipment(6),2017-02-01,93.204
551,Other appliances(4)(5),2017-02-01,65.706
552,Other household equipment and furnishings(5),2017-02-01,56.637
553,"Clocks, lamps, and decorator items(4)",2017-02-01,43.475
554,Indoor plants and flowers(13),2017-02-01,132.664
