,Area,Date,Unadjusted CPI Index
36,Region and area size(2),2017-02-01,
37,Northeast urban,2017-02-01,258.768
38,"Size A - More than 1,500,000",2017-02-01,261.935
39,"Size B/C - 50,000 to 1,500,000(3)",2017-02-01,152.244
40,Midwest urban,2017-02-01,228.633
41,"Size A - More than 1,500,000",2017-02-01,229.334
42,"Size B/C - 50,000 to 1,500,000(3)",2017-02-01,146.816
43,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-02-01,224.793
44,South urban,2017-02-01,236.052
45,"Size A - More than 1,500,000",2017-02-01,239.026
46,"Size B/C - 50,000 to 1,500,000(3)",2017-02-01,149.643
47,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-02-01,238.958
48,West urban,2017-02-01,252.252
49,"Size A - More than 1,500,000",2017-02-01,259.316
50,"Size B/C - 50,000 to 1,500,000(3)",2017-02-01,147.451
51,Size classes,2017-02-01,
52,A(5),2017-02-01,223.786
53,B/C(3),2017-02-01,148.995
54,D(4),2017-02-01,238.042
55,Selected local areas,2017-02-01,
56,"Chicago-Gary-Kenosha, IL-IN-WI",2017-02-01,232.491
57,"Los Angeles-Riverside-Orange County, CA(6)",2017-02-01,253.815
58,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-02-01,267.662
59,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-02-01,
60,"Cleveland-Akron, OH(4)",2017-02-01,
61,"Dallas-Fort Worth, TX",2017-02-01,
62,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-02-01,
63,"Atlanta, GA",2017-02-01,229.493
64,"Detroit-Ann Arbor-Flint, MI",2017-02-01,224.957
65,"Houston-Galveston-Brazoria, TX",2017-02-01,219.061
66,"Miami-Fort Lauderdale, FL",2017-02-01,256.89
67,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-02-01,248.345
68,"San Francisco-Oakland-San Jose, CA",2017-02-01,271.626
69,"Seattle-Tacoma-Bremerton, WA",2017-02-01,259.503
70,U.S. city average,{year}-03-01,243.801
71,Region and area size(2),{year}-03-01,
72,Northeast urban,{year}-03-01,258.51
73,"Size A - More than 1,500,000",{year}-03-01,261.728
74,"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,152.004
75,Midwest urban,{year}-03-01,228.824
76,"Size A - More than 1,500,000",{year}-03-01,229.554
77,"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,146.889
78,"Size D -  Nonmetropolitan  (less than 50,000)(4)",{year}-03-01,225.085
79,South urban,{year}-03-01,236.154
80,"Size A - More than 1,500,000",{year}-03-01,239.112
81,"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,149.675
82,"Size D -  Nonmetropolitan  (less than 50,000)(4)",{year}-03-01,239.476
83,West urban,{year}-03-01,252.949
84,"Size A - More than 1,500,000",{year}-03-01,260.092
85,"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,147.88
86,Size classes,{year}-03-01,
87,A(5),{year}-03-01,224.002
88,B/C(3),{year}-03-01,149.065
89,D(4),{year}-03-01,238.366
90,Selected local areas,{year}-03-01,
91,"Chicago-Gary-Kenosha, IL-IN-WI",{year}-03-01,232.225
92,"Los Angeles-Riverside-Orange County, CA(6)",{year}-03-01,254.525
93,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",{year}-03-01,267.582
94,"Boston-Brockton-Nashua, MA-NH-ME-CT",{year}-03-01,265.07
95,"Cleveland-Akron, OH(4)",{year}-03-01,222.849
96,"Dallas-Fort Worth, TX",{year}-03-01,223.782
97,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",{year}-03-01,158.558
98,"Atlanta, GA",{year}-03-01,
99,"Detroit-Ann Arbor-Flint, MI",{year}-03-01,
100,"Houston-Galveston-Brazoria, TX",{year}-03-01,
101,"Miami-Fort Lauderdale, FL",{year}-03-01,
102,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",{year}-03-01,
103,"San Francisco-Oakland-San Jose, CA",{year}-03-01,
104,"Seattle-Tacoma-Bremerton, WA",{year}-03-01,
105,U.S. city average,2017-04-01,244.524
106,Region and area size(2),2017-04-01,
107,Northeast urban,2017-04-01,259.165
108,"Size A - More than 1,500,000",2017-04-01,262.367
109,"Size B/C - 50,000 to 1,500,000(3)",2017-04-01,152.429
110,Midwest urban,2017-04-01,229.682
111,"Size A - More than 1,500,000",2017-04-01,230.477
112,"Size B/C - 50,000 to 1,500,000(3)",2017-04-01,147.392
113,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-04-01,225.85
114,South urban,2017-04-01,236.728
115,"Size A - More than 1,500,000",2017-04-01,239.722
116,"Size B/C - 50,000 to 1,500,000(3)",2017-04-01,149.998
117,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-04-01,240.313
118,West urban,2017-04-01,253.806
119,"Size A - More than 1,500,000",2017-04-01,260.964
120,"Size B/C - 50,000 to 1,500,000(3)",2017-04-01,148.496
121,Size classes,2017-04-01,
122,A(5),2017-04-01,224.686
123,B/C(3),2017-04-01,149.491
124,D(4),2017-04-01,239.033
125,Selected local areas,2017-04-01,
126,"Chicago-Gary-Kenosha, IL-IN-WI",2017-04-01,233.066
127,"Los Angeles-Riverside-Orange County, CA(6)",2017-04-01,254.971
128,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-04-01,267.948
129,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-04-01,
130,"Cleveland-Akron, OH(4)",2017-04-01,
131,"Dallas-Fort Worth, TX",2017-04-01,
132,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-04-01,
133,"Atlanta, GA",2017-04-01,230.974
134,"Detroit-Ann Arbor-Flint, MI",2017-04-01,226.484
135,"Houston-Galveston-Brazoria, TX",2017-04-01,219.852
136,"Miami-Fort Lauderdale, FL",2017-04-01,255.708
137,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-04-01,248.411
138,"San Francisco-Oakland-San Jose, CA",2017-04-01,274.589
139,"Seattle-Tacoma-Bremerton, WA",2017-04-01,261.56
140,U.S. city average,2017-05-01,244.733
141,Region and area size(2),2017-05-01,
142,Northeast urban,2017-05-01,259.386
143,"Size A - More than 1,500,000",2017-05-01,262.58
144,"Size B/C - 50,000 to 1,500,000(3)",2017-05-01,152.575
145,Midwest urban,2017-05-01,229.705
146,"Size A - More than 1,500,000",2017-05-01,230.634
147,"Size B/C - 50,000 to 1,500,000(3)",2017-05-01,147.217
148,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-05-01,226.144
149,South urban,2017-05-01,236.774
150,"Size A - More than 1,500,000",2017-05-01,239.996
151,"Size B/C - 50,000 to 1,500,000(3)",2017-05-01,149.962
152,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-05-01,239.934
153,West urban,2017-05-01,254.38
154,"Size A - More than 1,500,000",2017-05-01,261.696
155,"Size B/C - 50,000 to 1,500,000(3)",2017-05-01,148.789
156,Size classes,2017-05-01,
157,A(5),2017-05-01,225.017
158,B/C(3),2017-05-01,149.514
159,D(4),2017-05-01,238.863
160,Selected local areas,2017-05-01,
161,"Chicago-Gary-Kenosha, IL-IN-WI",2017-05-01,233.443
162,"Los Angeles-Riverside-Orange County, CA(6)",2017-05-01,255.674
163,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-05-01,268.183
164,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-05-01,266.256
165,"Cleveland-Akron, OH(4)",2017-05-01,223.089
166,"Dallas-Fort Worth, TX",2017-05-01,225.264
167,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-05-01,158.844
168,"Atlanta, GA",2017-05-01,
169,"Detroit-Ann Arbor-Flint, MI",2017-05-01,
170,"Houston-Galveston-Brazoria, TX",2017-05-01,
171,"Miami-Fort Lauderdale, FL",2017-05-01,
172,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-05-01,
173,"San Francisco-Oakland-San Jose, CA",2017-05-01,
174,"Seattle-Tacoma-Bremerton, WA",2017-05-01,
175,U.S. city average,2017-06-01,244.955
176,Region and area size(2),2017-06-01,
177,Northeast urban,2017-06-01,259.335
178,"Size A - More than 1,500,000",2017-06-01,262.756
179,"Size B/C - 50,000 to 1,500,000(3)",2017-06-01,152.178
180,Midwest urban,2017-06-01,229.78
181,"Size A - More than 1,500,000",2017-06-01,230.941
182,"Size B/C - 50,000 to 1,500,000(3)",2017-06-01,147.116
183,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-06-01,225.745
184,South urban,2017-06-01,237.346
185,"Size A - More than 1,500,000",2017-06-01,240.85
186,"Size B/C - 50,000 to 1,500,000(3)",2017-06-01,150.192
187,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-06-01,240.516
188,West urban,2017-06-01,254.469
189,"Size A - More than 1,500,000",2017-06-01,261.792
190,"Size B/C - 50,000 to 1,500,000(3)",2017-06-01,148.792
191,Size classes,2017-06-01,
192,A(5),2017-06-01,225.323
193,B/C(3),2017-06-01,149.543
194,D(4),2017-06-01,239.066
195,Selected local areas,2017-06-01,
196,"Chicago-Gary-Kenosha, IL-IN-WI",2017-06-01,233.407
197,"Los Angeles-Riverside-Orange County, CA(6)",2017-06-01,255.275
198,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-06-01,268.666
199,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-06-01,
200,"Cleveland-Akron, OH(4)",2017-06-01,
201,"Dallas-Fort Worth, TX",2017-06-01,
202,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-06-01,
203,"Atlanta, GA",2017-06-01,233.882
204,"Detroit-Ann Arbor-Flint, MI",2017-06-01,226.525
205,"Houston-Galveston-Brazoria, TX",2017-06-01,220.805
206,"Miami-Fort Lauderdale, FL",2017-06-01,255.134
207,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-06-01,247.713
208,"San Francisco-Oakland-San Jose, CA",2017-06-01,275.304
209,"Seattle-Tacoma-Bremerton, WA",2017-06-01,263.756
210,U.S. city average,2017-07-01,244.786
211,Region and area size(2),2017-07-01,
212,Northeast urban,2017-07-01,258.833
213,"Size A - More than 1,500,000",2017-07-01,262.415
214,"Size B/C - 50,000 to 1,500,000(3)",2017-07-01,151.613
215,Midwest urban,2017-07-01,229.82
216,"Size A - More than 1,500,000",2017-07-01,230.957
217,"Size B/C - 50,000 to 1,500,000(3)",2017-07-01,147.09
218,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-07-01,226.194
219,South urban,2017-07-01,236.942
220,"Size A - More than 1,500,000",2017-07-01,240.366
221,"Size B/C - 50,000 to 1,500,000(3)",2017-07-01,149.951
222,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-07-01,240.315
223,West urban,2017-07-01,254.708
224,"Size A - More than 1,500,000",2017-07-01,262.195
225,"Size B/C - 50,000 to 1,500,000(3)",2017-07-01,148.691
226,Size classes,2017-07-01,
227,A(5),2017-07-01,225.25
228,B/C(3),2017-07-01,149.32
229,D(4),2017-07-01,239.181
230,Selected local areas,2017-07-01,
231,"Chicago-Gary-Kenosha, IL-IN-WI",2017-07-01,233.514
232,"Los Angeles-Riverside-Orange County, CA(6)",2017-07-01,256.023
233,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-07-01,268.051
234,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-07-01,266.429
235,"Cleveland-Akron, OH(4)",2017-07-01,223.529
236,"Dallas-Fort Worth, TX",2017-07-01,225.613
237,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-07-01,158.85
238,"Atlanta, GA",2017-07-01,
239,"Detroit-Ann Arbor-Flint, MI",2017-07-01,
240,"Houston-Galveston-Brazoria, TX",2017-07-01,
241,"Miami-Fort Lauderdale, FL",2017-07-01,
242,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-07-01,
243,"San Francisco-Oakland-San Jose, CA",2017-07-01,
244,"Seattle-Tacoma-Bremerton, WA",2017-07-01,
245,U.S. city average,2017-08-01,245.519
246,Region and area size(2),2017-08-01,
247,Northeast urban,2017-08-01,259.508
248,"Size A - More than 1,500,000",2017-08-01,263.013
249,"Size B/C - 50,000 to 1,500,000(3)",2017-08-01,152.149
250,Midwest urban,2017-08-01,230.443
251,"Size A - More than 1,500,000",2017-08-01,231.441
252,"Size B/C - 50,000 to 1,500,000(3)",2017-08-01,147.606
253,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-08-01,226.956
254,South urban,2017-08-01,237.892
255,"Size A - More than 1,500,000",2017-08-01,241.367
256,"Size B/C - 50,000 to 1,500,000(3)",2017-08-01,150.509
257,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-08-01,241.531
258,West urban,2017-08-01,255.282
259,"Size A - More than 1,500,000",2017-08-01,262.522
260,"Size B/C - 50,000 to 1,500,000(3)",2017-08-01,149.255
261,Size classes,2017-08-01,
262,A(5),2017-08-01,225.781
263,B/C(3),2017-08-01,149.866
264,D(4),2017-08-01,240.348
265,Selected local areas,2017-08-01,
266,"Chicago-Gary-Kenosha, IL-IN-WI",2017-08-01,234.2
267,"Los Angeles-Riverside-Orange County, CA(6)",2017-08-01,256.739
268,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-08-01,268.657
269,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-08-01,
270,"Cleveland-Akron, OH(4)",2017-08-01,
271,"Dallas-Fort Worth, TX",2017-08-01,
272,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-08-01,
273,"Atlanta, GA",2017-08-01,235.818
274,"Detroit-Ann Arbor-Flint, MI",2017-08-01,226.759
275,"Houston-Galveston-Brazoria, TX",2017-08-01,221.255
276,"Miami-Fort Lauderdale, FL",2017-08-01,255.898
277,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-08-01,248.919
278,"San Francisco-Oakland-San Jose, CA",2017-08-01,275.893
279,"Seattle-Tacoma-Bremerton, WA",2017-08-01,263.333
280,U.S. city average,2017-09-01,246.819
281,Region and area size(2),2017-09-01,
282,Northeast urban,2017-09-01,260.875
283,"Size A - More than 1,500,000",2017-09-01,264.475
284,"Size B/C - 50,000 to 1,500,000(3)",2017-09-01,152.827
285,Midwest urban,2017-09-01,231.03
286,"Size A - More than 1,500,000",2017-09-01,232.224
287,"Size B/C - 50,000 to 1,500,000(3)",2017-09-01,148.023
288,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-09-01,226.242
289,South urban,2017-09-01,239.649
290,"Size A - More than 1,500,000",2017-09-01,243.484
291,"Size B/C - 50,000 to 1,500,000(3)",2017-09-01,151.547
292,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-09-01,242.457
293,West urban,2017-09-01,256.504
294,"Size A - More than 1,500,000",2017-09-01,263.778
295,"Size B/C - 50,000 to 1,500,000(3)",2017-09-01,149.954
296,Size classes,2017-09-01,
297,A(5),2017-09-01,227.052
298,B/C(3),2017-09-01,150.666
299,D(4),2017-09-01,240.877
300,Selected local areas,2017-09-01,
301,"Chicago-Gary-Kenosha, IL-IN-WI",2017-09-01,235.177
302,"Los Angeles-Riverside-Orange County, CA(6)",2017-09-01,257.89
303,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-09-01,270.059
304,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-09-01,269.757
305,"Cleveland-Akron, OH(4)",2017-09-01,224.879
306,"Dallas-Fort Worth, TX",2017-09-01,229.056
307,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-09-01,160.293
308,"Atlanta, GA",2017-09-01,
309,"Detroit-Ann Arbor-Flint, MI",2017-09-01,
310,"Houston-Galveston-Brazoria, TX",2017-09-01,
311,"Miami-Fort Lauderdale, FL",2017-09-01,
312,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-09-01,
313,"San Francisco-Oakland-San Jose, CA",2017-09-01,
314,"Seattle-Tacoma-Bremerton, WA",2017-09-01,
315,U.S. city average,2017-10-01,246.663
316,Region and area size(2),2017-10-01,
317,Northeast urban,2017-10-01,260.58
318,"Size A - More than 1,500,000",2017-10-01,263.996
319,"Size B/C - 50,000 to 1,500,000(3)",2017-10-01,152.944
320,Midwest urban,2017-10-01,230.66
321,"Size A - More than 1,500,000",2017-10-01,231.661
322,"Size B/C - 50,000 to 1,500,000(3)",2017-10-01,147.944
323,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-10-01,226.094
324,South urban,2017-10-01,239.067
325,"Size A - More than 1,500,000",2017-10-01,242.923
326,"Size B/C - 50,000 to 1,500,000(3)",2017-10-01,151.27
327,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-10-01,240.83
328,West urban,2017-10-01,257.223
329,"Size A - More than 1,500,000",2017-10-01,264.552
330,"Size B/C - 50,000 to 1,500,000(3)",2017-10-01,150.336
331,Size classes,2017-10-01,
332,A(5),2017-10-01,226.918
333,B/C(3),2017-10-01,150.607
334,D(4),2017-10-01,240.347
335,Selected local areas,2017-10-01,
336,"Chicago-Gary-Kenosha, IL-IN-WI",2017-10-01,234.159
337,"Los Angeles-Riverside-Orange County, CA(6)",2017-10-01,258.883
338,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-10-01,269.575
339,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-10-01,
340,"Cleveland-Akron, OH(4)",2017-10-01,
341,"Dallas-Fort Worth, TX",2017-10-01,
342,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-10-01,
343,"Atlanta, GA",2017-10-01,235.03
344,"Detroit-Ann Arbor-Flint, MI",2017-10-01,228.779
345,"Houston-Galveston-Brazoria, TX",2017-10-01,223.213
346,"Miami-Fort Lauderdale, FL",2017-10-01,258.456
347,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-10-01,248.956
348,"San Francisco-Oakland-San Jose, CA",2017-10-01,277.57
349,"Seattle-Tacoma-Bremerton, WA",2017-10-01,264.653
350,U.S. city average,2017-11-01,246.669
351,Region and area size(2),2017-11-01,
352,Northeast urban,2017-11-01,260.63
353,"Size A - More than 1,500,000",2017-11-01,263.917
354,"Size B/C - 50,000 to 1,500,000(3)",2017-11-01,153.181
355,Midwest urban,2017-11-01,231.084
356,"Size A - More than 1,500,000",2017-11-01,232.391
357,"Size B/C - 50,000 to 1,500,000(3)",2017-11-01,147.823
358,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-11-01,226.936
359,South urban,2017-11-01,238.861
360,"Size A - More than 1,500,000",2017-11-01,242.88
361,"Size B/C - 50,000 to 1,500,000(3)",2017-11-01,151.121
362,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-11-01,240.014
363,West urban,2017-11-01,257.126
364,"Size A - More than 1,500,000",2017-11-01,264.678
365,"Size B/C - 50,000 to 1,500,000(3)",2017-11-01,150.003
366,Size classes,2017-11-01,
367,A(5),2017-11-01,227.062
368,B/C(3),2017-11-01,150.49
369,D(4),2017-11-01,240.131
370,Selected local areas,2017-11-01,
371,"Chicago-Gary-Kenosha, IL-IN-WI",2017-11-01,235.206
372,"Los Angeles-Riverside-Orange County, CA(6)",2017-11-01,259.135
373,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-11-01,269.381
374,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-11-01,269.149
375,"Cleveland-Akron, OH(4)",2017-11-01,224.39
376,"Dallas-Fort Worth, TX",2017-11-01,229.352
377,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-11-01,160.157
378,"Atlanta, GA",2017-11-01,
379,"Detroit-Ann Arbor-Flint, MI",2017-11-01,
380,"Houston-Galveston-Brazoria, TX",2017-11-01,
381,"Miami-Fort Lauderdale, FL",2017-11-01,
382,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-11-01,
383,"San Francisco-Oakland-San Jose, CA",2017-11-01,
384,"Seattle-Tacoma-Bremerton, WA",2017-11-01,
385,U.S. city average,2017-12-01,246.524
386,Region and area size(2),2017-12-01,
387,Northeast urban,2017-12-01,260.791
388,"Size A - More than 1,500,000",2017-12-01,263.913
389,"Size B/C - 50,000 to 1,500,000(3)",2017-12-01,153.547
390,Midwest urban,2017-12-01,230.548
391,"Size A - More than 1,500,000",2017-12-01,231.695
392,"Size B/C - 50,000 to 1,500,000(3)",2017-12-01,147.189
393,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-12-01,228.854
394,South urban,2017-12-01,238.512
395,"Size A - More than 1,500,000",2017-12-01,242.53
396,"Size B/C - 50,000 to 1,500,000(3)",2017-12-01,150.825
397,"Size D -  Nonmetropolitan  (less than 50,000)(4)",2017-12-01,240.384
398,West urban,2017-12-01,257.347
399,"Size A - More than 1,500,000",2017-12-01,265.009
400,"Size B/C - 50,000 to 1,500,000(3)",2017-12-01,149.92
401,Size classes,2017-12-01,
402,A(5),2017-12-01,226.941
403,B/C(3),2017-12-01,150.267
404,D(4),2017-12-01,241.011
405,Selected local areas,2017-12-01,
406,"Chicago-Gary-Kenosha, IL-IN-WI",2017-12-01,234.293
407,"Los Angeles-Riverside-Orange County, CA(6)",2017-12-01,259.22
408,"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2017-12-01,269.564
409,"Boston-Brockton-Nashua, MA-NH-ME-CT",2017-12-01,
410,"Cleveland-Akron, OH(4)",2017-12-01,
411,"Dallas-Fort Worth, TX",2017-12-01,
412,"Washington-Baltimore, DC-MD-VA-WV(7)(8)",2017-12-01,
413,"Atlanta, GA",2017-12-01,234.107
414,"Detroit-Ann Arbor-Flint, MI",2017-12-01,228.951
415,"Houston-Galveston-Brazoria, TX",2017-12-01,221.568
416,"Miami-Fort Lauderdale, FL",2017-12-01,258.238
417,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2017-12-01,248.617
418,"San Francisco-Oakland-San Jose, CA",2017-12-01,277.414
419,"Seattle-Tacoma-Bremerton, WA",2017-12-01,265.85
