,Expenditure category,Date,Unadjusted CPI Index
140,Household furnishings and supplies(11),2020-01-01,90.661
141,Window and floor coverings and other linens(4)(5),2020-01-01,57.547
142,Floor coverings(4)(5),2020-01-01,112.874
143,Window coverings(4)(5),2020-01-01,65.554
144,Other linens(4)(5),2020-01-01,43.818
145,Furniture and bedding(4),2020-01-01,113.491
146,Bedroom furniture(4),2020-01-01,131.483
147,"Living room, kitchen, and dining room furniture(4)(5)",2020-01-01,87.137
148,Other furniture(4)(5),2020-01-01,68.381
149,Infants' furniture(4)(8)(6),2020-01-01,111.689
150,Appliances(5),2020-01-01,76.978
151,Major appliances(5),2020-01-01,81.309
152,Laundry equipment(6),2020-01-01,88.843
153,Other appliances(5),2020-01-01,67.599
154,Other household equipment and furnishings(5),2020-01-01,50.043
155,"Clocks, lamps, and decorator items(4)",2020-01-01,36.375
156,Indoor plants and flowers(12),2020-01-01,129.051
157,Dishes and flatware(4)(5),2020-01-01,49.062
158,Nonelectric cookware and tableware(5),2020-01-01,80.627
159,"Tools, hardware, outdoor equipment and supplies(5)",2020-01-01,90.925
160,"Tools, hardware and supplies(4)(5)",2020-01-01,98.404
161,Outdoor equipment and supplies(5),2020-01-01,87.461
162,Housekeeping supplies(4),2020-01-01,189.899
163,Household cleaning products(4)(5),2020-01-01,120.977
164,Household paper products(4)(5),2020-01-01,177.019
165,Miscellaneous household products(4)(5),2020-01-01,118.036
166,Apparel,2020-01-01,120.853
167,Men's and boys' apparel,2020-01-01,116.548
168,Men's apparel,2020-01-01,119.589
169,"Men's suits, sport coats, and outerwear",2020-01-01,102.626
170,"Men's underwear, nightwear, swimwear, and accessories(4)",2020-01-01,157.608
171,Men's shirts and sweaters(5),2020-01-01,72.325
172,Men's pants and shorts,2020-01-01,125.004
173,Boys' apparel,2020-01-01,102.959
174,Women's and girls' apparel,2020-01-01,101.628
175,Women's apparel,2020-01-01,103.18
176,Women's outerwear,2020-01-01,92.081
177,Women's dresses,2020-01-01,102.814
178,Women's suits and separates(5),2020-01-01,70.494
179,"Women's underwear, nightwear, swimwear, and accessories(5)",2020-01-01,104.803
180,Girls' apparel,2020-01-01,93.943
181,Footwear,2020-01-01,136.587
182,Men's footwear(4),2020-01-01,140.498
183,Boys' and girls' footwear,2020-01-01,155.679
184,Women's footwear,2020-01-01,124.184
185,Infants' and toddlers' apparel,2020-01-01,115.241
186,Jewelry and watches(9),2020-01-01,173.01
187,Watches(4)(9),2020-01-01,140.923
188,Jewelry(9),2020-01-01,171.278
189,Transportation commodities less motor fuel(11),2020-01-01,104.022
190,New vehicles,2020-01-01,147.253
191,New cars and trucks(5)(6),2020-01-01,102.046
192,New cars(6),2020-01-01,143.388
193,New trucks(13)(6),2020-01-01,156.764
194,Used cars and trucks,2020-01-01,136.064
195,Motor vehicle parts and equipment(4),2020-01-01,148.335
196,Tires(4),2020-01-01,125.288
197,Vehicle accessories other than tires(4)(5),2020-01-01,180.915
198,Vehicle parts and equipment other than tires(4)(6),2020-01-01,171.141
199,"Motor oil, coolant, and fluids(4)(6)",2020-01-01,398.627
200,Medical care commodities,2020-01-01,386.331
201,Medicinal drugs(11),2020-01-01,126.512
202,Prescription drugs,2020-01-01,538.154
203,Nonprescription drugs(4)(11),2020-01-01,96.059
204,Medical equipment and supplies(4)(11),2020-01-01,101.605
205,Recreation commodities(11),2020-01-01,79.713
206,Video and audio products(11),2020-01-01,36.866
207,Televisions,2020-01-01,1.403
208,Other video equipment(5),2020-01-01,9.482
209,Audio equipment(4),2020-01-01,26.346
210,Recorded music and music subscriptions(4)(5),2020-01-01,79.611
211,Pets and pet products(4),2020-01-01,205.46
212,Pet food(4)(5)(6),2020-01-01,155.686
213,"Purchase of pets, pet supplies, accessories(4)(5)(6)",2020-01-01,119.197
214,Sporting goods,2020-01-01,113.971
215,Sports vehicles including bicycles(4),2020-01-01,158.651
216,Sports equipment,2020-01-01,76.943
217,Photographic equipment and supplies,2020-01-01,54.299
218,Film and photographic supplies(4)(5)(6),2020-01-01,
219,Photographic equipment(5)(6),2020-01-01,22.498
220,Recreational reading materials(4),2020-01-01,263.407
221,Newspapers and magazines(4)(5),2020-01-01,197.476
222,Recreational books(4)(5),2020-01-01,95.563
223,Other recreational goods(5),2020-01-01,34.405
224,Toys,2020-01-01,30.196
225,"Toys, games, hobbies and playground equipment(5)(6)",2020-01-01,37.939
226,"Sewing machines, fabric and supplies(4)(5)",2020-01-01,99.282
227,Music instruments and accessories(4)(5),2020-01-01,103.043
228,Education and communication commodities(11),2020-01-01,68.641
229,Educational books and supplies,2020-01-01,664.948
230,College textbooks(4)(14)(6),2020-01-01,228.855
231,Information technology commodities(11),2020-01-01,49.088
232,"Computers, peripherals, and smart home assistants(7)",2020-01-01,37.728
233,Computer software and accessories(4)(5),2020-01-01,27.69
234,"Telephone hardware, calculators, and other consumer information items(5)",2020-01-01,14.927
235,Alcoholic beverages,2020-01-01,253.592
236,Alcoholic beverages at home,2020-01-01,205.582
237,"Beer, ale, and other malt beverages at home",2020-01-01,233.964
238,Distilled spirits at home,2020-01-01,193.892
239,Whiskey at home(4)(6),2020-01-01,207.422
240,"Distilled spirits, excluding whiskey, at home(4)(6)",2020-01-01,189.638
241,Wine at home,2020-01-01,169.201
242,Alcoholic beverages away from home(4),2020-01-01,358.947
243,"Beer, ale, and other malt beverages away from home(4)(5)(6)",2020-01-01,176.212
244,Wine away from home(4)(5)(6),2020-01-01,193.173
245,Distilled spirits away from home(4)(5)(6),2020-01-01,193.331
246,Other goods(11),2020-01-01,115.91
247,Tobacco and smoking products,2020-01-01,1144.642
248,Cigarettes(5),2020-01-01,469.963
249,Tobacco products other than cigarettes(4)(5),2020-01-01,282.0
250,Personal care products(4),2020-01-01,159.47
251,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",2020-01-01,102.979
252,"Cosmetics, perfume, bath, nail preparations and implements(4)",2020-01-01,179.656
253,Miscellaneous personal goods(5),2020-01-01,77.901
254,"Stationery, stationery supplies, gift wrap(6)",2020-01-01,158.511
255,Infants' equipment(4)(8)(6),2020-01-01,78.673
256,Services less energy services,2020-01-01,342.694
257,Shelter,2020-01-01,323.053
258,Rent of shelter(15),2020-01-01,336.889
259,Rent of primary residence,2020-01-01,337.825
260,Lodging away from home(5),2020-01-01,153.531
261,"Housing at school, excluding board(15)",2020-01-01,570.703
262,Other lodging away from home including hotels and motels,2020-01-01,310.149
263,Owners' equivalent rent of residences(15),2020-01-01,331.522
264,Owners' equivalent rent of primary residence(15),2020-01-01,331.565
265,Tenants' and household insurance(4)(5),2020-01-01,151.251
266,Water and sewer and trash collection services(5),2020-01-01,248.846
267,Water and sewerage maintenance,2020-01-01,577.441
268,Garbage and trash collection(4)(13),2020-01-01,491.003
269,Household operations(4)(5),2020-01-01,197.771
270,Domestic services(4)(5),2020-01-01,172.336
271,Gardening and lawncare services(4)(5),2020-01-01,210.903
272,"Moving, storage, freight expense(4)(5)",2020-01-01,172.927
273,Repair of household items(4)(5),2020-01-01,271.638
274,Medical care services,2020-01-01,552.721
275,Professional services,2020-01-01,384.681
276,Physicians' services,2020-01-01,384.715
277,Dental services,2020-01-01,500.97
278,Eyeglasses and eye care(4)(9),2020-01-01,192.022
279,Services by other medical professionals(4)(9),2020-01-01,240.585
280,Hospital and related services,2020-01-01,910.413
281,Hospital services(16),2020-01-01,349.152
282,Inpatient hospital services(16)(6),2020-01-01,340.435
283,Outpatient hospital services(9)(6),2020-01-01,768.845
284,Nursing homes and adult day services(16),2020-01-01,238.502
285,Care of invalids and elderly at home(4)(8),2020-01-01,124.546
286,Health insurance(4)(8),2020-01-01,172.145
287,Transportation services,2020-01-01,324.5
288,Leased cars and trucks(4)(14),2020-01-01,85.101
289,Car and truck rental(5),2020-01-01,129.538
290,Motor vehicle maintenance and repair(4),2020-01-01,300.112
291,Motor vehicle body work(4),2020-01-01,318.983
292,Motor vehicle maintenance and servicing(4),2020-01-01,273.414
293,Motor vehicle repair(4)(5),2020-01-01,181.305
294,Motor vehicle insurance,2020-01-01,572.693
295,Motor vehicle fees(4)(5),2020-01-01,195.981
296,State motor vehicle registration and license fees(4)(5),2020-01-01,184.163
297,Parking and other fees(4)(5),2020-01-01,214.92
298,Parking fees and tolls(5)(6),2020-01-01,241.788
299,Automobile service clubs(4)(5)(6),2020-01-01,120.924
300,Public transportation,2020-01-01,252.59
301,Airline fares,2020-01-01,255.2
302,Other intercity transportation,2020-01-01,155.205
303,Intercity bus fare(4)(7)(6),2020-01-01,143.69
304,Intercity train fare(4)(7)(6),2020-01-01,
305,Ship fare(4)(5)(6),2020-01-01,62.558
306,Intracity transportation(4),2020-01-01,323.882
307,Intracity mass transit(4)(11)(6),2020-01-01,130.692
308,Recreation services(11),2020-01-01,126.561
309,Video and audio services(11),2020-01-01,130.19
310,Cable and satellite television service(13),2020-01-01,491.484
311,"Video discs and other media, including rental of video(4)(5)",2020-01-01,69.672
312,Video discs and other media(4)(5)(6),2020-01-01,33.912
313,Rental of video discs and other media(4)(5)(6),2020-01-01,134.781
314,Pet services including veterinary(5),2020-01-01,258.849
315,Pet services(4)(5)(6),2020-01-01,199.04
316,Veterinarian services(5)(6),2020-01-01,272.86
317,Photographers and photo processing(4)(5),2020-01-01,118.892
318,Photographer fees(4)(5)(6),2020-01-01,122.551
319,Photo processing(4)(5)(6),2020-01-01,112.741
320,Other recreation services(5),2020-01-01,174.516
321,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees(4)(5)",2020-01-01,146.473
322,Admissions,2020-01-01,393.525
323,"Admission to movies, theaters, and concerts(4)(5)(6)",2020-01-01,187.781
324,Admission to sporting events(4)(5)(6),2020-01-01,236.789
325,Fees for lessons or instructions(4)(9),2020-01-01,320.779
326,Education and communication services(11),2020-01-01,112.532
327,"Tuition, other school fees, and childcare",2020-01-01,772.63
328,College tuition and fees,2020-01-01,874.769
329,Elementary and high school tuition and fees,2020-01-01,881.285
330,Day care and preschool(12),2020-01-01,308.335
331,Technical and business school tuition and fees(5),2020-01-01,255.645
332,Postage and delivery services(5),2020-01-01,197.85
333,Postage,2020-01-01,310.652
334,Delivery services(5),2020-01-01,326.095
335,Telephone services(4)(5),2020-01-01,90.529
336,Wireless telephone services(4)(5),2020-01-01,46.404
337,Land-line telephone services(4)(11),2020-01-01,127.489
338,Internet services and electronic information providers(5),2020-01-01,78.839
339,Other personal services(4)(11),2020-01-01,127.065
340,Personal care services(4),2020-01-01,277.341
341,Haircuts and other personal care services(4)(5),2020-01-01,169.223
342,Miscellaneous personal services,2020-01-01,455.094
343,Legal services(4)(9),2020-01-01,367.022
344,Funeral expenses(4)(9),2020-01-01,342.759
345,Laundry and dry cleaning services(4)(5),2020-01-01,179.047
346,Apparel services other than laundry and dry cleaning(4)(5),2020-01-01,202.346
347,Financial services(9),2020-01-01,370.423
348,Checking account and other bank services(4)(5)(6),2020-01-01,172.617
349,Tax return preparation and other accounting fees(4)(5)(6),2020-01-01,261.275
350,,2020-01-01,
351,Special aggregate indexes,2020-01-01,
352,,2020-01-01,
353,All items less food,2020-01-01,257.476
354,All items less shelter,2020-01-01,235.553
355,All items less food and shelter,2020-01-01,228.926
356,"All items less food, shelter, and energy",2020-01-01,234.373
357,"All items less food, shelter, energy, and used cars and trucks",2020-01-01,240.588
358,All items less medical care,2020-01-01,245.789
359,All items less energy,2020-01-01,264.54
360,Commodities,2020-01-01,185.055
361,"Commodities less food, energy, and used cars and trucks",2020-01-01,145.098
362,Commodities less food,2020-01-01,151.711
363,Commodities less food and beverages,2020-01-01,148.253
364,Services,2020-01-01,329.987
365,Services less rent of shelter(15),2020-01-01,347.578
366,Services less medical care services,2020-01-01,313.118
367,Durables,2020-01-01,103.896
368,Nondurables,2020-01-01,226.998
369,Nondurables less food,2020-01-01,198.307
370,Nondurables less food and beverages,2020-01-01,194.871
371,"Nondurables less food, beverages, and apparel",2020-01-01,245.172
372,Nondurables less food and apparel,2020-01-01,244.762
373,Housing,2020-01-01,269.468
374,Education and communication(5),2020-01-01,139.132
375,Education(5),2020-01-01,268.841
376,Communication(5),2020-01-01,73.79
377,Information and information processing(5),2020-01-01,69.749
378,"Information technology, hardware and services(17)",2020-01-01,7.375
379,Recreation(5),2020-01-01,121.986
380,Video and audio(5),2020-01-01,105.68
381,"Pets, pet products and services(5)",2020-01-01,180.442
382,Photography(5),2020-01-01,73.348
383,Food and beverages,2020-01-01,260.638
384,Domestically produced farm food,2020-01-01,250.763
385,Other services,2020-01-01,364.536
386,Apparel less footwear,2020-01-01,112.77
387,Fuels and utilities,2020-01-01,243.739
388,Household energy,2020-01-01,200.219
389,Medical care,2020-01-01,512.149
390,Transportation,2020-01-01,208.284
391,Private transportation,2020-01-01,204.277
392,New and used motor vehicles(5),2020-01-01,98.491
393,Utilities and public transportation,2020-01-01,219.206
394,Household furnishings and operations,2020-01-01,124.151
395,Other goods and services,2020-01-01,458.336
396,Personal care(4),2020-01-01,237.024
397,,2020-01-01,
398,All items,2020-02-01,258.678
399,Food,2020-02-01,261.876
400,Food at home,2020-02-01,244.054
401,Cereals and bakery products,2020-02-01,276.641
402,Cereals and cereal products,2020-02-01,226.169
403,Flour and prepared flour mixes,2020-02-01,234.17
404,Breakfast cereal(4),2020-02-01,217.695
405,"Rice, pasta, cornmeal(4)",2020-02-01,239.446
406,Rice(4)(5)(6),2020-02-01,159.819
407,Bakery products(4),2020-02-01,305.85
408,Bread(4)(5),2020-02-01,186.696
409,White bread(4)(6),2020-02-01,340.669
410,Bread other than white(4)(6),2020-02-01,360.304
411,"Fresh biscuits, rolls, muffins(5)",2020-02-01,179.86
412,"Cakes, cupcakes, and cookies",2020-02-01,288.073
413,Cookies(4)(6),2020-02-01,268.435
414,Fresh cakes and cupcakes(4)(6),2020-02-01,313.595
415,Other bakery products,2020-02-01,271.76
416,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2020-02-01,314.009
417,"Crackers, bread, and cracker products(6)",2020-02-01,307.955
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2020-02-01,271.689
419,"Meats, poultry, fish, and eggs",2020-02-01,253.396
420,"Meats, poultry, and fish",2020-02-01,256.753
421,Meats,2020-02-01,260.417
422,Beef and veal,2020-02-01,314.232
423,Uncooked ground beef(4),2020-02-01,276.504
424,Uncooked beef roasts(4)(5),2020-02-01,241.55
425,Uncooked beef steaks(5),2020-02-01,210.502
426,Uncooked other beef and veal(4)(5),2020-02-01,253.389
427,Pork,2020-02-01,216.823
428,"Bacon, breakfast sausage, and related products(5)",2020-02-01,162.266
429,Bacon and related products(6),2020-02-01,303.583
430,Breakfast sausage and related products(5)(6),2020-02-01,148.035
431,Ham,2020-02-01,209.558
432,"Ham, excluding canned(6)",2020-02-01,232.832
433,Pork chops(4),2020-02-01,193.058
434,"Other pork including roasts, steaks, and ribs(5)",2020-02-01,129.717
435,Other meats,2020-02-01,228.312
436,Frankfurters(6),2020-02-01,235.332
437,Lunchmeats(5)(6),2020-02-01,146.413
438,Lamb and organ meats(4)(6),2020-02-01,
439,Lamb and mutton(4)(5)(6),2020-02-01,
440,Poultry(4),2020-02-01,232.82
441,Chicken(4)(5),2020-02-01,149.496
442,Fresh whole chicken(4)(6),2020-02-01,246.729
443,Fresh and frozen chicken parts(4)(6),2020-02-01,223.032
444,Other uncooked poultry including turkey(5),2020-02-01,153.139
445,Fish and seafood,2020-02-01,298.721
446,Fresh fish and seafood(5),2020-02-01,188.573
447,Processed fish and seafood(5),2020-02-01,146.836
448,Shelf stable fish and seafood(4)(6),2020-02-01,212.508
449,Frozen fish and seafood(6),2020-02-01,305.14
450,Eggs,2020-02-01,209.359
451,Dairy and related products,2020-02-01,224.443
452,Milk(5),2020-02-01,146.24
453,Fresh whole milk(6),2020-02-01,208.44
454,Fresh milk other than whole(5)(6),2020-02-01,150.743
455,Cheese and related products(4),2020-02-01,236.598
456,Ice cream and related products,2020-02-01,226.516
457,Other dairy and related products(4)(5),2020-02-01,149.05
458,Fruits and vegetables,2020-02-01,299.817
459,Fresh fruits and vegetables,2020-02-01,347.538
460,Fresh fruits,2020-02-01,350.446
461,Apples,2020-02-01,315.191
462,Bananas(4),2020-02-01,195.034
463,Citrus fruits(5),2020-02-01,232.326
464,"Oranges, including tangerines(6)",2020-02-01,455.632
465,Other fresh fruits(5),2020-02-01,120.582
466,Fresh vegetables,2020-02-01,342.92
467,Potatoes,2020-02-01,370.054
468,Lettuce(4),2020-02-01,324.882
469,Tomatoes,2020-02-01,356.969
470,Other fresh vegetables,2020-02-01,339.797
471,Processed fruits and vegetables(5),2020-02-01,156.991
472,Canned fruits and vegetables(5),2020-02-01,164.047
473,Canned fruits(5)(6),2020-02-01,160.349
474,Canned vegetables(5)(6),2020-02-01,172.637
475,Frozen fruits and vegetables(5),2020-02-01,144.953
476,Frozen vegetables(6),2020-02-01,201.604
477,Other processed fruits and vegetables including dried(5),2020-02-01,155.259
478,"Dried beans, peas, and lentils(4)(5)(6)",2020-02-01,181.507
479,Nonalcoholic beverages and beverage materials,2020-02-01,173.194
480,Juices and nonalcoholic drinks(5),2020-02-01,135.914
481,Carbonated drinks,2020-02-01,173.629
482,Frozen noncarbonated juices and drinks(4)(5),2020-02-01,175.807
483,Nonfrozen noncarbonated juices and drinks(5),2020-02-01,122.401
484,Beverage materials including coffee and tea(5),2020-02-01,116.65
485,Coffee,2020-02-01,191.996
486,Roasted coffee(6),2020-02-01,199.522
487,Instant coffee(4)(6),2020-02-01,184.342
488,Other beverage materials including tea(4)(5),2020-02-01,131.831
489,Other food at home,2020-02-01,213.215
490,Sugar and sweets(4),2020-02-01,224.932
491,Sugar and sugar substitutes,2020-02-01,194.962
492,Candy and chewing gum(4)(5),2020-02-01,153.671
493,Other sweets(5),2020-02-01,154.4
494,Fats and oils,2020-02-01,226.89
495,Butter and margarine(5),2020-02-01,205.638
496,Butter(6),2020-02-01,248.632
497,Margarine(6),2020-02-01,299.503
498,Salad dressing(5),2020-02-01,130.667
499,Other fats and oils including peanut butter(5),2020-02-01,155.713
500,Peanut butter(4)(5)(6),2020-02-01,152.586
501,Other foods,2020-02-01,227.332
502,Soups,2020-02-01,246.051
503,Frozen and freeze dried prepared foods,2020-02-01,168.182
504,Snacks(4),2020-02-01,252.516
505,"Spices, seasonings, condiments, sauces",2020-02-01,245.756
506,Salt and other seasonings and spices(5)(6),2020-02-01,156.131
507,"Olives, pickles, relishes(4)(5)(6)",2020-02-01,146.395
508,Sauces and gravies(5)(6),2020-02-01,142.018
509,Other condiments(6),2020-02-01,274.895
510,Baby food(4)(5),2020-02-01,171.917
511,Other miscellaneous foods(5),2020-02-01,133.956
512,Prepared salads(4)(7)(6),2020-02-01,133.401
513,Food away from home(4),2020-02-01,289.781
514,Full service meals and snacks(4)(5),2020-02-01,180.011
515,Limited service meals and snacks(4)(5),2020-02-01,185.342
516,Food at employee sites and schools(5),2020-02-01,183.257
517,Food at elementary and secondary schools(4)(8)(6),2020-02-01,152.027
518,Food from vending machines and mobile vendors(4)(5),2020-02-01,169.364
519,Other food away from home(4)(5),2020-02-01,198.475
520,,2020-02-01,
521,Energy,2020-02-01,208.354
522,Energy commodities,2020-02-01,223.913
523,Fuel oil and other fuels,2020-02-01,274.06
524,Fuel oil,2020-02-01,268.835
525,"Propane, kerosene, and firewood(9)",2020-02-01,334.515
526,Motor fuel,2020-02-01,219.677
527,Gasoline (all types),2020-02-01,218.373
528,"Gasoline, unleaded regular(6)",2020-02-01,213.106
529,"Gasoline, unleaded midgrade(10)(6)",2020-02-01,238.565
530,"Gasoline, unleaded premium(6)",2020-02-01,236.752
531,Other motor fuels(5),2020-02-01,214.568
532,Energy services,2020-02-01,202.712
533,Electricity,2020-02-01,212.18
534,Utility (piped) gas service,2020-02-01,171.469
535,,2020-02-01,
536,All items less food and energy,2020-02-01,267.268
537,Commodities less food and energy commodities,2020-02-01,144.605
538,Household furnishings and supplies(11),2020-02-01,90.952
539,Window and floor coverings and other linens(4)(5),2020-02-01,58.254
540,Floor coverings(4)(5),2020-02-01,113.133
541,Window coverings(4)(5),2020-02-01,66.482
542,Other linens(4)(5),2020-02-01,44.495
543,Furniture and bedding(4),2020-02-01,114.491
544,Bedroom furniture(4),2020-02-01,130.443
545,"Living room, kitchen, and dining room furniture(4)(5)",2020-02-01,88.805
546,Other furniture(4)(5),2020-02-01,69.462
547,Infants' furniture(4)(8)(6),2020-02-01,111.671
548,Appliances(5),2020-02-01,77.29
549,Major appliances(5),2020-02-01,83.441
550,Laundry equipment(6),2020-02-01,87.726
551,Other appliances(5),2020-02-01,67.127
552,Other household equipment and furnishings(5),2020-02-01,49.771
553,"Clocks, lamps, and decorator items(4)",2020-02-01,36.17
554,Indoor plants and flowers(12),2020-02-01,130.707
