,Expenditure category,Date,Unadjusted CPI Index
54,Fresh milk other than whole(5)(6),2023-01-01,184.674
55,Cheese and related products(4),2023-01-01,272.064
56,Ice cream and related products,2023-01-01,275.865
57,Other dairy and related products(5),2023-01-01,189.019
58,Fruits and vegetables,2023-01-01,351.029
59,Fresh fruits and vegetables,2023-01-01,398.196
60,Fresh fruits,2023-01-01,406.905
61,Apples,2023-01-01,372.933
62,Bananas(4),2023-01-01,208.819
63,Citrus fruits(5),2023-01-01,288.893
64,"Oranges, including tangerines(6)",2023-01-01,569.592
65,Other fresh fruits(5),2023-01-01,137.308
66,Fresh vegetables,2023-01-01,387.76
67,Potatoes,2023-01-01,422.248
68,Lettuce,2023-01-01,436.546
69,Tomatoes,2023-01-01,374.035
70,Other fresh vegetables,2023-01-01,378.017
71,Processed fruits and vegetables(5),2023-01-01,197.142
72,Canned fruits and vegetables(5),2023-01-01,210.102
73,Canned fruits(5)(6),2023-01-01,198.517
74,Canned vegetables(5)(6),2023-01-01,225.334
75,Frozen fruits and vegetables(5),2023-01-01,179.755
76,Frozen vegetables(6),2023-01-01,251.446
77,Other processed fruits and vegetables including dried(5),2023-01-01,188.305
78,"Dried beans, peas, and lentils(4)(5)(6)",2023-01-01,228.258
79,Nonalcoholic beverages and beverage materials,2023-01-01,213.359
80,Juices and nonalcoholic drinks(5),2023-01-01,168.424
81,Carbonated drinks,2023-01-01,219.037
82,Frozen noncarbonated juices and drinks(4)(5),2023-01-01,201.064
83,Nonfrozen noncarbonated juices and drinks(5),2023-01-01,149.894
84,Beverage materials including coffee and tea(5),2023-01-01,141.512
85,Coffee,2023-01-01,239.827
86,Roasted coffee(6),2023-01-01,252.268
87,Instant coffee(4)(6),2023-01-01,221.354
88,Other beverage materials including tea(4)(5),2023-01-01,151.576
89,Other food at home,2023-01-01,264.746
90,Sugar and sweets(4),2023-01-01,275.471
91,Sugar and sugar substitutes,2023-01-01,246.607
92,Candy and chewing gum(4)(5),2023-01-01,186.999
93,Other sweets(5),2023-01-01,188.628
94,Fats and oils,2023-01-01,310.036
95,Butter and margarine(5),2023-01-01,288.971
96,Butter(6),2023-01-01,322.559
97,Margarine(4)(6),2023-01-01,477.158
98,Salad dressing(5),2023-01-01,171.163
99,Other fats and oils including peanut butter(5),2023-01-01,212.775
100,Peanut butter(4)(5)(6),2023-01-01,187.269
101,Other foods,2023-01-01,279.029
102,Soups,2023-01-01,304.929
103,Frozen and freeze dried prepared foods,2023-01-01,209.115
104,Snacks,2023-01-01,304.771
105,"Spices, seasonings, condiments, sauces",2023-01-01,296.992
106,Salt and other seasonings and spices(5)(6),2023-01-01,182.566
107,"Olives, pickles, relishes(4)(5)(6)",2023-01-01,182.957
108,Sauces and gravies(5)(6),2023-01-01,174.761
109,Other condiments(6),2023-01-01,344.226
110,Baby food and formula(4)(5),2023-01-01,204.744
111,Other miscellaneous foods(5),2023-01-01,166.645
112,Prepared salads(6)(7),2023-01-01,158.123
113,Food away from home(4),2023-01-01,345.677
114,Full service meals and snacks(4)(5),2023-01-01,213.792
115,Limited service meals and snacks(4)(5),2023-01-01,226.409
116,Food at employee sites and schools(4)(5),2023-01-01,192.829
117,Food at elementary and secondary schools(4)(6)(8),2023-01-01,191.879
118,Food from vending machines and mobile vendors(4)(5),2023-01-01,208.792
119,Other food away from home(4)(5),2023-01-01,224.386
120,,2023-01-01,
121,Energy,2023-01-01,283.33
122,Energy commodities,2023-01-01,305.643
123,Fuel oil and other fuels,2023-01-01,430.693
124,Fuel oil(4),2023-01-01,455.595
125,"Propane, kerosene, and firewood(9)",2023-01-01,457.114
126,Motor fuel,2023-01-01,297.413
127,Gasoline (all types),2023-01-01,294.759
128,"Gasoline, unleaded regular(6)",2023-01-01,288.818
129,"Gasoline, unleaded midgrade(6)(10)",2023-01-01,319.619
130,"Gasoline, unleaded premium(6)",2023-01-01,312.344
131,Other motor fuels(4)(5),2023-01-01,339.263
132,Energy services,2023-01-01,272.84
133,Electricity,2023-01-01,266.528
134,Utility (piped) gas service,2023-01-01,285.407
135,,2023-01-01,
136,All items less food and energy,2023-01-01,301.962
137,Commodities less food and energy commodities,2023-01-01,165.34
138,Household furnishings and supplies(11),2023-01-01,108.022
139,Window and floor coverings and other linens(5),2023-01-01,63.788
140,Floor coverings(4)(5),2023-01-01,134.377
141,Window coverings(4)(5),2023-01-01,78.918
142,Other linens(5),2023-01-01,45.742
143,Furniture and bedding(4),2023-01-01,137.692
144,Bedroom furniture(4),2023-01-01,147.788
145,"Living room, kitchen, and dining room furniture(4)(5)",2023-01-01,111.091
146,Other furniture(5),2023-01-01,84.307
147,Appliances(5),2023-01-01,89.447
148,Major appliances(5),2023-01-01,99.418
149,Laundry equipment(4)(6),2023-01-01,119.219
150,Other appliances(4)(5),2023-01-01,76.556
151,Other household equipment and furnishings(5),2023-01-01,55.315
152,"Clocks, lamps, and decorator items(4)",2023-01-01,40.425
153,Indoor plants and flowers(12),2023-01-01,151.912
154,Dishes and flatware(4)(5),2023-01-01,50.547
155,Nonelectric cookware and tableware(5),2023-01-01,85.893
156,"Tools, hardware, outdoor equipment and supplies(5)",2023-01-01,112.205
157,"Tools, hardware and supplies(5)",2023-01-01,122.305
158,Outdoor equipment and supplies(5),2023-01-01,107.618
159,Housekeeping supplies(4),2023-01-01,230.435
160,Household cleaning products(4)(5),2023-01-01,144.69
161,Household paper products(4)(5),2023-01-01,225.736
162,Miscellaneous household products(4)(5),2023-01-01,139.407
163,Apparel,2023-01-01,127.875
164,Men's and boys' apparel,2023-01-01,124.709
165,Men's apparel,2023-01-01,128.391
166,"Men's suits, sport coats, and outerwear",2023-01-01,105.754
167,"Men's underwear, nightwear, swimwear, and accessories(4)",2023-01-01,179.033
168,Men's shirts and sweaters(5),2023-01-01,76.062
169,Men's pants and shorts,2023-01-01,132.587
170,Boys' apparel,2023-01-01,110.357
171,Women's and girls' apparel,2023-01-01,105.574
172,Women's apparel,2023-01-01,106.344
173,Women's outerwear,2023-01-01,96.664
174,Women's dresses,2023-01-01,96.751
175,Women's suits and separates(5),2023-01-01,72.316
176,"Women's underwear, nightwear, swimwear, and accessories(5)",2023-01-01,110.954
177,Girls' apparel,2023-01-01,101.456
178,Footwear,2023-01-01,142.307
179,Men's footwear(4),2023-01-01,148.569
180,Boys' and girls' footwear,2023-01-01,163.875
181,Women's footwear,2023-01-01,127.397
182,Infants' and toddlers' apparel,2023-01-01,124.212
183,Jewelry and watches(9),2023-01-01,200.266
184,Watches(4)(9),2023-01-01,155.678
185,Jewelry(9),2023-01-01,199.401
186,Transportation commodities less motor fuel(11),2023-01-01,131.247
187,New vehicles,2023-01-01,177.276
188,New cars(6),2023-01-01,173.423
189,New trucks(6)(13),2023-01-01,188.99
190,Used cars and trucks,2023-01-01,185.857
191,Motor vehicle parts and equipment(4),2023-01-01,181.894
192,Tires(4),2023-01-01,153.734
193,Vehicle accessories other than tires(4)(5),2023-01-01,221.739
194,Vehicle parts and equipment other than tires(4)(6),2023-01-01,203.701
195,"Motor oil, coolant, and fluids(4)(6)",2023-01-01,497.999
196,Medical care commodities(4),2023-01-01,395.981
197,Medicinal drugs(4)(11),2023-01-01,129.459
198,Prescription drugs(4),2023-01-01,546.107
199,Nonprescription drugs(4)(11),2023-01-01,101.081
200,Medical equipment and supplies(4)(11),2023-01-01,105.862
201,Recreation commodities(11),2023-01-01,85.559
202,Video and audio products(11),2023-01-01,34.305
203,Televisions,2023-01-01,1.211
204,Other video equipment(5),2023-01-01,8.861
205,Audio equipment(4),2023-01-01,26.016
206,Recorded music and music subscriptions(4)(5),2023-01-01,81.012
207,Pets and pet products(4),2023-01-01,234.331
208,Pet food(4)(5)(6),2023-01-01,183.17
209,"Purchase of pets, pet supplies, accessories(4)(5)(6)",2023-01-01,129.808
210,Sporting goods(4),2023-01-01,128.688
211,Sports vehicles including bicycles(4),2023-01-01,179.054
212,Sports equipment(4),2023-01-01,86.939
213,Photographic equipment and supplies,2023-01-01,62.039
214,Photographic equipment(5)(6),2023-01-01,25.707
215,Recreational reading materials(4),2023-01-01,283.33
216,Newspapers and magazines(4)(5),2023-01-01,219.673
217,Recreational books(4)(5),2023-01-01,98.118
218,Other recreational goods(5),2023-01-01,34.486
219,Toys,2023-01-01,29.639
220,"Toys, games, hobbies and playground equipment(5)(6)",2023-01-01,39.774
221,"Sewing machines, fabric and supplies(4)(5)",2023-01-01,102.999
222,Music instruments and accessories(4)(5),2023-01-01,115.199
223,Education and communication commodities(11),2023-01-01,60.887
224,Educational books and supplies(4),2023-01-01,717.542
225,College textbooks(4)(6)(14),2023-01-01,247.568
226,Information technology commodities(11),2023-01-01,42.242
227,"Computers, peripherals, and smart home assistants(4)(7)",2023-01-01,37.21
228,Computer software and accessories(4)(5),2023-01-01,25.012
229,"Telephone hardware, calculators, and other consumer information items(4)(5)",2023-01-01,9.407
230,Smartphones(4)(6)(15),2023-01-01,53.668
231,Alcoholic beverages,2023-01-01,282.286
232,Alcoholic beverages at home,2023-01-01,224.865
233,"Beer, ale, and other malt beverages at home",2023-01-01,265.396
234,Distilled spirits at home(4),2023-01-01,208.978
235,Whiskey at home(4)(6),2023-01-01,219.513
236,"Distilled spirits, excluding whiskey, at home(4)(6)",2023-01-01,204.866
237,Wine at home(4),2023-01-01,180.552
238,Alcoholic beverages away from home(4),2023-01-01,410.007
239,"Beer, ale, and other malt beverages away from home(4)(5)(6)",2023-01-01,199.445
240,Wine away from home(4)(5)(6),2023-01-01,221.657
241,Distilled spirits away from home(4)(5)(6),2023-01-01,225.8
242,Other goods(11),2023-01-01,132.446
243,Tobacco and smoking products(4),2023-01-01,1388.79
244,Cigarettes(4)(5),2023-01-01,575.277
245,Tobacco products other than cigarettes(4)(5),2023-01-01,319.382
246,Personal care products(4),2023-01-01,171.539
247,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",2023-01-01,114.054
248,"Cosmetics, perfume, bath, nail preparations and implements(4)",2023-01-01,186.935
249,Miscellaneous personal goods(4)(5),2023-01-01,90.664
250,"Stationery, stationery supplies, gift wrap(6)",2023-01-01,201.433
251,Services less energy services,2023-01-01,387.258
252,Shelter,2023-01-01,369.585
253,Rent of shelter(16),2023-01-01,385.992
254,Rent of primary residence,2023-01-01,388.372
255,Lodging away from home(5),2023-01-01,176.578
256,"Housing at school, excluding board(16)",2023-01-01,610.135
257,Other lodging away from home including hotels and motels,2023-01-01,360.746
258,Owners' equivalent rent of residences(16),2023-01-01,379.328
259,Owners' equivalent rent of primary residence(16),2023-01-01,379.405
260,Tenants' and household insurance(4)(5),2023-01-01,151.289
261,Water and sewer and trash collection services(5),2023-01-01,281.461
262,Water and sewerage maintenance,2023-01-01,646.581
263,Garbage and trash collection(4)(13),2023-01-01,570.412
264,Household operations(4)(5),2023-01-01,
265,Domestic services(4)(5),2023-01-01,206.259
266,Gardening and lawncare services(4)(5),2023-01-01,
267,"Moving, storage, freight expense(4)(5)",2023-01-01,200.77
268,Repair of household items(4)(5),2023-01-01,319.469
269,Medical care services,2023-01-01,601.551
270,Professional services,2023-01-01,417.035
271,Physicians' services(4),2023-01-01,415.197
272,Dental services,2023-01-01,563.582
273,Eyeglasses and eye care(4)(9),2023-01-01,198.971
274,Services by other medical professionals(4)(9),2023-01-01,255.438
275,Hospital and related services(4),2023-01-01,1008.954
276,Hospital services(4)(17),2023-01-01,385.064
277,Inpatient hospital services(4)(6)(17),2023-01-01,372.36
278,Outpatient hospital services(4)(6)(9),2023-01-01,835.095
279,Nursing homes and adult day services(17),2023-01-01,269.002
280,Care of invalids and elderly at home(4)(8),2023-01-01,148.486
281,Health insurance(4)(8),2023-01-01,182.312
282,Transportation services,2023-01-01,376.743
283,Leased cars and trucks(4)(14),2023-01-01,111.465
284,Car and truck rental(5),2023-01-01,175.721
285,Motor vehicle maintenance and repair(4),2023-01-01,371.78
286,Motor vehicle body work(4),2023-01-01,401.172
287,Motor vehicle maintenance and servicing(4),2023-01-01,322.869
288,Motor vehicle repair(4)(5),2023-01-01,240.662
289,Motor vehicle insurance,2023-01-01,658.513
290,Motor vehicle fees(4)(5),2023-01-01,205.103
291,State motor vehicle registration and license fees(4)(5),2023-01-01,192.801
292,Parking and other fees(4)(5),2023-01-01,224.454
293,Parking fees and tolls(5)(6),2023-01-01,259.352
294,Public transportation,2023-01-01,265.099
295,Airline fares,2023-01-01,264.629
296,Other intercity transportation,2023-01-01,161.377
297,Ship fare(4)(5)(6),2023-01-01,61.386
298,Intracity transportation(4),2023-01-01,336.875
299,Intracity mass transit(4)(6)(11),2023-01-01,128.526
300,Recreation services(11),2023-01-01,141.021
301,Video and audio services(11),2023-01-01,144.391
302,"Cable, satellite, and live streaming television service(13)",2023-01-01,547.509
303,"Purchase, subscription, and rental of video(4)(5)",2023-01-01,71.145
304,Video discs and other media(4)(5)(6),2023-01-01,34.358
305,Subscription and rental of video and video games(4)(5)(6),2023-01-01,155.195
306,Pet services including veterinary(5),2023-01-01,310.869
307,Pet services(4)(5)(6),2023-01-01,234.266
308,Veterinarian services(5)(6),2023-01-01,324.585
309,Photographers and photo processing(4)(5),2023-01-01,135.521
310,Other recreation services(5),2023-01-01,190.636
311,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees(4)(5)",2023-01-01,156.205
312,Admissions(4),2023-01-01,433.278
313,"Admission to movies, theaters, and concerts(4)(5)(6)",2023-01-01,213.386
314,Admission to sporting events(4)(5)(6),2023-01-01,230.395
315,Fees for lessons or instructions(4)(9),2023-01-01,372.114
316,Education and communication services(11),2023-01-01,120.018
317,"Tuition, other school fees, and childcare",2023-01-01,826.089
318,College tuition and fees,2023-01-01,916.002
319,Elementary and high school tuition and fees,2023-01-01,956.719
320,Day care and preschool(12),2023-01-01,342.261
321,Technical and business school tuition and fees(4)(5),2023-01-01,269.401
322,Postage and delivery services(5),2023-01-01,230.418
323,Postage,2023-01-01,356.967
324,Delivery services(5),2023-01-01,416.625
325,Telephone services(4)(5),2023-01-01,96.709
326,Wireless telephone services(4)(5),2023-01-01,48.732
327,Residential telephone services(4)(11),2023-01-01,148.163
328,Internet services and electronic information providers(4)(5),2023-01-01,82.159
329,Other personal services(4)(11),2023-01-01,143.887
330,Personal care services(4),2023-01-01,322.717
331,Haircuts and other personal care services(4)(5),2023-01-01,196.91
332,Miscellaneous personal services(4),2023-01-01,505.919
333,Legal services(4)(9),2023-01-01,405.211
334,Funeral expenses(4)(9),2023-01-01,371.99
335,Laundry and dry cleaning services(4)(5),2023-01-01,212.302
336,Apparel services other than laundry and dry cleaning(4)(5),2023-01-01,250.111
337,Financial services(4)(9),2023-01-01,395.285
338,Checking account and other bank services(4)(5)(6),2023-01-01,175.91
339,Tax return preparation and other accounting fees(4)(5)(6),2023-01-01,297.179
340,,2023-01-01,
341,Special aggregate indexes,2023-01-01,
342,,2023-01-01,
343,All items less food,2023-01-01,296.105
344,All items less shelter,2023-01-01,274.976
345,All items less food and shelter,2023-01-01,264.101
346,"All items less food, shelter, and energy",2023-01-01,264.519
347,"All items less food, shelter, energy, and used cars and trucks",2023-01-01,268.746
348,All items less medical care,2023-01-01,287.019
349,All items less energy,2023-01-01,303.612
350,Commodities,2023-01-01,220.468
351,"Commodities less food, energy, and used cars and trucks",2023-01-01,163.174
352,Commodities less food,2023-01-01,178.367
353,Commodities less food and beverages,2023-01-01,174.751
354,Services,2023-01-01,376.415
355,Services less rent of shelter(16),2023-01-01,394.542
356,Services less medical care services,2023-01-01,359.292
357,Durables,2023-01-01,125.749
358,Nondurables,2023-01-01,269.657
359,Nondurables less food,2023-01-01,228.378
360,Nondurables less food and beverages,2023-01-01,225.06
361,"Nondurables less food, beverages, and apparel",2023-01-01,290.445
362,Nondurables less food and apparel,2023-01-01,288.197
363,Housing,2023-01-01,313.747
364,Education and communication(5),2023-01-01,145.336
365,Education(5),2023-01-01,287.509
366,Communication(5),2023-01-01,75.75
367,Information and information processing(5),2023-01-01,71.356
368,"Information technology, hardware and services(18)",2023-01-01,7.12
369,Recreation(5),2023-01-01,134.077
370,Video and audio(5),2023-01-01,113.362
371,"Pets, pet products and services(5)",2023-01-01,210.689
372,Photography(5),2023-01-01,83.747
373,Food and beverages,2023-01-01,316.705
374,Domestically produced farm food(4),2023-01-01,312.052
375,Other services,2023-01-01,397.606
376,Apparel less footwear,2023-01-01,119.789
377,Fuels and utilities,2023-01-01,315.652
378,Household energy,2023-01-01,270.214
379,Medical care,2023-01-01,551.422
380,Transportation,2023-01-01,257.874
381,Private transportation,2023-01-01,256.981
382,New and used motor vehicles(5),2023-01-01,125.343
383,Utilities and public transportation,2023-01-01,258.227
384,Household furnishings and operations,2023-01-01,147.352
385,Other goods and services,2023-01-01,521.433
386,Personal care(4),2023-01-01,265.504
387,,2023-01-01,
388,All items,2023-02-01,300.84
389,Food,2023-02-01,320.569
390,Food at home,2023-02-01,302.483
391,Cereals and bakery products,2023-02-01,350.772
392,Cereals and cereal products,2023-02-01,285.005
393,Flour and prepared flour mixes,2023-02-01,318.911
394,Breakfast cereal(4),2023-02-01,270.99
395,"Rice, pasta, cornmeal",2023-02-01,294.753
396,Rice(4)(5)(6),2023-02-01,195.887
397,Bakery products(4),2023-02-01,388.948
398,Bread(4)(5),2023-02-01,235.673
399,White bread(4)(6),2023-02-01,426.359
400,Bread other than white(4)(6),2023-02-01,459.837
401,"Fresh biscuits, rolls, muffins(5)",2023-02-01,231.631
402,"Cakes, cupcakes, and cookies(4)",2023-02-01,369.452
403,Cookies(4)(6),2023-02-01,349.569
404,Fresh cakes and cupcakes(4)(6),2023-02-01,384.67
405,Other bakery products,2023-02-01,343.552
406,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2023-02-01,379.259
407,"Crackers, bread, and cracker products(6)",2023-02-01,409.724
408,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2023-02-01,337.507
409,"Meats, poultry, fish, and eggs",2023-02-01,321.803
410,"Meats, poultry, and fish",2023-02-01,317.108
411,Meats,2023-02-01,319.16
412,Beef and veal,2023-02-01,383.434
413,Uncooked ground beef(4),2023-02-01,330.661
414,Uncooked beef roasts(5),2023-02-01,305.775
415,Uncooked beef steaks(5),2023-02-01,256.768
416,Uncooked other beef and veal(4)(5),2023-02-01,314.294
417,Pork,2023-02-01,263.954
418,"Bacon, breakfast sausage, and related products(5)",2023-02-01,196.192
419,Bacon and related products(6),2023-02-01,354.096
420,Breakfast sausage and related products(5)(6),2023-02-01,188.754
421,Ham,2023-02-01,257.342
422,"Ham, excluding canned(6)",2023-02-01,287.536
423,Pork chops(4),2023-02-01,238.206
424,"Other pork including roasts, steaks, and ribs(5)",2023-02-01,157.716
425,Other meats,2023-02-01,286.318
426,Frankfurters(6),2023-02-01,294.727
427,Lunchmeats(4)(5)(6),2023-02-01,185.977
428,Poultry(4),2023-02-01,300.64
429,Chicken(4)(5),2023-02-01,192.83
430,Fresh whole chicken(4)(6),2023-02-01,318.5
431,Fresh and frozen chicken parts(4)(6),2023-02-01,288.255
432,Other uncooked poultry including turkey(5),2023-02-01,197.958
433,Fish and seafood,2023-02-01,360.246
434,Fresh fish and seafood(4)(5),2023-02-01,228.047
435,Processed fish and seafood(5),2023-02-01,176.649
436,Shelf stable fish and seafood(6),2023-02-01,249.255
437,Frozen fish and seafood(6),2023-02-01,372.608
438,Eggs(4),2023-02-01,378.199
439,Dairy and related products,2023-02-01,272.271
440,Milk(5),2023-02-01,179.36
441,Fresh whole milk(6),2023-02-01,258.081
442,Fresh milk other than whole(5)(6),2023-02-01,185.242
443,Cheese and related products(4),2023-02-01,271.117
444,Ice cream and related products,2023-02-01,273.87
445,Other dairy and related products(5),2023-02-01,191.083
446,Fruits and vegetables,2023-02-01,351.249
447,Fresh fruits and vegetables,2023-02-01,396.163
448,Fresh fruits,2023-02-01,410.242
449,Apples,2023-02-01,376.556
450,Bananas(4),2023-02-01,212.403
451,Citrus fruits(5),2023-02-01,292.211
452,"Oranges, including tangerines(6)",2023-02-01,564.609
453,Other fresh fruits(5),2023-02-01,137.594
454,Fresh vegetables,2023-02-01,380.016
455,Potatoes,2023-02-01,432.55
456,Lettuce,2023-02-01,410.066
457,Tomatoes,2023-02-01,365.251
458,Other fresh vegetables,2023-02-01,369.993
459,Processed fruits and vegetables(5),2023-02-01,200.624
460,Canned fruits and vegetables(5),2023-02-01,212.165
461,Canned fruits(5)(6),2023-02-01,202.009
462,Canned vegetables(5)(6),2023-02-01,226.573
463,Frozen fruits and vegetables(5),2023-02-01,188.216
464,Frozen vegetables(6),2023-02-01,263.467
465,Other processed fruits and vegetables including dried(5),2023-02-01,187.616
466,"Dried beans, peas, and lentils(4)(5)(6)",2023-02-01,220.879
467,Nonalcoholic beverages and beverage materials,2023-02-01,215.925
468,Juices and nonalcoholic drinks(5),2023-02-01,170.753
469,Carbonated drinks,2023-02-01,220.774
470,Frozen noncarbonated juices and drinks(4)(5),2023-02-01,208.506
471,Nonfrozen noncarbonated juices and drinks(5),2023-02-01,152.554
472,Beverage materials including coffee and tea(5),2023-02-01,142.619
473,Coffee,2023-02-01,240.617
474,Roasted coffee(6),2023-02-01,252.125
475,Instant coffee(4)(6),2023-02-01,223.829
476,Other beverage materials including tea(4)(5),2023-02-01,154.026
477,Other food at home,2023-02-01,266.612
478,Sugar and sweets(4),2023-02-01,276.775
479,Sugar and sugar substitutes,2023-02-01,252.1
480,Candy and chewing gum(4)(5),2023-02-01,186.574
481,Other sweets(5),2023-02-01,191.259
482,Fats and oils,2023-02-01,311.318
483,Butter and margarine(5),2023-02-01,286.033
484,Butter(6),2023-02-01,316.944
485,Margarine(4)(6),2023-02-01,484.077
486,Salad dressing(5),2023-02-01,172.011
487,Other fats and oils including peanut butter(5),2023-02-01,215.866
488,Peanut butter(4)(5)(6),2023-02-01,191.894
489,Other foods,2023-02-01,281.225
490,Soups,2023-02-01,308.897
491,Frozen and freeze dried prepared foods,2023-02-01,210.625
492,Snacks,2023-02-01,306.191
493,"Spices, seasonings, condiments, sauces",2023-02-01,302.142
494,Salt and other seasonings and spices(5)(6),2023-02-01,185.828
495,"Olives, pickles, relishes(4)(5)(6)",2023-02-01,184.34
496,Sauces and gravies(5)(6),2023-02-01,178.416
497,Other condiments(6),2023-02-01,345.214
498,Baby food and formula(4)(5),2023-02-01,205.838
499,Other miscellaneous foods(5),2023-02-01,167.314
500,Prepared salads(6)(7),2023-02-01,159.002
501,Food away from home(4),2023-02-01,347.869
502,Full service meals and snacks(4)(5),2023-02-01,214.996
503,Limited service meals and snacks(4)(5),2023-02-01,228.07
504,Food at employee sites and schools(4)(5),2023-02-01,192.362
505,Food at elementary and secondary schools(4)(6)(8),2023-02-01,191.617
506,Food from vending machines and mobile vendors(4)(5),2023-02-01,211.561
507,Other food away from home(4)(5),2023-02-01,225.682
508,,2023-02-01,
509,Energy,2023-02-01,281.673
510,Energy commodities,2023-02-01,309.28
511,Fuel oil and other fuels,2023-02-01,408.338
512,Fuel oil(4),2023-02-01,419.629
513,"Propane, kerosene, and firewood(9)",2023-02-01,461.744
514,Motor fuel,2023-02-01,302.153
515,Gasoline (all types),2023-02-01,299.774
516,"Gasoline, unleaded regular(6)",2023-02-01,293.488
517,"Gasoline, unleaded midgrade(6)(10)",2023-02-01,325.85
518,"Gasoline, unleaded premium(6)",2023-02-01,319.252
519,Other motor fuels(4)(5),2023-02-01,332.558
520,Energy services,2023-02-01,266.353
521,Electricity,2023-02-01,266.887
522,Utility (piped) gas service,2023-02-01,258.976
523,,2023-02-01,
524,All items less food and energy,2023-02-01,304.011
525,Commodities less food and energy commodities,2023-02-01,166.246
526,Household furnishings and supplies(11),2023-02-01,109.065
527,Window and floor coverings and other linens(5),2023-02-01,62.948
528,Floor coverings(4)(5),2023-02-01,134.809
529,Window coverings(4)(5),2023-02-01,76.322
530,Other linens(5),2023-02-01,45.174
531,Furniture and bedding(4),2023-02-01,137.918
532,Bedroom furniture(4),2023-02-01,148.948
533,"Living room, kitchen, and dining room furniture(4)(5)",2023-02-01,110.16
534,Other furniture(5),2023-02-01,85.812
535,Appliances(5),2023-02-01,90.392
536,Major appliances(5),2023-02-01,98.445
537,Laundry equipment(4)(6),2023-02-01,115.364
538,Other appliances(4)(5),2023-02-01,78.292
539,Other household equipment and furnishings(5),2023-02-01,56.222
540,"Clocks, lamps, and decorator items(4)",2023-02-01,40.952
541,Indoor plants and flowers(12),2023-02-01,156.278
542,Dishes and flatware(4)(5),2023-02-01,51.49
543,Nonelectric cookware and tableware(5),2023-02-01,86.694
544,"Tools, hardware, outdoor equipment and supplies(5)",2023-02-01,115.078
545,"Tools, hardware and supplies(5)",2023-02-01,123.353
546,Outdoor equipment and supplies(5),2023-02-01,111.92
547,Housekeeping supplies(4),2023-02-01,231.626
548,Household cleaning products(4)(5),2023-02-01,145.699
549,Household paper products(4)(5),2023-02-01,225.188
550,Miscellaneous household products(4)(5),2023-02-01,140.351
551,Apparel,2023-02-01,132.039
552,Men's and boys' apparel,2023-02-01,127.681
