,Expenditure category,Date,Unadjusted CPI Index
56,Fresh milk other than whole(5)(6),2018-01-01,141.672
57,Cheese and related products,2018-01-01,230.754
58,Ice cream and related products,2018-01-01,225.711
59,Other dairy and related products(4)(5),2018-01-01,146.395
60,Fruits and vegetables,2018-01-01,301.814
61,Fresh fruits and vegetables,2018-01-01,352.044
62,Fresh fruits,2018-01-01,370.741
63,Apples,2018-01-01,335.546
64,Bananas(4),2018-01-01,195.248
65,Citrus fruits(5),2018-01-01,246.266
66,"Oranges, including tangerines(6)",2018-01-01,495.648
67,Other fresh fruits(5),2018-01-01,129.88
68,Fresh vegetables,2018-01-01,331.144
69,Potatoes,2018-01-01,335.657
70,Lettuce,2018-01-01,284.309
71,Tomatoes(4),2018-01-01,378.157
72,Other fresh vegetables,2018-01-01,331.893
73,Processed fruits and vegetables(5),2018-01-01,154.364
74,Canned fruits and vegetables(5),2018-01-01,158.936
75,Canned fruits(5)(6),2018-01-01,154.54
76,Canned vegetables(5)(6),2018-01-01,166.958
77,Frozen fruits and vegetables(5),2018-01-01,145.334
78,Frozen vegetables(6),2018-01-01,200.347
79,Other processed fruits and vegetables including dried(5),2018-01-01,154.948
80,"Dried beans, peas, and lentils(4)(5)(6)",2018-01-01,189.459
81,Nonalcoholic beverages and beverage materials,2018-01-01,167.671
82,Juices and nonalcoholic drinks(5),2018-01-01,129.654
83,Carbonated drinks,2018-01-01,161.636
84,Frozen noncarbonated juices and drinks(4)(5),2018-01-01,180.189
85,Nonfrozen noncarbonated juices and drinks(5),2018-01-01,118.657
86,Beverage materials including coffee and tea(5),2018-01-01,117.096
87,Coffee,2018-01-01,195.168
88,Roasted coffee(6),2018-01-01,204.43
89,Instant coffee(4)(6),2018-01-01,189.693
90,Other beverage materials including tea(4)(5),2018-01-01,129.468
91,Other food at home,2018-01-01,209.611
92,Sugar and sweets(4),2018-01-01,217.689
93,Sugar and artificial sweeteners,2018-01-01,190.066
94,Candy and chewing gum(4)(5),2018-01-01,146.172
95,Other sweets(5),2018-01-01,157.283
96,Fats and oils,2018-01-01,228.205
97,Butter and margarine(5),2018-01-01,207.332
98,Butter(6),2018-01-01,246.748
99,Margarine(6),2018-01-01,297.959
100,Salad dressing(5),2018-01-01,127.357
101,Other fats and oils including peanut butter(5),2018-01-01,159.01
102,Peanut butter(4)(5)(6),2018-01-01,152.969
103,Other foods,2018-01-01,223.355
104,Soups,2018-01-01,240.426
105,Frozen and freeze dried prepared foods(4),2018-01-01,165.913
106,Snacks(4),2018-01-01,250.284
107,"Spices, seasonings, condiments, sauces",2018-01-01,243.367
108,Salt and other seasonings and spices(5)(6),2018-01-01,155.686
109,"Olives, pickles, relishes(4)(5)(6)",2018-01-01,137.562
110,Sauces and gravies(5)(6),2018-01-01,141.983
111,Other condiments(6),2018-01-01,274.893
112,Baby food(4)(5),2018-01-01,158.529
113,Other miscellaneous foods(4)(5),2018-01-01,130.641
114,Prepared salads(4)(7)(6),2018-01-01,127.924
115,Food away from home(4),2018-01-01,272.772
116,Full service meals and snacks(4)(5),2018-01-01,169.021
117,Limited service meals and snacks(4)(5),2018-01-01,174.704
118,Food at employee sites and schools(5),2018-01-01,176.464
119,Food at elementary and secondary schools(4)(8)(6),2018-01-01,145.969
120,Food from vending machines and mobile vendors(4)(5),2018-01-01,157.262
121,Other food away from home(4)(5),2018-01-01,188.329
122,,2018-01-01,
123,Energy,2018-01-01,210.663
124,Energy commodities,2018-01-01,230.005
125,Fuel oil and other fuels,2018-01-01,298.205
126,Fuel oil,2018-01-01,298.173
127,"Propane, kerosene, and firewood(9)",2018-01-01,352.653
128,Motor fuel,2018-01-01,225.03
129,Gasoline (all types),2018-01-01,223.806
130,"Gasoline, unleaded regular(6)",2018-01-01,219.641
131,"Gasoline, unleaded midgrade(10)(6)",2018-01-01,239.251
132,"Gasoline, unleaded premium(6)",2018-01-01,234.172
133,Other motor fuels(5),2018-01-01,215.013
134,Energy services,2018-01-01,201.516
135,Electricity,2018-01-01,210.171
136,Utility (piped) gas service,2018-01-01,172.658
137,,2018-01-01,
138,All items less food and energy,2018-01-01,254.638
139,Commodities less food and energy commodities,2018-01-01,143.417
140,Household furnishings and supplies(11),2018-01-01,89.646
141,Window and floor coverings and other linens(4)(5),2018-01-01,59.025
142,Floor coverings(4)(5),2018-01-01,109.725
143,Window coverings(4)(5),2018-01-01,66.063
144,Other linens(4)(5),2018-01-01,45.92
145,Furniture and bedding,2018-01-01,110.844
146,Bedroom furniture(4),2018-01-01,128.138
147,"Living room, kitchen, and dining room furniture(4)(5)",2018-01-01,84.161
148,Other furniture(5),2018-01-01,69.933
149,Infants' furniture(4)(8)(6),2018-01-01,94.568
150,Appliances(5),2018-01-01,73.863
151,Major appliances(5),2018-01-01,80.297
152,Laundry equipment(6),2018-01-01,90.708
153,Other appliances(5),2018-01-01,63.748
154,Other household equipment and furnishings(5),2018-01-01,52.29
155,"Clocks, lamps, and decorator items(4)",2018-01-01,39.105
156,Indoor plants and flowers(12),2018-01-01,128.596
157,Dishes and flatware(4)(5),2018-01-01,50.699
158,Nonelectric cookware and tableware(5),2018-01-01,80.984
159,"Tools, hardware, outdoor equipment and supplies(5)",2018-01-01,89.134
160,"Tools, hardware and supplies(4)(5)",2018-01-01,97.8
161,Outdoor equipment and supplies(5),2018-01-01,84.995
162,Housekeeping supplies(4),2018-01-01,184.707
163,Household cleaning products(5),2018-01-01,116.67
164,Household paper products(4)(5),2018-01-01,168.811
165,Miscellaneous household products(4)(5),2018-01-01,117.872
166,Apparel,2018-01-01,122.266
167,Men's and boys' apparel,2018-01-01,116.226
168,Men's apparel,2018-01-01,119.594
169,"Men's suits, sport coats, and outerwear",2018-01-01,107.112
170,Men's furnishings,2018-01-01,148.966
171,Men's shirts and sweaters(5),2018-01-01,76.466
172,Men's pants and shorts,2018-01-01,120.236
173,Boys' apparel,2018-01-01,102.606
174,Women's and girls' apparel,2018-01-01,106.651
175,Women's apparel,2018-01-01,109.322
176,Women's outerwear,2018-01-01,97.022
177,Women's dresses,2018-01-01,116.103
178,Women's suits and separates(5),2018-01-01,75.844
179,"Women's underwear, nightwear, sportswear and accessories(5)",2018-01-01,105.695
180,Girls' apparel,2018-01-01,93.287
181,Footwear,2018-01-01,132.302
182,Men's footwear(4),2018-01-01,136.262
183,Boys' and girls' footwear,2018-01-01,147.395
184,Women's footwear,2018-01-01,121.772
185,Infants' and toddlers' apparel,2018-01-01,113.921
186,Jewelry and watches(9),2018-01-01,171.447
187,Watches(4)(9),2018-01-01,135.959
188,Jewelry(9),2018-01-01,174.834
189,Transportation commodities less motor fuel(11),2018-01-01,103.842
190,New vehicles,2018-01-01,146.996
191,New cars and trucks(5)(6),2018-01-01,101.857
192,New cars(6),2018-01-01,142.395
193,New trucks(13)(6),2018-01-01,156.746
194,Used cars and trucks,2018-01-01,136.555
195,Motor vehicle parts and equipment(4),2018-01-01,142.562
196,Tires(4),2018-01-01,123.077
197,Vehicle accessories other than tires(4)(5),2018-01-01,168.145
198,Vehicle parts and equipment other than tires(4)(6),2018-01-01,159.286
199,"Motor oil, coolant, and fluids(4)(6)",2018-01-01,380.455
200,Medical care commodities,2018-01-01,380.846
201,Medicinal drugs(4)(11),2018-01-01,124.721
202,Prescription drugs,2018-01-01,527.767
203,Nonprescription drugs(4)(11),2018-01-01,96.4
204,Medical equipment and supplies(4)(11),2018-01-01,99.856
205,Recreation commodities(11),2018-01-01,81.241
206,Video and audio products(11),2018-01-01,45.506
207,Televisions,2018-01-01,2.129
208,Other video equipment(5),2018-01-01,9.546
209,Audio equipment(4),2018-01-01,27.972
210,Recorded music and music subscriptions(4)(5),2018-01-01,87.244
211,Pets and pet products(4),2018-01-01,196.085
212,Pet food(4)(5)(6),2018-01-01,149.855
213,"Purchase of pets, pet supplies, accessories(4)(5)(6)",2018-01-01,112.927
214,Sporting goods,2018-01-01,110.878
215,Sports vehicles including bicycles(4),2018-01-01,145.953
216,Sports equipment,2018-01-01,80.994
217,Photographic equipment and supplies,2018-01-01,53.082
218,Film and photographic supplies(4)(5)(6),2018-01-01,
219,Photographic equipment(5)(6),2018-01-01,21.842
220,Recreational reading materials(4),2018-01-01,240.284
221,Newspapers and magazines(4)(5),2018-01-01,168.646
222,Recreational books(4)(5),2018-01-01,96.525
223,Other recreational goods(5),2018-01-01,38.95
224,Toys,2018-01-01,35.243
225,"Toys, games, hobbies and playground equipment(5)(6)",2018-01-01,43.462
226,"Sewing machines, fabric and supplies(4)(5)",2018-01-01,99.87
227,Music instruments and accessories(4)(5),2018-01-01,101.886
228,Education and communication commodities(11),2018-01-01,76.732
229,Educational books and supplies,2018-01-01,686.318
230,College textbooks(4)(14)(6),2018-01-01,237.829
231,Information technology commodities(11),2018-01-01,56.343
232,Personal computers and peripheral equipment(7),2018-01-01,41.455
233,Computer software and accessories(4)(5),2018-01-01,33.468
234,"Telephone hardware, calculators, and other consumer information items(4)(5)",2018-01-01,20.308
235,Alcoholic beverages,2018-01-01,247.359
236,Alcoholic beverages at home,2018-01-01,201.276
237,"Beer, ale, and other malt beverages at home",2018-01-01,224.667
238,Distilled spirits at home,2018-01-01,191.51
239,Whiskey at home(4)(6),2018-01-01,205.305
240,"Distilled spirits, excluding whiskey, at home(4)(6)",2018-01-01,187.025
241,Wine at home,2018-01-01,168.631
242,Alcoholic beverages away from home(4),2018-01-01,347.864
243,"Beer, ale, and other malt beverages away from home(4)(5)(6)",2018-01-01,172.503
244,Wine away from home(4)(5)(6),2018-01-01,185.819
245,Distilled spirits away from home(4)(5)(6),2018-01-01,188.205
246,Other goods(11),2018-01-01,112.55
247,Tobacco and smoking products,2018-01-01,1050.073
248,Cigarettes(5),2018-01-01,429.313
249,Tobacco products other than cigarettes(4)(5),2018-01-01,269.222
250,Personal care products(4),2018-01-01,161.939
251,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",2018-01-01,102.088
252,"Cosmetics, perfume, bath, nail preparations and implements(4)",2018-01-01,188.142
253,Miscellaneous personal goods(5),2018-01-01,78.155
254,"Stationery, stationery supplies, gift wrap(6)",2018-01-01,150.644
255,Infants' equipment(4)(8)(6),2018-01-01,79.714
256,Services less energy services,2018-01-01,323.5
257,Shelter,2018-01-01,302.928
258,Rent of shelter(15),2018-01-01,315.725
259,Rent of primary residence,2018-01-01,314.788
260,Lodging away from home(5),2018-01-01,150.024
261,"Housing at school, excluding board(15)",2018-01-01,543.866
262,Other lodging away from home including hotels and motels,2018-01-01,304.237
263,Owners' equivalent rent of residences(15),2018-01-01,310.828
264,Owners' equivalent rent of primary residence(15),2018-01-01,310.832
265,Tenants' and household insurance(4)(5),2018-01-01,149.073
266,Water and sewer and trash collection services(5),2018-01-01,232.977
267,Water and sewerage maintenance,2018-01-01,543.112
268,Garbage and trash collection(4)(13),2018-01-01,453.354
269,Household operations(4)(5),2018-01-01,181.34
270,Domestic services(4)(5),2018-01-01,163.899
271,Gardening and lawncare services(4)(5),2018-01-01,
272,"Moving, storage, freight expense(5)",2018-01-01,162.943
273,Repair of household items(4)(5),2018-01-01,243.743
274,Medical care services,2018-01-01,513.135
275,Professional services,2018-01-01,375.656
276,Physicians' services,2018-01-01,379.077
277,Dental services,2018-01-01,475.371
278,Eyeglasses and eye care(4)(9),2018-01-01,189.615
279,Services by other medical professionals(4)(9),2018-01-01,237.027
280,Hospital and related services,2018-01-01,857.19
281,Hospital services(16),2018-01-01,328.635
282,Inpatient hospital services(16)(6),2018-01-01,322.327
283,Outpatient hospital services(9)(6),2018-01-01,727.708
284,Nursing homes and adult day services(16),2018-01-01,224.075
285,Care of invalids and elderly at home(4)(8),2018-01-01,119.507
286,Health insurance(4)(8),2018-01-01,134.201
287,Transportation services,2018-01-01,315.764
288,Leased cars and trucks(4)(14),2018-01-01,87.673
289,Car and truck rental(5),2018-01-01,117.195
290,Motor vehicle maintenance and repair(4),2018-01-01,283.305
291,Motor vehicle body work(4),2018-01-01,298.983
292,Motor vehicle maintenance and servicing(4),2018-01-01,254.569
293,Motor vehicle repair(4)(5),2018-01-01,175.29
294,Motor vehicle insurance,2018-01-01,554.166
295,Motor vehicle fees(4)(5),2018-01-01,186.598
296,State motor vehicle registration and license fees(4)(5),2018-01-01,178.013
297,Parking and other fees(4)(5),2018-01-01,201.048
298,Parking fees and tolls(5)(6),2018-01-01,229.927
299,Automobile service clubs(4)(5)(6),2018-01-01,117.654
300,Public transportation,2018-01-01,253.228
301,Airline fares,2018-01-01,255.496
302,Other intercity transportation,2018-01-01,161.288
303,Intercity bus fare(4)(7)(6),2018-01-01,135.351
304,Intercity train fare(4)(7)(6),2018-01-01,
305,Ship fare(4)(5)(6),2018-01-01,66.42
306,Intracity transportation(4),2018-01-01,318.775
307,Intracity mass transit(4)(11)(6),2018-01-01,126.798
308,Recreation services(11),2018-01-01,120.461
309,Video and audio services(11),2018-01-01,124.127
310,Cable and satellite television service(13),2018-01-01,465.752
311,"Video discs and other media, including rental of video(4)(5)",2018-01-01,73.422
312,Video discs and other media(4)(5)(6),2018-01-01,38.213
313,Rental of video discs and other media(4)(5)(6),2018-01-01,129.173
314,Pet services including veterinary(5),2018-01-01,242.316
315,Pet services(4)(5)(6),2018-01-01,188.187
316,Veterinarian services(5)(6),2018-01-01,254.247
317,Photographers and photo processing(4)(5),2018-01-01,121.86
318,Photographer fees(4)(5)(6),2018-01-01,127.302
319,Photo processing(4)(5)(6),2018-01-01,112.996
320,Other recreation services(5),2018-01-01,166.233
321,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees(4)(5)",2018-01-01,138.316
322,Admissions,2018-01-01,374.702
323,"Admission to movies, theaters, and concerts(4)(5)(6)",2018-01-01,180.433
324,Admission to sporting events(4)(5)(6),2018-01-01,216.334
325,Fees for lessons or instructions(4)(9),2018-01-01,312.298
326,Education and communication services(11),2018-01-01,109.28
327,"Tuition, other school fees, and childcare",2018-01-01,733.683
328,College tuition and fees,2018-01-01,833.625
329,Elementary and high school tuition and fees,2018-01-01,821.843
330,Child care and nursery school(12),2018-01-01,292.569
331,Technical and business school tuition and fees(5),2018-01-01,248.117
332,Postage and delivery services(5),2018-01-01,182.91
333,Postage,2018-01-01,286.075
334,Delivery services(5),2018-01-01,308.954
335,Telephone services(4)(5),2018-01-01,90.958
336,Wireless telephone services(4)(5),2018-01-01,47.972
337,Land-line telephone services(4)(11),2018-01-01,117.473
338,Internet services and electronic information providers(5),2018-01-01,75.919
339,Other personal services(4)(11),2018-01-01,119.411
340,Personal care services(4),2018-01-01,260.157
341,Haircuts and other personal care services(4)(5),2018-01-01,158.738
342,Miscellaneous personal services,2018-01-01,428.192
343,Legal services(4)(9),2018-01-01,349.586
344,Funeral expenses(4)(9),2018-01-01,327.463
345,Laundry and dry cleaning services(4)(5),2018-01-01,166.494
346,Apparel services other than laundry and dry cleaning(4)(5),2018-01-01,186.432
347,Financial services(9),2018-01-01,346.085
348,Checking account and other bank services(4)(5)(6),2018-01-01,161.777
349,Tax return preparation and other accounting fees(5)(6),2018-01-01,241.69
350,,2018-01-01,
351,Special aggregate indexes,2018-01-01,
352,,2018-01-01,
353,All items less food,2018-01-01,247.161
354,All items less shelter,2018-01-01,229.08
355,All items less food and shelter,2018-01-01,222.971
356,"All items less food, shelter, and energy",2018-01-01,227.726
357,"All items less food, shelter, energy, and used cars and trucks",2018-01-01,233.347
358,All items less medical care,2018-01-01,236.677
359,All items less energy,2018-01-01,253.594
360,Commodities,2018-01-01,182.434
361,"Commodities less food, energy, and used cars and trucks",2018-01-01,144.884
362,Commodities less food,2018-01-01,151.229
363,Commodities less food and beverages,2018-01-01,147.92
364,Services,2018-01-01,312.318
365,Services less rent of shelter(15),2018-01-01,332.499
366,Services less medical care services,2018-01-01,297.076
367,Durables,2018-01-01,104.433
368,Nondurables,2018-01-01,222.191
369,Nondurables less food,2018-01-01,196.483
370,Nondurables less food and beverages,2018-01-01,193.31
371,"Nondurables less food, beverages, and apparel",2018-01-01,241.796
372,Nondurables less food and apparel,2018-01-01,241.139
373,Housing,2018-01-01,254.857
374,Education and communication(5),2018-01-01,136.635
375,Education(5),2018-01-01,256.15
376,Communication(5),2018-01-01,74.354
377,Information and information processing(5),2018-01-01,70.473
378,"Information technology, hardware and services(17)",2018-01-01,7.532
379,Recreation(5),2018-01-01,118.647
380,Video and audio(5),2018-01-01,104.014
381,"Pets, pet products and services(5)",2018-01-01,170.822
382,Photography(5),2018-01-01,73.647
383,Food and beverages,2018-01-01,252.109
384,Domestically produced farm food,2018-01-01,248.099
385,Other services,2018-01-01,350.006
386,Apparel less footwear,2018-01-01,115.513
387,Fuels and utilities,2018-01-01,238.77
388,Household energy,2018-01-01,198.873
389,Medical care,2018-01-01,481.06
390,Transportation,2018-01-01,205.338
391,Private transportation,2018-01-01,201.164
392,New and used motor vehicles(5),2018-01-01,98.644
393,Utilities and public transportation,2018-01-01,215.276
394,Household furnishings and operations,2018-01-01,120.834
395,Other goods and services,2018-01-01,437.687
396,Personal care(4),2018-01-01,228.771
397,,2018-01-01,
398,All items,2018-02-01,248.991
399,Food,2018-02-01,252.266
400,Food at home,2018-02-01,239.19
401,Cereals and bakery products,2018-02-01,271.245
402,Cereals and cereal products,2018-02-01,226.256
403,Flour and prepared flour mixes,2018-02-01,241.662
404,Breakfast cereal(4),2018-02-01,219.211
405,"Rice, pasta, cornmeal(4)",2018-02-01,235.754
406,Rice(4)(5)(6),2018-02-01,160.229
407,Bakery products(4),2018-02-01,297.046
408,Bread(4)(5),2018-02-01,176.251
409,White bread(4)(6),2018-02-01,317.387
410,Bread other than white(4)(6),2018-02-01,342.862
411,"Fresh biscuits, rolls, muffins(5)",2018-02-01,177.347
412,"Cakes, cupcakes, and cookies",2018-02-01,288.306
413,Cookies(6),2018-02-01,273.048
414,Fresh cakes and cupcakes(4)(6),2018-02-01,306.144
415,Other bakery products,2018-02-01,262.862
416,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2018-02-01,297.587
417,"Crackers, bread, and cracker products(6)",2018-02-01,297.758
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2018-02-01,267.902
419,"Meats, poultry, fish, and eggs",2018-02-01,247.095
420,"Meats, poultry, and fish",2018-02-01,248.385
421,Meats,2018-02-01,250.258
422,Beef and veal,2018-02-01,297.508
423,Uncooked ground beef(4),2018-02-01,267.776
424,Uncooked beef roasts(4)(5),2018-02-01,220.027
425,Uncooked beef steaks(5),2018-02-01,198.172
426,Uncooked other beef and veal(4)(5),2018-02-01,235.843
427,Pork,2018-02-01,209.685
428,"Bacon, breakfast sausage, and related products(5)",2018-02-01,160.153
429,Bacon and related products(6),2018-02-01,301.536
430,Breakfast sausage and related products(5)(6),2018-02-01,143.654
431,Ham,2018-02-01,191.515
432,"Ham, excluding canned(6)",2018-02-01,212.758
433,Pork chops(4),2018-02-01,187.079
434,"Other pork including roasts, steaks, and ribs(5)",2018-02-01,126.171
435,Other meats,2018-02-01,223.985
436,Frankfurters(6),2018-02-01,233.833
437,Lunchmeats(5)(6),2018-02-01,143.158
438,Lamb and organ meats(4)(6),2018-02-01,
439,Lamb and mutton(4)(5)(6),2018-02-01,
440,Poultry(4),2018-02-01,231.909
441,Chicken(4)(5),2018-02-01,149.787
442,Fresh whole chicken(4)(6),2018-02-01,246.842
443,Fresh and frozen chicken parts(4)(6),2018-02-01,223.218
444,Other uncooked poultry including turkey(5),2018-02-01,148.655
445,Fish and seafood,2018-02-01,285.678
446,Fresh fish and seafood(5),2018-02-01,179.712
447,Processed fish and seafood(5),2018-02-01,140.868
448,Shelf stable fish and seafood(4)(6),2018-02-01,195.231
449,Frozen fish and seafood(6),2018-02-01,295.836
450,Eggs,2018-02-01,231.965
451,Dairy and related products,2018-02-01,216.412
452,Milk(4)(5),2018-02-01,137.532
453,Fresh whole milk(6),2018-02-01,196.689
454,Fresh milk other than whole(5)(6),2018-02-01,141.676
455,Cheese and related products,2018-02-01,228.471
456,Ice cream and related products,2018-02-01,221.256
457,Other dairy and related products(4)(5),2018-02-01,146.357
458,Fruits and vegetables,2018-02-01,298.503
459,Fresh fruits and vegetables,2018-02-01,346.841
460,Fresh fruits,2018-02-01,367.225
461,Apples,2018-02-01,338.35
462,Bananas(4),2018-02-01,197.969
463,Citrus fruits(5),2018-02-01,248.93
464,"Oranges, including tangerines(6)",2018-02-01,502.984
465,Other fresh fruits(5),2018-02-01,125.443
466,Fresh vegetables,2018-02-01,324.211
467,Potatoes,2018-02-01,339.368
468,Lettuce,2018-02-01,282.851
469,Tomatoes(4),2018-02-01,345.287
470,Other fresh vegetables,2018-02-01,328.286
471,Processed fruits and vegetables(5),2018-02-01,154.918
472,Canned fruits and vegetables(5),2018-02-01,158.107
473,Canned fruits(5)(6),2018-02-01,154.028
474,Canned vegetables(5)(6),2018-02-01,165.915
475,Frozen fruits and vegetables(5),2018-02-01,147.197
476,Frozen vegetables(6),2018-02-01,199.859
477,Other processed fruits and vegetables including dried(5),2018-02-01,157.527
478,"Dried beans, peas, and lentils(4)(5)(6)",2018-02-01,192.752
479,Nonalcoholic beverages and beverage materials,2018-02-01,167.736
480,Juices and nonalcoholic drinks(5),2018-02-01,129.872
481,Carbonated drinks,2018-02-01,164.038
482,Frozen noncarbonated juices and drinks(4)(5),2018-02-01,181.2
483,Nonfrozen noncarbonated juices and drinks(5),2018-02-01,117.722
484,Beverage materials including coffee and tea(5),2018-02-01,116.778
485,Coffee,2018-02-01,194.747
486,Roasted coffee(6),2018-02-01,204.298
487,Instant coffee(4)(6),2018-02-01,187.244
488,Other beverage materials including tea(4)(5),2018-02-01,128.987
489,Other food at home,2018-02-01,210.115
490,Sugar and sweets(4),2018-02-01,217.059
491,Sugar and artificial sweeteners,2018-02-01,187.842
492,Candy and chewing gum(4)(5),2018-02-01,145.931
493,Other sweets(5),2018-02-01,157.256
494,Fats and oils,2018-02-01,229.721
495,Butter and margarine(5),2018-02-01,204.922
496,Butter(6),2018-02-01,243.154
497,Margarine(6),2018-02-01,299.542
498,Salad dressing(5),2018-02-01,129.456
499,Other fats and oils including peanut butter(5),2018-02-01,161.015
500,Peanut butter(4)(5)(6),2018-02-01,158.126
501,Other foods,2018-02-01,223.989
502,Soups,2018-02-01,242.638
503,Frozen and freeze dried prepared foods(4),2018-02-01,165.872
504,Snacks(4),2018-02-01,251.747
505,"Spices, seasonings, condiments, sauces",2018-02-01,241.15
506,Salt and other seasonings and spices(5)(6),2018-02-01,156.251
507,"Olives, pickles, relishes(4)(5)(6)",2018-02-01,137.788
508,Sauces and gravies(5)(6),2018-02-01,139.867
509,Other condiments(6),2018-02-01,272.599
510,Baby food(4)(5),2018-02-01,159.256
511,Other miscellaneous foods(4)(5),2018-02-01,131.823
512,Prepared salads(4)(7)(6),2018-02-01,129.814
513,Food away from home(4),2018-02-01,273.435
514,Full service meals and snacks(4)(5),2018-02-01,169.371
515,Limited service meals and snacks(4)(5),2018-02-01,175.272
516,Food at employee sites and schools(5),2018-02-01,176.525
517,Food at elementary and secondary schools(4)(8)(6),2018-02-01,146.025
518,Food from vending machines and mobile vendors(4)(5),2018-02-01,157.343
519,Other food away from home(4)(5),2018-02-01,188.343
520,,2018-02-01,
521,Energy,2018-02-01,213.519
522,Energy commodities,2018-02-01,233.414
523,Fuel oil and other fuels,2018-02-01,294.561
524,Fuel oil,2018-02-01,292.718
525,"Propane, kerosene, and firewood(9)",2018-02-01,351.616
526,Motor fuel,2018-02-01,228.666
527,Gasoline (all types),2018-02-01,227.42
528,"Gasoline, unleaded regular(6)",2018-02-01,223.084
529,"Gasoline, unleaded midgrade(10)(6)",2018-02-01,243.15
530,"Gasoline, unleaded premium(6)",2018-02-01,238.609
531,Other motor fuels(5),2018-02-01,218.559
532,Energy services,2018-02-01,203.932
533,Electricity,2018-02-01,210.97
534,Utility (piped) gas service,2018-02-01,179.557
535,,2018-02-01,
536,All items less food and energy,2018-02-01,255.783
537,Commodities less food and energy commodities,2018-02-01,144.412
538,Household furnishings and supplies(11),2018-02-01,89.805
539,Window and floor coverings and other linens(4)(5),2018-02-01,59.28
540,Floor coverings(4)(5),2018-02-01,112.345
541,Window coverings(4)(5),2018-02-01,67.491
542,Other linens(4)(5),2018-02-01,45.591
543,Furniture and bedding,2018-02-01,110.577
544,Bedroom furniture(4),2018-02-01,127.843
545,"Living room, kitchen, and dining room furniture(4)(5)",2018-02-01,84.253
546,Other furniture(5),2018-02-01,68.923
547,Infants' furniture(4)(8)(6),2018-02-01,94.58
548,Appliances(5),2018-02-01,73.23
549,Major appliances(5),2018-02-01,77.711
550,Laundry equipment(6),2018-02-01,86.107
551,Other appliances(5),2018-02-01,64.09
552,Other household equipment and furnishings(5),2018-02-01,52.804
553,"Clocks, lamps, and decorator items(4)",2018-02-01,39.045
554,Indoor plants and flowers(12),2018-02-01,133.091
555,Dishes and flatware(4)(5),2018-02-01,51.247
