,Expenditure category,Date,Unadjusted CPI Index
54,Fresh milk other than whole(5)(6),2021-01-01,155.161
55,Cheese and related products(4),2021-01-01,244.437
56,Ice cream and related products,2021-01-01,234.615
57,Other dairy and related products(4)(5),2021-01-01,152.552
58,Fruits and vegetables,2021-01-01,309.954
59,Fresh fruits and vegetables,2021-01-01,358.851
60,Fresh fruits,2021-01-01,364.882
61,Apples,2021-01-01,322.045
62,Bananas(4),2021-01-01,196.779
63,Citrus fruits(5),2021-01-01,251.847
64,"Oranges, including tangerines(6)",2021-01-01,493.088
65,Other fresh fruits(5),2021-01-01,124.788
66,Fresh vegetables,2021-01-01,351.007
67,Potatoes,2021-01-01,375.454
68,Lettuce(4),2021-01-01,350.892
69,Tomatoes,2021-01-01,356.149
70,Other fresh vegetables,2021-01-01,347.15
71,Processed fruits and vegetables(5),2021-01-01,163.033
72,Canned fruits and vegetables(5),2021-01-01,170.968
73,Canned fruits(5)(6),2021-01-01,163.634
74,Canned vegetables(5)(6),2021-01-01,183.386
75,Frozen fruits and vegetables(5),2021-01-01,151.11
76,Frozen vegetables(6),2021-01-01,206.418
77,Other processed fruits and vegetables including dried(5),2021-01-01,158.548
78,"Dried beans, peas, and lentils(4)(5)(6)",2021-01-01,189.956
79,Nonalcoholic beverages and beverage materials,2021-01-01,179.789
80,Juices and nonalcoholic drinks(5),2021-01-01,142.196
81,Carbonated drinks,2021-01-01,184.601
82,Frozen noncarbonated juices and drinks(4)(5),2021-01-01,179.217
83,Nonfrozen noncarbonated juices and drinks(5),2021-01-01,126.587
84,Beverage materials including coffee and tea(5),2021-01-01,118.748
85,Coffee,2021-01-01,195.758
86,Roasted coffee(6),2021-01-01,204.327
87,Instant coffee(4)(6),2021-01-01,186.071
88,Other beverage materials including tea(4)(5),2021-01-01,133.823
89,Other food at home,2021-01-01,217.824
90,Sugar and sweets(4),2021-01-01,232.56
91,Sugar and sugar substitutes,2021-01-01,205.7
92,Candy and chewing gum(4)(5),2021-01-01,159.009
93,Other sweets(5),2021-01-01,156.973
94,Fats and oils,2021-01-01,231.62
95,Butter and margarine(5),2021-01-01,206.79
96,Butter(6),2021-01-01,246.297
97,Margarine(6),2021-01-01,301.761
98,Salad dressing(5),2021-01-01,133.404
99,Other fats and oils including peanut butter(5),2021-01-01,160.497
100,Peanut butter(4)(5)(6),2021-01-01,
101,Other foods,2021-01-01,231.763
102,Soups,2021-01-01,246.905
103,Frozen and freeze dried prepared foods,2021-01-01,170.84
104,Snacks(4),2021-01-01,255.377
105,"Spices, seasonings, condiments, sauces",2021-01-01,251.557
106,Salt and other seasonings and spices(5)(6),2021-01-01,160.754
107,"Olives, pickles, relishes(4)(5)(6)",2021-01-01,148.693
108,Sauces and gravies(5)(6),2021-01-01,145.908
109,Other condiments(6),2021-01-01,280.216
110,Baby food(4)(5),2021-01-01,172.794
111,Other miscellaneous foods(5),2021-01-01,137.879
112,Prepared salads(7)(6),2021-01-01,133.529
113,Food away from home(4),2021-01-01,300.382
114,Full service meals and snacks(4)(5),2021-01-01,184.776
115,Limited service meals and snacks(4)(5),2021-01-01,196.386
116,Food at employee sites and schools(4)(5),2021-01-01,157.583
117,Food at elementary and secondary schools(4)(8)(6),2021-01-01,118.831
118,Food from vending machines and mobile vendors(4)(5),2021-01-01,173.716
119,Other food away from home(4)(5),2021-01-01,201.915
120,,2021-01-01,
121,Energy,2021-01-01,205.273
122,Energy commodities,2021-01-01,212.676
123,Fuel oil and other fuels,2021-01-01,267.049
124,Fuel oil(4),2021-01-01,243.588
125,"Propane, kerosene, and firewood(9)",2021-01-01,362.2
126,Motor fuel,2021-01-01,208.387
127,Gasoline (all types),2021-01-01,207.406
128,"Gasoline, unleaded regular(6)",2021-01-01,202.401
129,"Gasoline, unleaded midgrade(10)(6)",2021-01-01,228.27
130,"Gasoline, unleaded premium(6)",2021-01-01,225.014
131,Other motor fuels(4)(5),2021-01-01,192.812
132,Energy services,2021-01-01,207.649
133,Electricity,2021-01-01,215.242
134,Utility (piped) gas service,2021-01-01,181.709
135,,2021-01-01,
136,All items less food and energy,2021-01-01,269.755
137,Commodities less food and energy commodities,2021-01-01,145.973
138,Household furnishings and supplies(11),2021-01-01,92.871
139,Window and floor coverings and other linens(4)(5),2021-01-01,55.777
140,Floor coverings(4)(5),2021-01-01,110.759
141,Window coverings(4)(5),2021-01-01,63.32
142,Other linens(4)(5),2021-01-01,42.321
143,Furniture and bedding(4),2021-01-01,115.163
144,Bedroom furniture(4),2021-01-01,128.341
145,"Living room, kitchen, and dining room furniture(4)(5)",2021-01-01,89.424
146,Other furniture(5),2021-01-01,73.185
147,Appliances(5),2021-01-01,81.349
148,Major appliances(5),2021-01-01,94.121
149,Laundry equipment(4)(6),2021-01-01,109.401
150,Other appliances(4)(5),2021-01-01,68.065
151,Other household equipment and furnishings(4)(5),2021-01-01,51.23
152,"Clocks, lamps, and decorator items(4)",2021-01-01,37.626
153,Indoor plants and flowers(12),2021-01-01,139.0
154,Dishes and flatware(4)(5),2021-01-01,46.638
155,Nonelectric cookware and tableware(4)(5),2021-01-01,78.602
156,"Tools, hardware, outdoor equipment and supplies(5)",2021-01-01,92.441
157,"Tools, hardware and supplies(4)(5)",2021-01-01,100.718
158,Outdoor equipment and supplies(5),2021-01-01,88.58
159,Housekeeping supplies(4),2021-01-01,199.947
160,Household cleaning products(4)(5),2021-01-01,128.551
161,Household paper products(4)(5),2021-01-01,193.185
162,Miscellaneous household products(4)(5),2021-01-01,119.91
163,Apparel,2021-01-01,117.785
164,Men's and boys' apparel,2021-01-01,113.504
165,Men's apparel,2021-01-01,115.305
166,"Men's suits, sport coats, and outerwear",2021-01-01,86.658
167,"Men's underwear, nightwear, swimwear, and accessories(4)",2021-01-01,156.571
168,Men's shirts and sweaters(5),2021-01-01,70.151
169,Men's pants and shorts,2021-01-01,126.647
170,Boys' apparel,2021-01-01,104.455
171,Women's and girls' apparel,2021-01-01,98.301
172,Women's apparel,2021-01-01,97.492
173,Women's outerwear,2021-01-01,90.642
174,Women's dresses,2021-01-01,90.881
175,Women's suits and separates(5),2021-01-01,67.981
176,"Women's underwear, nightwear, swimwear, and accessories(5)",2021-01-01,96.923
177,Girls' apparel,2021-01-01,101.155
178,Footwear,2021-01-01,133.687
179,Men's footwear(4),2021-01-01,140.705
180,Boys' and girls' footwear,2021-01-01,152.742
181,Women's footwear,2021-01-01,119.186
182,Infants' and toddlers' apparel,2021-01-01,108.665
183,Jewelry and watches(9),2021-01-01,179.725
184,Watches(4)(9),2021-01-01,146.565
185,Jewelry(9),2021-01-01,177.861
186,Transportation commodities less motor fuel(11),2021-01-01,108.805
187,New vehicles,2021-01-01,149.377
188,New cars and trucks(5)(6),2021-01-01,103.526
189,New cars(6),2021-01-01,145.725
190,New trucks(13)(6),2021-01-01,159.136
191,Used cars and trucks,2021-01-01,149.659
192,Motor vehicle parts and equipment(4),2021-01-01,149.198
193,Tires(4),2021-01-01,127.029
194,Vehicle accessories other than tires(4)(5),2021-01-01,179.466
195,Vehicle parts and equipment other than tires(4)(6),2021-01-01,169.872
196,"Motor oil, coolant, and fluids(4)(6)",2021-01-01,389.111
197,Medical care commodities(4),2021-01-01,377.546
198,Medicinal drugs(11),2021-01-01,123.862
199,Prescription drugs,2021-01-01,525.434
200,Nonprescription drugs(4)(11),2021-01-01,94.853
201,Medical equipment and supplies(4)(11),2021-01-01,95.402
202,Recreation commodities(11),2021-01-01,79.553
203,Video and audio products(11),2021-01-01,36.56
204,Televisions,2021-01-01,1.362
205,Other video equipment(5),2021-01-01,9.937
206,Audio equipment(4),2021-01-01,25.936
207,Recorded music and music subscriptions(4)(5),2021-01-01,78.718
208,Pets and pet products(4),2021-01-01,202.042
209,Pet food(4)(5)(6),2021-01-01,154.958
210,"Purchase of pets, pet supplies, accessories(4)(5)(6)",2021-01-01,115.225
211,Sporting goods(4),2021-01-01,117.219
212,Sports vehicles including bicycles(4),2021-01-01,160.236
213,Sports equipment(4),2021-01-01,81.32
214,Photographic equipment and supplies,2021-01-01,56.809
215,Photographic equipment(5)(6),2021-01-01,23.952
216,Recreational reading materials(4),2021-01-01,274.619
217,Newspapers and magazines(4)(5),2021-01-01,205.939
218,Recreational books(4)(5),2021-01-01,99.671
219,Other recreational goods(5),2021-01-01,33.108
220,Toys,2021-01-01,28.969
221,"Toys, games, hobbies and playground equipment(5)(6)",2021-01-01,37.571
222,"Sewing machines, fabric and supplies(4)(5)",2021-01-01,93.216
223,Music instruments and accessories(4)(5),2021-01-01,101.921
224,Education and communication commodities(11),2021-01-01,67.34
225,Educational books and supplies(4),2021-01-01,684.568
226,College textbooks(4)(14)(6),2021-01-01,235.084
227,Information technology commodities(11),2021-01-01,47.532
228,"Computers, peripherals, and smart home assistants(4)(7)",2021-01-01,38.316
229,Computer software and accessories(4)(5),2021-01-01,26.28
230,"Telephone hardware, calculators, and other consumer information items(5)",2021-01-01,12.263
231,Smartphones(4)(6)(15),2021-01-01,81.345
232,Alcoholic beverages,2021-01-01,259.765
233,Alcoholic beverages at home,2021-01-01,210.458
234,"Beer, ale, and other malt beverages at home",2021-01-01,239.16
235,Distilled spirits at home(4),2021-01-01,199.253
236,Whiskey at home(4)(6),2021-01-01,213.064
237,"Distilled spirits, excluding whiskey, at home(4)(6)",2021-01-01,195.557
238,Wine at home,2021-01-01,173.193
239,Alcoholic beverages away from home(4),2021-01-01,367.968
240,"Beer, ale, and other malt beverages away from home(4)(5)(6)",2021-01-01,179.841
241,Wine away from home(4)(5)(6),2021-01-01,198.23
242,Distilled spirits away from home(4)(5)(6),2021-01-01,204.712
243,Other goods(11),2021-01-01,118.508
244,Tobacco and smoking products(4),2021-01-01,1220.942
245,Cigarettes(4)(5),2021-01-01,502.735
246,Tobacco products other than cigarettes(4)(5),2021-01-01,293.502
247,Personal care products(4),2021-01-01,159.785
248,"Hair, dental, shaving, and miscellaneous personal care products(4)(5)",2021-01-01,103.209
249,"Cosmetics, perfume, bath, nail preparations and implements(4)",2021-01-01,179.952
250,Miscellaneous personal goods(4)(5),2021-01-01,75.182
251,"Stationery, stationery supplies, gift wrap(6)",2021-01-01,159.876
252,Services less energy services,2021-01-01,347.19
253,Shelter,2021-01-01,328.282
254,Rent of shelter(16),2021-01-01,342.373
255,Rent of primary residence,2021-01-01,344.758
256,Lodging away from home(5),2021-01-01,136.034
257,"Housing at school, excluding board(16)",2021-01-01,582.375
258,Other lodging away from home including hotels and motels,2021-01-01,268.995
259,Owners' equivalent rent of residences(16),2021-01-01,338.181
260,Owners' equivalent rent of primary residence(16),2021-01-01,338.21
261,Tenants' and household insurance(4)(5),2021-01-01,152.493
262,Water and sewer and trash collection services(5),2021-01-01,257.722
263,Water and sewerage maintenance,2021-01-01,596.237
264,Garbage and trash collection(4)(13),2021-01-01,512.722
265,Household operations(4)(5),2021-01-01,207.123
266,Domestic services(4)(5),2021-01-01,183.296
267,Gardening and lawncare services(4)(5),2021-01-01,
268,"Moving, storage, freight expense(4)(5)",2021-01-01,184.576
269,Repair of household items(4)(5),2021-01-01,272.086
270,Medical care services,2021-01-01,568.778
271,Professional services,2021-01-01,395.911
272,Physicians' services(4),2021-01-01,397.892
273,Dental services,2021-01-01,516.519
274,Eyeglasses and eye care(4)(9),2021-01-01,192.378
275,Services by other medical professionals(4)(9),2021-01-01,247.153
276,Hospital and related services,2021-01-01,936.837
277,Hospital services(17),2021-01-01,358.733
278,Inpatient hospital services(17)(6),2021-01-01,346.381
279,Outpatient hospital services(9)(6),2021-01-01,784.494
280,Nursing homes and adult day services(17),2021-01-01,245.25
281,Care of invalids and elderly at home(4)(8),2021-01-01,134.678
282,Health insurance(4)(8),2021-01-01,177.079
283,Transportation services,2021-01-01,311.312
284,Leased cars and trucks(4)(14),2021-01-01,82.018
285,Car and truck rental(5),2021-01-01,133.433
286,Motor vehicle maintenance and repair(4),2021-01-01,310.662
287,Motor vehicle body work(4),2021-01-01,329.361
288,Motor vehicle maintenance and servicing(4),2021-01-01,280.494
289,Motor vehicle repair(4)(5),2021-01-01,190.854
290,Motor vehicle insurance,2021-01-01,551.552
291,Motor vehicle fees(4)(5),2021-01-01,196.997
292,State motor vehicle registration and license fees(4)(5),2021-01-01,186.013
293,Parking and other fees(4)(5),2021-01-01,214.896
294,Parking fees and tolls(5)(6),2021-01-01,247.097
295,Public transportation,2021-01-01,217.5
296,Airline fares,2021-01-01,200.825
297,Other intercity transportation,2021-01-01,159.675
298,Ship fare(4)(5)(6),2021-01-01,63.907
299,Intracity transportation(4),2021-01-01,309.54
300,Intracity mass transit(4)(11)(6),2021-01-01,117.46
301,Recreation services(11),2021-01-01,126.944
302,Video and audio services(11),2021-01-01,133.747
303,Cable and satellite television service(13),2021-01-01,507.562
304,"Video discs and other media, including rental of video(4)(5)",2021-01-01,66.232
305,Video discs and other media(4)(5)(6),2021-01-01,32.234
306,Rental of video discs and other media(4)(5)(6),2021-01-01,139.211
307,Pet services including veterinary(5),2021-01-01,270.153
308,Veterinarian services(5)(6),2021-01-01,285.033
309,Photographers and photo processing(4)(5),2021-01-01,121.776
310,Other recreation services(5),2021-01-01,170.235
311,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees(4)(5)",2021-01-01,145.086
312,Admissions(4),2021-01-01,367.426
313,"Admission to movies, theaters, and concerts(4)(5)(6)",2021-01-01,189.962
314,Admission to sporting events(4)(5)(6),2021-01-01,186.073
315,Fees for lessons or instructions(4)(9),2021-01-01,338.351
316,Education and communication services(11),2021-01-01,114.829
317,"Tuition, other school fees, and childcare",2021-01-01,781.914
318,College tuition and fees,2021-01-01,878.569
319,Elementary and high school tuition and fees,2021-01-01,901.66
320,Day care and preschool(12),2021-01-01,314.785
321,Technical and business school tuition and fees(5),2021-01-01,262.113
322,Postage and delivery services(5),2021-01-01,205.418
323,Postage,2021-01-01,322.935
324,Delivery services(5),2021-01-01,334.396
325,Telephone services(4)(5),2021-01-01,94.165
326,Wireless telephone services(4)(5),2021-01-01,48.312
327,Land-line telephone services(4)(11),2021-01-01,132.04
328,Internet services and electronic information providers(5),2021-01-01,78.485
329,Other personal services(4)(11),2021-01-01,129.591
330,Personal care services(4),2021-01-01,293.012
331,Haircuts and other personal care services(4)(5),2021-01-01,178.785
332,Miscellaneous personal services(4),2021-01-01,452.841
333,Legal services(4)(9),2021-01-01,369.417
334,Funeral expenses(4)(9),2021-01-01,345.498
335,Laundry and dry cleaning services(4)(5),2021-01-01,183.159
336,Apparel services other than laundry and dry cleaning(4)(5),2021-01-01,209.546
337,Financial services(9),2021-01-01,349.467
338,Checking account and other bank services(4)(5)(6),2021-01-01,150.043
339,Tax return preparation and other accounting fees(4)(5)(6),2021-01-01,261.103
340,,2021-01-01,
341,Special aggregate indexes,2021-01-01,
342,,2021-01-01,
343,All items less food,2021-01-01,260.098
344,All items less shelter,2021-01-01,238.594
345,All items less food and shelter,2021-01-01,230.398
346,"All items less food, shelter, and energy",2021-01-01,237.329
347,"All items less food, shelter, energy, and used cars and trucks",2021-01-01,242.424
348,All items less medical care,2021-01-01,249.098
349,All items less energy,2021-01-01,269.199
350,Commodities,2021-01-01,187.79
351,"Commodities less food, energy, and used cars and trucks",2021-01-01,145.857
352,Commodities less food,2021-01-01,151.918
353,Commodities less food and beverages,2021-01-01,148.303
354,Services,2021-01-01,334.451
355,Services less rent of shelter(16),2021-01-01,351.226
356,Services less medical care services,2021-01-01,316.72
357,Durables,2021-01-01,107.517
358,Nondurables,2021-01-01,228.543
359,Nondurables less food,2021-01-01,193.157
360,Nondurables less food and beverages,2021-01-01,188.975
361,"Nondurables less food, beverages, and apparel",2021-01-01,237.386
362,Nondurables less food and apparel,2021-01-01,238.365
363,Housing,2021-01-01,274.336
364,Education and communication(5),2021-01-01,141.556
365,Education(5),2021-01-01,272.238
366,Communication(5),2021-01-01,75.361
367,Information and information processing(5),2021-01-01,71.199
368,"Information technology, hardware and services(18)",2021-01-01,7.28
369,Recreation(5),2021-01-01,122.14
370,Video and audio(5),2021-01-01,107.888
371,"Pets, pet products and services(5)",2021-01-01,182.431
372,Photography(5),2021-01-01,75.719
373,Food and beverages,2021-01-01,270.26
374,Domestically produced farm food(4),2021-01-01,259.851
375,Other services,2021-01-01,369.899
376,Apparel less footwear,2021-01-01,109.762
377,Fuels and utilities,2021-01-01,248.879
378,Household energy,2021-01-01,203.476
379,Medical care,2021-01-01,522.133
380,Transportation,2021-01-01,205.631
381,Private transportation,2021-01-01,203.963
382,New and used motor vehicles(5),2021-01-01,102.492
383,Utilities and public transportation,2021-01-01,220.629
384,Household furnishings and operations,2021-01-01,127.716
385,Other goods and services,2021-01-01,467.995
386,Personal care(4),2021-01-01,239.535
387,,2021-01-01,
388,All items,2021-02-01,263.014
389,Food,2021-02-01,271.363
390,Food at home,2021-02-01,252.716
391,Cereals and bakery products,2021-02-01,284.095
392,Cereals and cereal products,2021-02-01,231.699
393,Flour and prepared flour mixes,2021-02-01,238.561
394,Breakfast cereal(4),2021-02-01,223.913
395,"Rice, pasta, cornmeal",2021-02-01,244.664
396,Rice(4)(5)(6),2021-02-01,166.248
397,Bakery products(4),2021-02-01,314.428
398,Bread(4)(5),2021-02-01,191.171
399,White bread(4)(6),2021-02-01,345.249
400,Bread other than white(4)(6),2021-02-01,372.687
401,"Fresh biscuits, rolls, muffins(5)",2021-02-01,189.257
402,"Cakes, cupcakes, and cookies(4)",2021-02-01,296.6
403,Cookies(4)(6),2021-02-01,277.566
404,Fresh cakes and cupcakes(4)(6),2021-02-01,314.74
405,Other bakery products,2021-02-01,277.028
406,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2021-02-01,324.689
407,"Crackers, bread, and cracker products(6)",2021-02-01,317.346
408,"Frozen and refrigerated bakery products, pies, tarts, turnovers(4)(6)",2021-02-01,270.441
409,"Meats, poultry, fish, and eggs",2021-02-01,266.606
410,"Meats, poultry, and fish",2021-02-01,270.278
411,Meats,2021-02-01,275.065
412,Beef and veal,2021-02-01,334.797
413,Uncooked ground beef(4),2021-02-01,290.26
414,Uncooked beef roasts(4)(5),2021-02-01,264.311
415,Uncooked beef steaks(5),2021-02-01,223.867
416,Uncooked other beef and veal(4)(5),2021-02-01,275.772
417,Pork,2021-02-01,228.134
418,"Bacon, breakfast sausage, and related products(5)",2021-02-01,168.012
419,Bacon and related products(6),2021-02-01,316.901
420,Breakfast sausage and related products(5)(6),2021-02-01,151.023
421,Ham,2021-02-01,221.941
422,"Ham, excluding canned(6)",2021-02-01,248.338
423,Pork chops(4),2021-02-01,205.226
424,"Other pork including roasts, steaks, and ribs(5)",2021-02-01,138.639
425,Other meats,2021-02-01,238.241
426,Frankfurters(6),2021-02-01,256.436
427,Lunchmeats(4)(5)(6),2021-02-01,151.742
428,Poultry(4),2021-02-01,244.068
429,Chicken(4)(5),2021-02-01,156.594
430,Fresh whole chicken(4)(6),2021-02-01,258.55
431,Fresh and frozen chicken parts(4)(6),2021-02-01,232.716
432,Other uncooked poultry including turkey(5),2021-02-01,161.092
433,Fish and seafood,2021-02-01,312.061
434,Fresh fish and seafood(5),2021-02-01,196.115
435,Processed fish and seafood(5),2021-02-01,154.1
436,Shelf stable fish and seafood(6),2021-02-01,225.37
437,Frozen fish and seafood(6),2021-02-01,319.101
438,Eggs,2021-02-01,218.46
439,Dairy and related products,2021-02-01,230.452
440,Milk(5),2021-02-01,149.192
441,Fresh whole milk(6),2021-02-01,214.775
442,Fresh milk other than whole(5)(6),2021-02-01,154.017
443,Cheese and related products(4),2021-02-01,243.24
444,Ice cream and related products,2021-02-01,232.63
445,Other dairy and related products(4)(5),2021-02-01,153.82
446,Fruits and vegetables,2021-02-01,309.993
447,Fresh fruits and vegetables,2021-02-01,358.712
448,Fresh fruits,2021-02-01,369.444
449,Apples,2021-02-01,330.695
450,Bananas(4),2021-02-01,193.05
451,Citrus fruits(5),2021-02-01,254.399
452,"Oranges, including tangerines(6)",2021-02-01,495.755
453,Other fresh fruits(5),2021-02-01,127.159
454,Fresh vegetables,2021-02-01,346.094
455,Potatoes,2021-02-01,370.123
456,Lettuce(4),2021-02-01,344.154
457,Tomatoes,2021-02-01,349.198
458,Other fresh vegetables,2021-02-01,343.27
459,Processed fruits and vegetables(5),2021-02-01,163.36
460,Canned fruits and vegetables(5),2021-02-01,172.091
461,Canned fruits(5)(6),2021-02-01,164.936
462,Canned vegetables(5)(6),2021-02-01,183.597
463,Frozen fruits and vegetables(5),2021-02-01,150.055
464,Frozen vegetables(6),2021-02-01,204.053
465,Other processed fruits and vegetables including dried(5),2021-02-01,159.154
466,"Dried beans, peas, and lentils(4)(5)(6)",2021-02-01,189.961
467,Nonalcoholic beverages and beverage materials,2021-02-01,180.202
468,Juices and nonalcoholic drinks(5),2021-02-01,142.742
469,Carbonated drinks,2021-02-01,185.775
470,Frozen noncarbonated juices and drinks(4)(5),2021-02-01,180.148
471,Nonfrozen noncarbonated juices and drinks(5),2021-02-01,126.831
472,Beverage materials including coffee and tea(5),2021-02-01,118.556
473,Coffee,2021-02-01,195.501
474,Roasted coffee(6),2021-02-01,204.57
475,Instant coffee(4)(6),2021-02-01,183.787
476,Other beverage materials including tea(4)(5),2021-02-01,133.531
477,Other food at home,2021-02-01,219.11
478,Sugar and sweets(4),2021-02-01,231.515
479,Sugar and sugar substitutes,2021-02-01,207.205
480,Candy and chewing gum(4)(5),2021-02-01,157.5
481,Other sweets(5),2021-02-01,157.617
482,Fats and oils,2021-02-01,233.393
483,Butter and margarine(5),2021-02-01,209.978
484,Butter(6),2021-02-01,248.713
485,Margarine(6),2021-02-01,310.701
486,Salad dressing(5),2021-02-01,132.761
487,Other fats and oils including peanut butter(5),2021-02-01,161.965
488,Peanut butter(4)(5)(6),2021-02-01,
489,Other foods,2021-02-01,233.516
490,Soups,2021-02-01,250.762
491,Frozen and freeze dried prepared foods,2021-02-01,171.443
492,Snacks(4),2021-02-01,259.836
493,"Spices, seasonings, condiments, sauces",2021-02-01,253.813
494,Salt and other seasonings and spices(5)(6),2021-02-01,162.408
495,"Olives, pickles, relishes(4)(5)(6)",2021-02-01,151.37
496,Sauces and gravies(5)(6),2021-02-01,146.828
497,Other condiments(6),2021-02-01,282.339
498,Baby food(4)(5),2021-02-01,172.967
499,Other miscellaneous foods(5),2021-02-01,137.999
500,Prepared salads(7)(6),2021-02-01,133.939
501,Food away from home(4),2021-02-01,300.54
502,Full service meals and snacks(4)(5),2021-02-01,185.256
503,Limited service meals and snacks(4)(5),2021-02-01,197.076
504,Food at employee sites and schools(4)(5),2021-02-01,138.337
505,Food at elementary and secondary schools(4)(8)(6),2021-02-01,102.565
506,Food from vending machines and mobile vendors(4)(5),2021-02-01,173.686
507,Other food away from home(4)(5),2021-02-01,202.261
508,,2021-02-01,
509,Energy,2021-02-01,213.277
510,Energy commodities,2021-02-01,227.412
511,Fuel oil and other fuels,2021-02-01,289.571
512,Fuel oil(4),2021-02-01,267.613
513,"Propane, kerosene, and firewood(9)",2021-02-01,385.879
514,Motor fuel,2021-02-01,222.667
515,Gasoline (all types),2021-02-01,221.689
516,"Gasoline, unleaded regular(6)",2021-02-01,216.914
517,"Gasoline, unleaded midgrade(10)(6)",2021-02-01,241.454
518,"Gasoline, unleaded premium(6)",2021-02-01,236.51
519,Other motor fuels(4)(5),2021-02-01,203.109
520,Energy services,2021-02-01,209.296
521,Electricity,2021-02-01,216.998
522,Utility (piped) gas service,2021-02-01,183.006
523,,2021-02-01,
524,All items less food and energy,2021-02-01,270.696
525,Commodities less food and energy commodities,2021-02-01,146.532
526,Household furnishings and supplies(11),2021-02-01,93.003
527,Window and floor coverings and other linens(4)(5),2021-02-01,56.058
528,Floor coverings(4)(5),2021-02-01,111.802
529,Window coverings(4)(5),2021-02-01,62.571
530,Other linens(4)(5),2021-02-01,42.718
531,Furniture and bedding(4),2021-02-01,115.123
532,Bedroom furniture(4),2021-02-01,126.493
533,"Living room, kitchen, and dining room furniture(4)(5)",2021-02-01,89.647
534,Other furniture(5),2021-02-01,74.77
535,Appliances(5),2021-02-01,82.882
536,Major appliances(5),2021-02-01,94.223
537,Laundry equipment(4)(6),2021-02-01,109.057
538,Other appliances(4)(5),2021-02-01,70.03
539,Other household equipment and furnishings(4)(5),2021-02-01,51.874
540,"Clocks, lamps, and decorator items(4)",2021-02-01,37.864
541,Indoor plants and flowers(12),2021-02-01,143.157
542,Dishes and flatware(4)(5),2021-02-01,47.311
543,Nonelectric cookware and tableware(4)(5),2021-02-01,79.846
544,"Tools, hardware, outdoor equipment and supplies(5)",2021-02-01,93.046
545,"Tools, hardware and supplies(4)(5)",2021-02-01,101.634
546,Outdoor equipment and supplies(5),2021-02-01,89.001
547,Housekeeping supplies(4),2021-02-01,197.246
548,Household cleaning products(4)(5),2021-02-01,127.847
549,Household paper products(4)(5),2021-02-01,192.919
550,Miscellaneous household products(4)(5),2021-02-01,116.109
551,Apparel,2021-02-01,119.998
552,Men's and boys' apparel,2021-02-01,115.138
553,Men's apparel,2021-02-01,117.781
