,Area,Date,Unadjusted CPI Index
106,Middle Atlantic(4),{year}-03-01,114.232
107,Midwest,{year}-03-01,267.312
108,Midwest - Size Class A,{year}-03-01,266.405
109,Midwest - Size Class B/C(3),{year}-03-01,171.508
110,East North Central(4),{year}-03-01,115.714
111,West North Central(4),{year}-03-01,116.496
112,South,{year}-03-01,278.598
113,South - Size Class A,{year}-03-01,283.581
114,South - Size Class B/C(3),{year}-03-01,176.109
115,South Atlantic(4),{year}-03-01,117.9
116,East South Central(4),{year}-03-01,115.235
117,West South Central(4),{year}-03-01,115.566
118,West,{year}-03-01,305.082
119,West - Size Class A,{year}-03-01,313.718
120,West - Size Class B/C(3),{year}-03-01,178.019
121,Mountain(4),{year}-03-01,120.67
122,Pacific(4),{year}-03-01,117.774
123,Size classes,{year}-03-01,
124,Size Class A(5),{year}-03-01,263.872
125,Size Class B/C(3),{year}-03-01,175.685
126,Selected local areas,{year}-03-01,
127,"Chicago-Naperville-Elgin, IL-IN-WI",{year}-03-01,268.417
128,"Los Angeles-Long Beach-Anaheim, CA",{year}-03-01,306.679
129,"New York-Newark-Jersey City, NY-NJ-PA",{year}-03-01,305.024
130,"Atlanta-Sandy Springs-Roswell, GA",{year}-03-01,
131,"Baltimore-Columbia-Towson, MD(6)",{year}-03-01,
132,"Detroit-Warren-Dearborn, MI",{year}-03-01,
133,"Houston-The Woodlands-Sugar Land, TX",{year}-03-01,
134,"Miami-Fort Lauderdale-West Palm Beach, FL",{year}-03-01,
135,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",{year}-03-01,
136,"Phoenix-Mesa-Scottsdale, AZ(7)",{year}-03-01,
137,"San Francisco-Oakland-Hayward, CA",{year}-03-01,
138,"Seattle-Tacoma-Bellevue, WA",{year}-03-01,
139,"St. Louis, MO-IL",{year}-03-01,
140,Urban Alaska,{year}-03-01,
141,"Boston-Cambridge-Newton, MA-NH",{year}-03-01,310.311
142,"Dallas-Fort Worth-Arlington, TX",{year}-03-01,269.347
143,"Denver-Aurora-Lakewood, CO",{year}-03-01,299.529
144,"Minneapolis-St.Paul-Bloomington, MN-WI",{year}-03-01,280.388
145,"Riverside-San Bernardino-Ontario, CA(4)",{year}-03-01,122.127
146,"San Diego-Carlsbad, CA",{year}-03-01,339.852
147,"Tampa-St. Petersburg-Clearwater, FL(8)",{year}-03-01,267.59
148,Urban Hawaii,{year}-03-01,312.158
149,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",{year}-03-01,292.227
150,U.S. city average,2022-04-01,289.109
151,Region and area size(2),2022-04-01,
152,Northeast,2022-04-01,300.325
153,Northeast - Size Class A,2022-04-01,302.59
154,Northeast - Size Class B/C(3),2022-04-01,177.846
155,New England(4),2022-04-01,115.115
156,Middle Atlantic(4),2022-04-01,115.195
157,Midwest,2022-04-01,268.639
158,Midwest - Size Class A,2022-04-01,268.162
159,Midwest - Size Class B/C(3),2022-04-01,172.187
160,East North Central(4),2022-04-01,116.197
161,West North Central(4),2022-04-01,117.269
162,South,2022-04-01,279.879
163,South - Size Class A,2022-04-01,285.087
164,South - Size Class B/C(3),2022-04-01,176.855
165,South Atlantic(4),2022-04-01,118.271
166,East South Central(4),2022-04-01,116.043
167,West South Central(4),2022-04-01,116.294
168,West,2022-04-01,307.145
169,West - Size Class A,2022-04-01,315.653
170,West - Size Class B/C(3),2022-04-01,179.339
171,Mountain(4),2022-04-01,121.551
172,Pacific(4),2022-04-01,118.546
173,Size classes,2022-04-01,
174,Size Class A(5),2022-04-01,265.585
175,Size Class B/C(3),2022-04-01,176.544
176,Selected local areas,2022-04-01,
177,"Chicago-Naperville-Elgin, IL-IN-WI",2022-04-01,269.569
178,"Los Angeles-Long Beach-Anaheim, CA",2022-04-01,308.302
179,"New York-Newark-Jersey City, NY-NJ-PA",2022-04-01,307.781
180,"Atlanta-Sandy Springs-Roswell, GA",2022-04-01,284.925
181,"Baltimore-Columbia-Towson, MD(6)",2022-04-01,290.688
182,"Detroit-Warren-Dearborn, MI",2022-04-01,265.074
183,"Houston-The Woodlands-Sugar Land, TX",2022-04-01,256.668
184,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-04-01,307.42
185,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-04-01,287.602
186,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-04-01,167.396
187,"San Francisco-Oakland-Hayward, CA",2022-04-01,324.878
188,"Seattle-Tacoma-Bellevue, WA",2022-04-01,316.525
189,"St. Louis, MO-IL",2022-04-01,262.296
190,Urban Alaska,2022-04-01,251.041
191,"Boston-Cambridge-Newton, MA-NH",2022-04-01,
192,"Dallas-Fort Worth-Arlington, TX",2022-04-01,
193,"Denver-Aurora-Lakewood, CO",2022-04-01,
194,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-04-01,
195,"Riverside-San Bernardino-Ontario, CA(4)",2022-04-01,
196,"San Diego-Carlsbad, CA",2022-04-01,
197,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-04-01,
198,Urban Hawaii,2022-04-01,
199,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-04-01,
200,U.S. city average,2022-05-01,292.296
201,Region and area size(2),2022-05-01,
202,Northeast,2022-05-01,302.939
203,Northeast - Size Class A,2022-05-01,304.491
204,Northeast - Size Class B/C(3),2022-05-01,179.924
205,New England(4),2022-05-01,116.416
206,Middle Atlantic(4),2022-05-01,116.08
207,Midwest,2022-05-01,272.673
208,Midwest - Size Class A,2022-05-01,271.973
209,Midwest - Size Class B/C(3),2022-05-01,174.858
210,East North Central(4),2022-05-01,118.062
211,West North Central(4),2022-05-01,118.774
212,South,2022-05-01,283.307
213,South - Size Class A,2022-05-01,288.852
214,South - Size Class B/C(3),2022-05-01,178.936
215,South Atlantic(4),2022-05-01,119.625
216,East South Central(4),2022-05-01,117.285
217,West South Central(4),2022-05-01,117.979
218,West,2022-05-01,309.645
219,West - Size Class A,2022-05-01,318.204
220,West - Size Class B/C(3),2022-05-01,180.81
221,Mountain(4),2022-05-01,122.454
222,Pacific(4),2022-05-01,119.543
223,Size classes,2022-05-01,
224,Size Class A(5),2022-05-01,268.258
225,Size Class B/C(3),2022-05-01,178.62
226,Selected local areas,2022-05-01,
227,"Chicago-Naperville-Elgin, IL-IN-WI",2022-05-01,274.301
228,"Los Angeles-Long Beach-Anaheim, CA",2022-05-01,310.649
229,"New York-Newark-Jersey City, NY-NJ-PA",2022-05-01,309.243
230,"Atlanta-Sandy Springs-Roswell, GA",2022-05-01,
231,"Baltimore-Columbia-Towson, MD(6)",2022-05-01,
232,"Detroit-Warren-Dearborn, MI",2022-05-01,
233,"Houston-The Woodlands-Sugar Land, TX",2022-05-01,
234,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-05-01,
235,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-05-01,
236,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-05-01,
237,"San Francisco-Oakland-Hayward, CA",2022-05-01,
238,"Seattle-Tacoma-Bellevue, WA",2022-05-01,
239,"St. Louis, MO-IL",2022-05-01,
240,Urban Alaska,2022-05-01,
241,"Boston-Cambridge-Newton, MA-NH",2022-05-01,313.578
242,"Dallas-Fort Worth-Arlington, TX",2022-05-01,274.196
243,"Denver-Aurora-Lakewood, CO",2022-05-01,303.51
244,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-05-01,285.784
245,"Riverside-San Bernardino-Ontario, CA(4)",2022-05-01,123.893
246,"San Diego-Carlsbad, CA",2022-05-01,343.502
247,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-05-01,273.245
248,Urban Hawaii,2022-05-01,317.207
249,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-05-01,296.559
250,U.S. city average,2022-06-01,296.311
251,Region and area size(2),2022-06-01,
252,Northeast,2022-06-01,306.453
253,Northeast - Size Class A,2022-06-01,308.303
254,Northeast - Size Class B/C(3),2022-06-01,181.809
255,New England(4),2022-06-01,117.342
256,Middle Atlantic(4),2022-06-01,117.594
257,Midwest,2022-06-01,277.072
258,Midwest - Size Class A,2022-06-01,276.265
259,Midwest - Size Class B/C(3),2022-06-01,177.717
260,East North Central(4),2022-06-01,120.218
261,West North Central(4),2022-06-01,120.157
262,South,2022-06-01,287.427
263,South - Size Class A,2022-06-01,292.087
264,South - Size Class B/C(3),2022-06-01,181.839
265,South Atlantic(4),2022-06-01,121.339
266,East South Central(4),2022-06-01,119.152
267,West South Central(4),2022-06-01,119.671
268,West,2022-06-01,313.496
269,West - Size Class A,2022-06-01,322.591
270,West - Size Class B/C(3),2022-06-01,182.79
271,Mountain(4),2022-06-01,123.933
272,Pacific(4),2022-06-01,121.046
273,Size classes,2022-06-01,
274,Size Class A(5),2022-06-01,271.77
275,Size Class B/C(3),2022-06-01,181.161
276,Selected local areas,2022-06-01,
277,"Chicago-Naperville-Elgin, IL-IN-WI",2022-06-01,277.78
278,"Los Angeles-Long Beach-Anaheim, CA",2022-06-01,314.072
279,"New York-Newark-Jersey City, NY-NJ-PA",2022-06-01,313.589
280,"Atlanta-Sandy Springs-Roswell, GA",2022-06-01,291.764
281,"Baltimore-Columbia-Towson, MD(6)",2022-06-01,298.273
282,"Detroit-Warren-Dearborn, MI",2022-06-01,272.911
283,"Houston-The Woodlands-Sugar Land, TX",2022-06-01,263.874
284,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-06-01,314.971
285,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-06-01,294.207
286,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-06-01,172.643
287,"San Francisco-Oakland-Hayward, CA",2022-06-01,330.539
288,"Seattle-Tacoma-Bellevue, WA",2022-06-01,326.656
289,"St. Louis, MO-IL",2022-06-01,268.513
290,Urban Alaska,2022-06-01,268.916
291,"Boston-Cambridge-Newton, MA-NH",2022-06-01,
292,"Dallas-Fort Worth-Arlington, TX",2022-06-01,
293,"Denver-Aurora-Lakewood, CO",2022-06-01,
294,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-06-01,
295,"Riverside-San Bernardino-Ontario, CA(4)",2022-06-01,
296,"San Diego-Carlsbad, CA",2022-06-01,
297,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-06-01,
298,Urban Hawaii,2022-06-01,
299,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-06-01,
300,U.S. city average,2022-07-01,296.276
301,Region and area size(2),2022-07-01,
302,Northeast,2022-07-01,305.916
303,Northeast - Size Class A,2022-07-01,307.64
304,Northeast - Size Class B/C(3),2022-07-01,181.579
305,New England(4),2022-07-01,116.96
306,Middle Atlantic(4),2022-07-01,117.457
307,Midwest,2022-07-01,276.525
308,Midwest - Size Class A,2022-07-01,275.964
309,Midwest - Size Class B/C(3),2022-07-01,177.27
310,East North Central(4),2022-07-01,119.823
311,West North Central(4),2022-07-01,120.254
312,South,2022-07-01,287.608
313,South - Size Class A,2022-07-01,292.361
314,South - Size Class B/C(3),2022-07-01,181.925
315,South Atlantic(4),2022-07-01,121.573
316,East South Central(4),2022-07-01,119.13
317,West South Central(4),2022-07-01,119.492
318,West,2022-07-01,313.951
319,West - Size Class A,2022-07-01,322.703
320,West - Size Class B/C(3),2022-07-01,183.277
321,Mountain(4),2022-07-01,124.452
322,Pacific(4),2022-07-01,121.095
323,Size classes,2022-07-01,
324,Size Class A(5),2022-07-01,271.676
325,Size Class B/C(3),2022-07-01,181.171
326,Selected local areas,2022-07-01,
327,"Chicago-Naperville-Elgin, IL-IN-WI",2022-07-01,277.311
328,"Los Angeles-Long Beach-Anaheim, CA",2022-07-01,313.415
329,"New York-Newark-Jersey City, NY-NJ-PA",2022-07-01,312.615
330,"Atlanta-Sandy Springs-Roswell, GA",2022-07-01,
331,"Baltimore-Columbia-Towson, MD(6)",2022-07-01,
332,"Detroit-Warren-Dearborn, MI",2022-07-01,
333,"Houston-The Woodlands-Sugar Land, TX",2022-07-01,
334,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-07-01,
335,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-07-01,
336,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-07-01,
337,"San Francisco-Oakland-Hayward, CA",2022-07-01,
338,"Seattle-Tacoma-Bellevue, WA",2022-07-01,
339,"St. Louis, MO-IL",2022-07-01,
340,Urban Alaska,2022-07-01,
341,"Boston-Cambridge-Newton, MA-NH",2022-07-01,315.841
342,"Dallas-Fort Worth-Arlington, TX",2022-07-01,277.005
343,"Denver-Aurora-Lakewood, CO",2022-07-01,308.728
344,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-07-01,289.265
345,"Riverside-San Bernardino-Ontario, CA(4)",2022-07-01,125.262
346,"San Diego-Carlsbad, CA",2022-07-01,347.462
347,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-07-01,276.75
348,Urban Hawaii,2022-07-01,319.197
349,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-07-01,299.937
350,U.S. city average,2022-08-01,296.171
351,Region and area size(2),2022-08-01,
352,Northeast,2022-08-01,306.855
353,Northeast - Size Class A,2022-08-01,308.22
354,Northeast - Size Class B/C(3),2022-08-01,182.401
355,New England(4),2022-08-01,117.169
356,Middle Atlantic(4),2022-08-01,117.877
357,Midwest,2022-08-01,275.875
358,Midwest - Size Class A,2022-08-01,275.928
359,Midwest - Size Class B/C(3),2022-08-01,176.613
360,East North Central(4),2022-08-01,119.483
361,West North Central(4),2022-08-01,120.096
362,South,2022-08-01,287.168
363,South - Size Class A,2022-08-01,292.516
364,South - Size Class B/C(3),2022-08-01,181.459
365,South Atlantic(4),2022-08-01,121.432
366,East South Central(4),2022-08-01,118.532
367,West South Central(4),2022-08-01,119.413
368,West,2022-08-01,314.013
369,West - Size Class A,2022-08-01,322.401
370,West - Size Class B/C(3),2022-08-01,183.543
371,Mountain(4),2022-08-01,124.731
372,Pacific(4),2022-08-01,121.024
373,Size classes,2022-08-01,
374,Size Class A(5),2022-08-01,271.757
375,Size Class B/C(3),2022-08-01,181.017
376,Selected local areas,2022-08-01,
377,"Chicago-Naperville-Elgin, IL-IN-WI",2022-08-01,277.454
378,"Los Angeles-Long Beach-Anaheim, CA",2022-08-01,313.608
379,"New York-Newark-Jersey City, NY-NJ-PA",2022-08-01,313.28
380,"Atlanta-Sandy Springs-Roswell, GA",2022-08-01,295.469
381,"Baltimore-Columbia-Towson, MD(6)",2022-08-01,298.641
382,"Detroit-Warren-Dearborn, MI",2022-08-01,271.554
383,"Houston-The Woodlands-Sugar Land, TX",2022-08-01,264.074
384,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-08-01,316.152
385,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-08-01,294.13
386,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-08-01,173.952
387,"San Francisco-Oakland-Hayward, CA",2022-08-01,328.871
388,"Seattle-Tacoma-Bellevue, WA",2022-08-01,326.796
389,"St. Louis, MO-IL",2022-08-01,268.979
390,Urban Alaska,2022-08-01,258.149
391,"Boston-Cambridge-Newton, MA-NH",2022-08-01,
392,"Dallas-Fort Worth-Arlington, TX",2022-08-01,
393,"Denver-Aurora-Lakewood, CO",2022-08-01,
394,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-08-01,
395,"Riverside-San Bernardino-Ontario, CA(4)",2022-08-01,
396,"San Diego-Carlsbad, CA",2022-08-01,
397,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-08-01,
398,Urban Hawaii,2022-08-01,
399,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-08-01,
400,U.S. city average,2022-09-01,296.808
401,Region and area size(2),2022-09-01,
402,Northeast,2022-09-01,307.152
403,Northeast - Size Class A,2022-09-01,308.995
404,Northeast - Size Class B/C(3),2022-09-01,182.232
405,New England(4),2022-09-01,117.29
406,Middle Atlantic(4),2022-09-01,117.988
407,Midwest,2022-09-01,276.549
408,Midwest - Size Class A,2022-09-01,276.45
409,Midwest - Size Class B/C(3),2022-09-01,177.104
410,East North Central(4),2022-09-01,119.794
411,West North Central(4),2022-09-01,120.348
412,South,2022-09-01,287.656
413,South - Size Class A,2022-09-01,292.969
414,South - Size Class B/C(3),2022-09-01,181.782
415,South Atlantic(4),2022-09-01,121.768
416,East South Central(4),2022-09-01,118.54
417,West South Central(4),2022-09-01,119.461
418,West,2022-09-01,315.094
419,West - Size Class A,2022-09-01,323.649
420,West - Size Class B/C(3),2022-09-01,184.088
421,Mountain(4),2022-09-01,125.163
422,Pacific(4),2022-09-01,121.439
423,Size classes,2022-09-01,
424,Size Class A(5),2022-09-01,272.454
425,Size Class B/C(3),2022-09-01,181.348
426,Selected local areas,2022-09-01,
427,"Chicago-Naperville-Elgin, IL-IN-WI",2022-09-01,278.03
428,"Los Angeles-Long Beach-Anaheim, CA",2022-09-01,315.033
429,"New York-Newark-Jersey City, NY-NJ-PA",2022-09-01,313.88
430,"Atlanta-Sandy Springs-Roswell, GA",2022-09-01,
431,"Baltimore-Columbia-Towson, MD(6)",2022-09-01,
432,"Detroit-Warren-Dearborn, MI",2022-09-01,
433,"Houston-The Woodlands-Sugar Land, TX",2022-09-01,
434,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-09-01,
435,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-09-01,
436,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-09-01,
437,"San Francisco-Oakland-Hayward, CA",2022-09-01,
438,"Seattle-Tacoma-Bellevue, WA",2022-09-01,
439,"St. Louis, MO-IL",2022-09-01,
440,Urban Alaska,2022-09-01,
441,"Boston-Cambridge-Newton, MA-NH",2022-09-01,318.8
442,"Dallas-Fort Worth-Arlington, TX",2022-09-01,278.297
443,"Denver-Aurora-Lakewood, CO",2022-09-01,308.211
444,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-09-01,290.325
445,"Riverside-San Bernardino-Ontario, CA(4)",2022-09-01,125.272
446,"San Diego-Carlsbad, CA",2022-09-01,350.721
447,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-09-01,277.49
448,Urban Hawaii,2022-09-01,321.799
449,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-09-01,299.268
450,U.S. city average,2022-10-01,298.012
451,Region and area size(2),2022-10-01,
452,Northeast,2022-10-01,308.001
453,Northeast - Size Class A,2022-10-01,309.759
454,Northeast - Size Class B/C(3),2022-10-01,182.8
455,New England(4),2022-10-01,117.924
456,Middle Atlantic(4),2022-10-01,118.192
457,Midwest,2022-10-01,276.908
458,Midwest - Size Class A,2022-10-01,276.563
459,Midwest - Size Class B/C(3),2022-10-01,177.431
460,East North Central(4),2022-10-01,120.134
461,West North Central(4),2022-10-01,120.113
462,South,2022-10-01,288.836
463,South - Size Class A,2022-10-01,294.198
464,South - Size Class B/C(3),2022-10-01,182.519
465,South Atlantic(4),2022-10-01,122.408
466,East South Central(4),2022-10-01,118.947
467,West South Central(4),2022-10-01,119.722
468,West,2022-10-01,317.299
469,West - Size Class A,2022-10-01,325.86
470,West - Size Class B/C(3),2022-10-01,185.41
471,Mountain(4),2022-10-01,126.1
472,Pacific(4),2022-10-01,122.266
473,Size classes,2022-10-01,
474,Size Class A(5),2022-10-01,273.534
475,Size Class B/C(3),2022-10-01,182.097
476,Selected local areas,2022-10-01,
477,"Chicago-Naperville-Elgin, IL-IN-WI",2022-10-01,278.415
478,"Los Angeles-Long Beach-Anaheim, CA",2022-10-01,317.014
479,"New York-Newark-Jersey City, NY-NJ-PA",2022-10-01,314.338
480,"Atlanta-Sandy Springs-Roswell, GA",2022-10-01,297.058
481,"Baltimore-Columbia-Towson, MD(6)",2022-10-01,300.628
482,"Detroit-Warren-Dearborn, MI",2022-10-01,274.52
483,"Houston-The Woodlands-Sugar Land, TX",2022-10-01,262.423
484,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-10-01,319.077
485,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-10-01,295.978
486,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-10-01,176.337
487,"San Francisco-Oakland-Hayward, CA",2022-10-01,332.062
488,"Seattle-Tacoma-Bellevue, WA",2022-10-01,330.173
489,"St. Louis, MO-IL",2022-10-01,269.134
490,Urban Alaska,2022-10-01,261.093
491,"Boston-Cambridge-Newton, MA-NH",2022-10-01,
492,"Dallas-Fort Worth-Arlington, TX",2022-10-01,
493,"Denver-Aurora-Lakewood, CO",2022-10-01,
494,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-10-01,
495,"Riverside-San Bernardino-Ontario, CA(4)",2022-10-01,
496,"San Diego-Carlsbad, CA",2022-10-01,
497,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-10-01,
498,Urban Hawaii,2022-10-01,
499,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-10-01,
500,U.S. city average,2022-11-01,297.711
501,Region and area size(2),2022-11-01,
502,Northeast,2022-11-01,308.394
503,Northeast - Size Class A,2022-11-01,310.463
504,Northeast - Size Class B/C(3),2022-11-01,182.81
505,New England(4),2022-11-01,118.37
506,Middle Atlantic(4),2022-11-01,118.226
507,Midwest,2022-11-01,276.436
508,Midwest - Size Class A,2022-11-01,275.292
509,Midwest - Size Class B/C(3),2022-11-01,177.442
510,East North Central(4),2022-11-01,119.877
511,West North Central(4),2022-11-01,120.018
512,South,2022-11-01,288.991
513,South - Size Class A,2022-11-01,294.458
514,South - Size Class B/C(3),2022-11-01,182.586
515,South Atlantic(4),2022-11-01,122.793
516,East South Central(4),2022-11-01,118.83
517,West South Central(4),2022-11-01,119.264
518,West,2022-11-01,315.919
519,West - Size Class A,2022-11-01,324.407
520,West - Size Class B/C(3),2022-11-01,184.626
521,Mountain(4),2022-11-01,125.655
522,Pacific(4),2022-11-01,121.695
523,Size classes,2022-11-01,
524,Size Class A(5),2022-11-01,273.163
525,Size Class B/C(3),2022-11-01,181.961
526,Selected local areas,2022-11-01,
527,"Chicago-Naperville-Elgin, IL-IN-WI",2022-11-01,276.861
528,"Los Angeles-Long Beach-Anaheim, CA",2022-11-01,314.633
