,Expenditure category,Date,Unadjusted CPI Index
268,Garbage and trash collection(4)(14),2016-01-01,437.205
269,Household operations(4)(5),2016-01-01,169.288
270,Domestic services(4)(5),2016-01-01,156.636
271,Gardening and lawncare services(4)(5),2016-01-01,
272,"Moving, storage, freight expense(5)",2016-01-01,147.416
273,Repair of household items(4)(5),2016-01-01,222.399
274,Medical care services,2016-01-01,485.321
275,Professional services,2016-01-01,365.842
276,Physicians' services(11),2016-01-01,370.911
277,Dental services(11),2016-01-01,458.33
278,Eyeglasses and eye care(4)(9),2016-01-01,186.096
279,Services by other medical professionals(11)(9),2016-01-01,228.817
280,Hospital and related services,2016-01-01,779.911
281,Hospital services(11)(17),2016-01-01,297.252
282,Inpatient hospital services(11)(17)(6),2016-01-01,293.003
283,Outpatient hospital services(11)(9)(6),2016-01-01,663.988
284,Nursing homes and adult day services(11)(17),2016-01-01,210.064
285,Care of invalids and elderly at home(4)(8),2016-01-01,119.921
286,Health insurance(4)(8),2016-01-01,127.734
287,Transportation services,2016-01-01,294.42
288,Leased cars and trucks(15),2016-01-01,85.636
289,Car and truck rental(5),2016-01-01,118.108
290,Motor vehicle maintenance and repair(4),2016-01-01,273.097
291,Motor vehicle body work(4),2016-01-01,283.568
292,Motor vehicle maintenance and servicing(4),2016-01-01,245.145
293,Motor vehicle repair(4)(5),2016-01-01,169.718
294,Motor vehicle insurance,2016-01-01,475.456
295,Motor vehicle fees(4)(5),2016-01-01,181.485
296,State motor vehicle registration and license fees(4)(11)(5),2016-01-01,172.198
297,Parking and other fees(5),2016-01-01,196.826
298,Parking fees and tolls(4)(5)(6),2016-01-01,219.452
299,Automobile service clubs(4)(5)(6),2016-01-01,126.319
300,Public transportation,2016-01-01,261.893
301,Airline fare,2016-01-01,278.334
302,Other intercity transportation,2016-01-01,155.683
303,Intercity bus fare(4)(7)(6),2016-01-01,
304,Intercity train fare(4)(7)(6),2016-01-01,108.793
305,Ship fare(4)(5)(6),2016-01-01,64.386
306,Intracity transportation(4),2016-01-01,306.792
307,Intracity mass transit(4)(12)(6),2016-01-01,121.485
308,Recreation services(12),2016-01-01,112.866
309,Video and audio services(12),2016-01-01,114.05
310,Cable and satellite television and radio service(14),2016-01-01,425.331
311,"Video discs and other media, including rental of video and audio(4)(5)",2016-01-01,73.623
312,Video discs and other media(4)(5)(6),2016-01-01,41.129
313,Rental of video or audio discs and other media(4)(5)(6),2016-01-01,120.964
314,Pet services including veterinary(5),2016-01-01,229.717
315,Pet services(4)(5)(6),2016-01-01,183.248
316,Veterinarian services(5)(6),2016-01-01,240.582
317,Photographers and film processing(4)(5),2016-01-01,124.702
318,Photographer fees(4)(5)(6),2016-01-01,129.811
319,Film processing(4)(5)(6),2016-01-01,122.594
320,Other recreation services(5),2016-01-01,157.761
321,Club dues and fees for participant sports and group exercises(4)(5),2016-01-01,129.269
322,Admissions(4),2016-01-01,361.918
323,"Admission to movies, theaters, and concerts(4)(5)(6)",2016-01-01,170.532
324,Admission to sporting events(4)(5)(6),2016-01-01,216.006
325,Fees for lessons or instructions(4)(9),2016-01-01,293.187
326,Education and communication services(12),2016-01-01,111.175
327,"Tuition, other school fees, and childcare",2016-01-01,700.486
328,College tuition and fees,2016-01-01,799.117
329,Elementary and high school tuition and fees,2016-01-01,766.307
330,Child care and nursery school(13),2016-01-01,279.641
331,Technical and business school tuition and fees(5),2016-01-01,236.501
332,Postage and delivery services(5),2016-01-01,175.551
333,Postage(4),2016-01-01,276.197
334,Delivery services(5),2016-01-01,282.675
335,Telephone services(4)(5),2016-01-01,100.371
336,Wireless telephone services(4)(5),2016-01-01,55.85
337,Land-line telephone services(4)(12),2016-01-01,114.603
338,Internet services and electronic information providers(5),2016-01-01,77.657
339,Other personal services(4)(12),2016-01-01,113.533
340,Personal care services(4),2016-01-01,250.83
341,Haircuts and other personal care services(4)(5),2016-01-01,153.047
342,Miscellaneous personal services,2016-01-01,403.709
343,Legal services(4)(9),2016-01-01,326.621
344,Funeral expenses(4)(9),2016-01-01,316.893
345,Laundry and dry cleaning services(4)(5),2016-01-01,158.521
346,Apparel services other than laundry and dry cleaning(4)(5),2016-01-01,183.25
347,Financial services(4)(9),2016-01-01,318.963
348,Checking account and other bank services(4)(5)(6),2016-01-01,148.626
349,Tax return preparation and other accounting fees(4)(5)(6),2016-01-01,219.385
350,,2016-01-01,
351,Special aggregate indexes,2016-01-01,
352,,2016-01-01,
353,All items less food,2016-01-01,235.097
354,All items less shelter,2016-01-01,221.321
355,All items less food and shelter,2016-01-01,214.319
356,"All items less food, shelter, and energy",2016-01-01,222.895
357,"All items less food, shelter, energy, and used cars and trucks",2016-01-01,227.705
358,All items less medical care,2016-01-01,226.479
359,All items less energy,2016-01-01,244.455
360,Commodities,2016-01-01,177.661
361,"Commodities less food, energy, and used cars and trucks",2016-01-01,145.603
362,Commodities less food,2016-01-01,146.255
363,Commodities less food and beverages,2016-01-01,142.996
364,Services,2016-01-01,295.377
365,Services less rent of shelter(16),2016-01-01,318.322
366,Services less medical care services,2016-01-01,280.97
367,Durables,2016-01-01,107.862
368,Nondurables,2016-01-01,212.014
369,Nondurables less food,2016-01-01,181.387
370,Nondurables less food and beverages,2016-01-01,177.686
371,"Nondurables less food, beverages, and apparel",2016-01-01,216.494
372,Nondurables less food and apparel,2016-01-01,217.651
373,Housing,2016-01-01,240.424
374,Education and communication(5),2016-01-01,139.481
375,Education(5),2016-01-01,244.71
376,Communication(5),2016-01-01,80.342
377,Information and information processing(5),2016-01-01,76.49
378,"Information technology, hardware and services(18)",2016-01-01,7.903
379,Recreation(5),2016-01-01,116.062
380,Video and audio(5),2016-01-01,99.373
381,"Pets, pet products and services(5)",2016-01-01,168.297
382,Photography(5),2016-01-01,74.506
383,Food and beverages,2016-01-01,248.241
384,Domestically produced farm food,2016-01-01,250.724
385,Other services,2016-01-01,343.345
386,Apparel less footwear,2016-01-01,114.575
387,Fuels and utilities,2016-01-01,224.537
388,Household energy,2016-01-01,187.209
389,Medical care,2016-01-01,454.175
390,Transportation,2016-01-01,190.162
391,Private transportation,2016-01-01,184.734
392,New and used motor vehicles(5),2016-01-01,100.009
393,Utilities and public transportation,2016-01-01,212.822
394,Household furnishings and operations,2016-01-01,122.348
395,Other goods and services,2016-01-01,419.074
396,Personal care,2016-01-01,222.259
397,,2016-01-01,
398,All items,2016-02-01,237.111
399,Food,2016-02-01,248.8
400,Food at home,2016-02-01,242.062
401,Cereals and bakery products,2016-02-01,274.801
402,Cereals and cereal products,2016-02-01,233.85
403,Flour and prepared flour mixes,2016-02-01,244.83
404,Breakfast cereal(4),2016-02-01,229.452
405,"Rice, pasta, cornmeal(4)",2016-02-01,241.972
406,Rice(4)(5)(6),2016-02-01,164.573
407,Bakery products(4),2016-02-01,297.931
408,Bread(4)(5),2016-02-01,179.573
409,White bread(4)(6),2016-02-01,324.373
410,Bread other than white(4)(6),2016-02-01,348.012
411,"Fresh biscuits, rolls, muffins(5)",2016-02-01,176.677
412,"Cakes, cupcakes, and cookies",2016-02-01,281.606
413,Cookies(6),2016-02-01,268.799
414,Fresh cakes and cupcakes(4)(6),2016-02-01,298.258
415,Other bakery products,2016-02-01,266.267
416,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",2016-02-01,295.277
417,"Crackers, bread, and cracker products(6)",2016-02-01,306.05
418,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",2016-02-01,268.844
419,"Meats, poultry, fish, and eggs",2016-02-01,251.29
420,"Meats, poultry, and fish",2016-02-01,249.726
421,Meats,2016-02-01,254.262
422,Beef and veal,2016-02-01,304.702
423,Uncooked ground beef(4),2016-02-01,273.73
424,Uncooked beef roasts(4)(5),2016-02-01,226.865
425,Uncooked beef steaks(5),2016-02-01,204.827
426,Uncooked other beef and veal(4)(5),2016-02-01,232.843
427,Pork,2016-02-01,208.406
428,"Bacon, breakfast sausage, and related products(5)",2016-02-01,152.801
429,Bacon and related products(6),2016-02-01,275.945
430,Breakfast sausage and related products(5)(6),2016-02-01,143.988
431,Ham,2016-02-01,200.865
432,"Ham, excluding canned(6)",2016-02-01,223.048
433,Pork chops(4),2016-02-01,188.2
434,Other pork including roasts and picnics(5),2016-02-01,128.632
435,Other meats,2016-02-01,230.604
436,Frankfurters(6),2016-02-01,237.704
437,Lunchmeats(5)(6),2016-02-01,148.878
438,Lamb and organ meats(4)(6),2016-02-01,327.502
439,Lamb and mutton(4)(5)(6),2016-02-01,174.458
440,Poultry,2016-02-01,231.414
441,Chicken(4)(5),2016-02-01,147.673
442,Fresh whole chicken(4)(6),2016-02-01,251.408
443,Fresh and frozen chicken parts(4)(6),2016-02-01,217.023
444,Other poultry including turkey(5),2016-02-01,156.343
445,Fish and seafood,2016-02-01,277.929
446,Fresh fish and seafood(5),2016-02-01,169.137
447,Processed fish and seafood(5),2016-02-01,142.021
448,Shelf stable fish and seafood(4)(6),2016-02-01,200.474
449,Frozen fish and seafood(6),2016-02-01,297.85
450,Eggs,2016-02-01,274.583
451,Dairy and related products,2016-02-01,219.732
452,Milk(4)(5),2016-02-01,142.243
453,Fresh whole milk(6),2016-02-01,204.434
454,Fresh milk other than whole(5)(6),2016-02-01,146.201
455,Cheese and related products,2016-02-01,231.437
456,Ice cream and related products,2016-02-01,222.532
457,Other dairy and related products(4)(5),2016-02-01,146.846
458,Fruits and vegetables,2016-02-01,306.778
459,Fresh fruits and vegetables,2016-02-01,356.688
460,Fresh fruits,2016-02-01,369.011
461,Apples,2016-02-01,351.675
462,Bananas(4),2016-02-01,198.712
463,Citrus fruits(5),2016-02-01,217.252
464,"Oranges, including tangerines(6)",2016-02-01,447.066
465,Other fresh fruits(5),2016-02-01,134.942
466,Fresh vegetables,2016-02-01,342.424
467,Potatoes,2016-02-01,330.06
468,Lettuce,2016-02-01,317.709
469,Tomatoes(4),2016-02-01,373.566
470,Other fresh vegetables,2016-02-01,347.32
471,Processed fruits and vegetables(5),2016-02-01,158.787
472,Canned fruits and vegetables(5),2016-02-01,163.151
473,Canned fruits(5)(6),2016-02-01,158.433
474,Canned vegetables(5)(6),2016-02-01,171.347
475,Frozen fruits and vegetables(5),2016-02-01,146.99
476,Frozen vegetables(6),2016-02-01,200.631
477,Other processed fruits and vegetables including dried(5),2016-02-01,165.291
478,"Dried beans, peas, and lentils(4)(5)(6)",2016-02-01,206.812
479,Nonalcoholic beverages and beverage materials,2016-02-01,169.248
480,Juices and nonalcoholic drinks(5),2016-02-01,130.143
481,Carbonated drinks,2016-02-01,162.842
482,Frozen noncarbonated juices and drinks(4)(5),2016-02-01,178.568
483,Nonfrozen noncarbonated juices and drinks(5),2016-02-01,118.893
484,Beverage materials including coffee and tea(5),2016-02-01,119.779
485,Coffee,2016-02-01,201.597
486,Roasted coffee(6),2016-02-01,211.208
487,Instant and freeze dried coffee(4)(6),2016-02-01,198.38
488,Other beverage materials including tea(5),2016-02-01,130.235
489,Other food at home,2016-02-01,209.385
490,Sugar and sweets(4),2016-02-01,215.325
491,Sugar and artificial sweeteners,2016-02-01,191.141
492,Candy and chewing gum(4)(5),2016-02-01,144.378
493,Other sweets(5),2016-02-01,153.604
494,Fats and oils,2016-02-01,228.557
495,Butter and margarine(5),2016-02-01,203.131
496,Butter(6),2016-02-01,237.277
497,Margarine(6),2016-02-01,297.327
498,Salad dressing(5),2016-02-01,131.871
499,Other fats and oils including peanut butter(5),2016-02-01,158.64
500,Peanut butter(4)(5)(6),2016-02-01,158.663
501,Other foods,2016-02-01,223.481
502,Soups,2016-02-01,235.157
503,Frozen and freeze dried prepared foods(4),2016-02-01,170.562
504,Snacks(4),2016-02-01,251.217
505,"Spices, seasonings, condiments, sauces",2016-02-01,238.586
506,Salt and other seasonings and spices(5)(6),2016-02-01,153.313
507,"Olives, pickles, relishes(4)(5)(6)",2016-02-01,140.731
508,Sauces and gravies(5)(6),2016-02-01,136.567
509,Other condiments(6),2016-02-01,274.838
510,Baby food(4)(5),2016-02-01,156.375
511,Other miscellaneous foods(4)(5),2016-02-01,131.004
512,Prepared salads(4)(7)(6),2016-02-01,123.22
513,Food away from home(4),2016-02-01,260.319
514,Full service meals and snacks(4)(5),2016-02-01,161.625
515,Limited service meals and snacks(4)(5),2016-02-01,166.17
516,Food at employee sites and schools(5),2016-02-01,168.37
517,Food at elementary and secondary schools(4)(8)(6),2016-02-01,141.261
518,Food from vending machines and mobile vendors(4)(5),2016-02-01,148.042
519,Other food away from home(4)(5),2016-02-01,182.354
520,,2016-02-01,
521,Energy,2016-02-01,172.061
522,Energy commodities,2016-02-01,159.404
523,Fuel oil and other fuels,2016-02-01,217.978
524,Fuel oil(4),2016-02-01,189.373
525,"Propane, kerosene, and firewood(9)",2016-02-01,303.38
526,Motor fuel,2016-02-01,155.361
527,Gasoline (all types),2016-02-01,154.564
528,"Gasoline, unleaded regular(6)",2016-02-01,150.119
529,"Gasoline, unleaded midgrade(10)(6)",2016-02-01,169.378
530,"Gasoline, unleaded premium(6)",2016-02-01,171.725
531,Other motor fuels(5),2016-02-01,145.485
532,Energy services(11),2016-02-01,191.532
533,Electricity(11),2016-02-01,202.528
534,Utility (piped) gas service(11),2016-02-01,155.981
535,,2016-02-01,
536,All items less food and energy,2016-02-01,245.68
537,Commodities less food and energy commodities,2016-02-01,145.856
538,Household furnishings and supplies(12),2016-02-01,92.781
539,Window and floor coverings and other linens(4)(5),2016-02-01,61.099
540,Floor coverings(4)(5),2016-02-01,108.645
541,Window coverings(4)(5),2016-02-01,69.113
542,Other linens(4)(5),2016-02-01,48.318
543,Furniture and bedding(4),2016-02-01,113.291
544,Bedroom furniture(4),2016-02-01,129.366
545,"Living room, kitchen, and dining room furniture(4)(5)",2016-02-01,86.459
546,Other furniture(5),2016-02-01,72.237
547,Infants' furniture(4)(8)(6),2016-02-01,
548,Appliances(5),2016-02-01,78.431
549,Major appliances(5),2016-02-01,85.008
550,Laundry equipment(6),2016-02-01,96.262
551,Other appliances(4)(5),2016-02-01,67.899
552,Other household equipment and furnishings(5),2016-02-01,58.421
553,"Clocks, lamps, and decorator items(4)",2016-02-01,45.851
554,Indoor plants and flowers(13),2016-02-01,133.498
